Gene_name,Uniprot_ID,Protein_length,region_1,region_2,PDB
MELK,Q14680,651,602-651,11-263,4BKY 4BKZ 4BL1 4D2P 4D2T 4D2V 4D2W 4IXP 4UMP 4UMQ 4UMR 4UMT 4UMU 5IH8 5IH9 5IHA 5IHC 5K00 5M5A 5MAF 5MAG 5MAH 5MAI 5TVT 5TWL 5TWU 5TWY 5TWZ 5TX3 6GVX 6VXR
CSNK1D,P48730,415,317-342,9-277,3UYS 3UYT 3UZP 4HGT 4HNF 4KB8 4KBA 4KBC 4KBK 4TN6 4TW9 4TWC 5IH4 5IH5 5IH6 5MQV 5OKT 5W4W 6F1W 6F26 6GZM 6HMP 6HMR 6PXN 6PXO 6PXP 6RCG 6RCH 6RU6 6RU7 6RU8
CBL,P22681,906,353-380,381-435,1B47 1FBV 1YVH 2CBL 2JUJ 2K4D 2OO9 2Y1M 2Y1N 3BUM 3BUN 3BUO 3BUW 3BUX 3OB1 3OB2 3PLF 4A49 4A4B 4A4C 4GPL 5HKW 5HKX 5HKY 5HKZ 5HL0 5J3X 5O76 6O02 6O03 6XAR
FGFR4,P22455,802,120-145,"150-240,467-755",4QQ5 4QQC 4QQJ 4QQT 4QRC 4R6V 4TYE 4TYG 4TYI 4TYJ 4UXQ 4XCU 5JKG 5NUD 5NWZ 5XFF 5XFJ 6IUO 6IUP 6J6Y 6JPE 6JPJ 6NVG 6NVH 6NVI 6NVJ 6NVK 6V9C 6YI8 7DTZ 7F3M
MAPRE1,Q15691,268,249-268,14-116,1PA7 1TXQ 1UEG 1VKA 1WU9 1YIB 1YIG 2HKQ 2HL3 2HL5 2QJZ 2R8U 3GJO 3MTU 3MUD 3TQ7 4XA1 4XA3 4XA6 5JV3 5JVM 5JVP 5JVR 5JVS 5JVU 5JX1 5WLQ 6PF2 6PFP 6YF5 6YSH
PAK1,Q13153,545,83-149,270-521,1F3M 1YHV 1YHW 1ZSG 2HY8 2QME 3DVP 3FXZ 3FY0 3Q4Z 3Q52 3Q53 4DAW 4EQC 4O0R 4O0T 4P90 4ZJI 4ZJJ 4ZLO 4ZY4 4ZY5 4ZY6 5DEW 5DEY 5DFP 5IME 5KBQ 5KBR 6B16
IGF1R,P08069,1367,930-960,999-1274,1IGR 1JQH 1K3A 1M7N 1P4O 2OJ9 2ZM3 3D94 3F5P 3I81 3LVP 3LW0 3NW5 3NW6 3NW7 3O23 3QQU 4D2R 4XSS 5FXQ 5FXR 5FXS 5HZN 5U8Q 5U8R 6JK8 6VWG 6VWH 6VWI 6VWJ
RAF1,P04049,648,51-186,349-609,1C1Y 1FAQ 1FAR 1GUA 1RFA 3CU8 3IQJ 3IQU 3IQV 3KUC 3KUD 3NKX 3O8I 3OMV 4FJ3 4G0N 4G3X 4IEA 4IHL 6NTC 6NTD 6PTS 6PTW 6VJJ 6XGU 6XGV 6XHA 6XHB 6XI7 7JHP
SMYD3,Q9H7B4,428,280-428,4-240,3MEK 3OXF 3OXG 3OXL 3PDN 3QWP 3RU0 5CCL 5CCM 5EX0 5EX3 5HI7 5HQ8 5V37 5XXD 5XXG 5XXJ 5YJO 6IJL 6O9O 6P6G 6P6K 6P7Z 6PAF 6YUH 7BJ1 7O2A 7O2B 7O2C
KIT,P10721,976,544-583,589-937,1PKG 1T45 1T46 2E9W 2EC8 2IUH 2VIF 3G0E 3G0F 4HVS 4K94 4K9E 4PGZ 4U0I 6GQJ 6GQK 6GQL 6GQM 6HH1 6ITT 6ITV 6KLA 6MOB 6XV9 6XVA 6XVB 7KHG 7KHJ 7KHK
DDX58,O95786,925,794-925,"1-87,92-172",2LWD 2LWE 2QFB 2QFD 2RMJ 2YKG 3LRN 3LRR 3NCU 3OG8 3ZD6 3ZD7 4AY2 4BPB 4NQK 4ON9 4P4H 5E3H 5F98 5F9F 5F9H 6GPG 6KYV 7BAH 7BAI 7JL1 7JL3 7MK1
MAPKAPK2,P49137,400,328-364,64-325,1KWP 1NXK 1NY3 2JBO 2JBP 2OKR 2ONL 2OZA 2P3G 2PZY 3A2C 3FPM 3FYJ 3FYK 3GOK 3KA0 3KC3 3KGA 3M2W 3M42 3R2B 3R2Y 3R30 3WI6 4TYH 6T8X 6TCA
CCNT1,O60563,726,"1-249,402-701",250-262,2PK2 3BLH 3BLQ 3BLR 3LQ5 3MI9 3MIA 3MY1 3TN8 3TNH 3TNI 4BCF 4BCG 4BCH 4BCI 4BCJ 4EC8 4EC9 4IMY 4OGR 4OR5 5L1Z 6CYT 6GZH 6W9E 6Z45 7NWK
SETD2,Q9BYW2,2564,2353-2382,2383-2430,2A7O 2MDC 2MDI 2MDJ 4FMU 4H12 5JJY 5JLB 5JLE 5LSS 5LSX 5LSY 5LSZ 5LT6 5LT7 5LT8 5V21 5V22 6J9J 6VDB 7EA8 7EVR 7EVS 7LZB 7LZD 7LZF
MAPK8IP1,Q9UQF2,711,495-544,0-0,2G01 2GMX 2H96 3OXI 3PTG 3VUD 3VUG 3VUH 3VUI 3VUK 3VUL 3VUM 4E73 4G1W 4H39 4HYS 4HYU 4IZY 5LW1 6FUZ 7NYK 7NYL 7NYM 7NYN 7NYO 7NZB
NSD3,Q9BZ95,1437,1145-1258,1258-1273,2DAQ 2NCZ 2ND1 4GND 4GNE 4GNF 4GNG 4RXJ 5UPD 6CEN 6G24 6G25 6G27 6G29 6G2B 6G2C 6G2E 6G2F 6G2O 6G3P 6G3T 7CRP 7CRQ 7CRR 7JYN
MAP3K5,Q99683,1374,1-648,680-938,2CLQ 3VW6 4BF2 4BHN 4BIB 4BIC 4BID 4BIE 5ULM 5UOR 5UOX 5UP3 5V19 5V24 5VIL 5VIO 6E2M 6E2N 6E2O 6EJL 6OYT 6OYW 6VRE 6XIH
ABL1,P00520,1123,"1-60,61-121,127-217,218-241,383-400",242-493,1ABO 1ABQ 1FPU 1IEP 1M52 1OPJ 1OPK 2HZN 2QOH 2Z60 3DK3 3DK6 3DK7 3IK3 3K5V 3KF4 3KFA 3MS9 3MSS 3OXZ 3OY3 5IH2 6HD4 6HD6
NOTCH1,P46531,2555,1571-1734,,1PB5 1TOZ 1YYH 2F8X 2F8Y 2HE0 2VJ3 3ETO 3I08 3L95 3NBN 3V79 4CUD 4CUE 4CUF 4D0E 4D0F 5FM9 5FMA 5KZO 5L0R 5UB5 6IDF 6PY8
FLNB,O75369,2602,2091-2185,2188-2280,2DI8 2DI9 2DIA 2DIB 2DIC 2DJ4 2DLG 2DMB 2DMC 2E9I 2E9J 2EE6 2EE9 2EEA 2EEB 2EEC 2EED 2WA5 2WA6 2WA7 3FER 4B7L 5DCP
CAMKK2,Q96RR4,588,472-477,165-446,2ZV2 5UY6 5UYJ 5VT1 5YV8 5YV9 5YVA 5YVB 5YVC 6BKU 6BLE 6BQL 6BQP 6BQQ 6BRC 6CMJ 6EF5 6EWW 6FEL 6Y3O 6Y4K 6Y6B 6Y8A
BIRC2,Q13490,618,453-543,571-606,1QBH 2L9M 3D9T 3D9U 3M1D 3MUP 3OZ1 3T6P 3UW4 4EB9 4HY4 4HY5 4KMN 4LGE 4LGU 4MTI 4MU7 5M6N 6EXW 6HPR 6W74 6W7O 6W8I
FLNA,P21333,2647,2142-2235,2236-2325,2AAV 2BP3 2BRQ 2J3S 2JF1 2K3T 2K7P 2K7Q 2MTP 2W0P 2WFN 3CNK 3HOC 3HOP 3HOR 3ISW 3RGH 4M9P 4P3W 5XR1 6D8C 6EW1
CSF1R,P07333,972,542-574,582-910,2I0V 2I0Y 2I1M 2OGV 3BEA 3DPK 3KRJ 3KRL 3LCD 3LCO 4DKD 4HW7 4LIQ 4R7H 4R7I 4WRL 4WRM 6IG8 6N33 6T2W 6WXJ 7MFC
PRKAR1A,P00514,380,1-101,137-380,1NE4 1NE6 1RGS 1RL3 2EZW 2QCS 3FHI 3IIA 3IM3 3IM4 3PLQ 3PNA 3PVB 4JV4 4MX3 4X6R 5HVZ 5JR7 6BYR 6BYS 6NO7 7LZ4
MLKL,Q8NB16,471,133-150,1-124,2MSV 4M67 4MWI 5KNJ 5KO1 6BWK 6D74 6LK5 6LK6 6O5Z 6UX8 6ZLE 6ZPR 6ZVO 6ZZ1 7JW7 7JXU 7MON 7NM2 7NM4 7NM5
ETS1,P14921,441,280-330,335-415,1GVJ 2NNY 2STT 2STW 3MFK 3RI4 3WTS 3WTT 3WTU 3WTV 3WTW 3WTX 3WTY 3WTZ 3WU0 3WU1 4L0Y 4L0Z 4L18 4LG0 5ZMC
PRKAA1,P54645,559,313-335,27-279,2V8Q 2V92 2V9J 2Y8L 2Y8Q 2YA3 4CFH 4EAI 4EAJ 4EAK 4EAL 4F2L 4QFG 4QFR 4QFS 5KQ5 5T5T 5UFU 6E4T 6E4U 6E4W
SLC9A3R1,O14745,358,242-328,"14-94,154-234",1G9O 1GQ4 1GQ5 1I92 1SGH 2D10 2JXO 2KJD 2KRG 2M0T 2M0U 2M0V 2OZF 4JL7 4LMM 4MPA 4N6X 4PQW 4Q3H 6RQR
RPS6KB1,P23443,525,424-525,91-352,3A60 3A61 3A62 3WE4 3WF5 3WF6 3WF7 3WF8 3WF9 4L3J 4L3L 4L42 4L43 4L44 4L45 4L46 4RLO 4RLP 5WBH 5WBK
GGA1,Q9UJY5,639,358-362,17-147,1J2J 1JWF 1JWG 1NA8 1NAF 1NWM 1O3X 1OM9 1OXZ 1PY1 1UJJ 1UJK 1X79 2DWX 2DWY 3G2S 3G2T 3G2U 3G2V 3G2W
PGR,P06401,933,375-397,"1-164,456-564",1A28 1E3K 1SQN 1SR7 1ZUC 2C7A 2OVH 2OVM 2W8Y 3D90 3G8O 3HQ5 3KBA 3ZR7 3ZRA 3ZRB 4A2J 4APU 4OAR 5CC0
SARM1,Q6SZW1,724,"560-703,382-385,375-399,281-331","244-269,134-173,162-197,402-476,412-484",6O0Q 6O0R 6O0S 6O0T 6O0U 6O0V 6O1B 6QWV 6WPK 6ZFX 6ZG0 6ZG1 7ANW 7CM5 7CM6 7CM7 7DJT 7KNQ 7LD0
PRKG1,Q13976,671,50-75,360-619,1ZXA 3NMD 3OCP 3OD0 3OGJ 4KU7 4KU8 4QX5 4QXK 4R4L 4R4M 4Z07 5J48 5JAX 5JD7 5L0N 6BDL 6BG2 6C0T
PDCD6IP,Q8WUM4,868,709-745,3-392,2OEV 2OEW 2OEX 2OJQ 2R02 2R03 2R05 2XS1 2XS8 2ZNE 3C3O 3C3Q 3C3R 3E1R 3WUV 4JJY 5V3R 5WA1 6KP3
PANX1,Q96RD7,426,412-426,1-287,6LTN 6LTO 6M02 6M66 6M67 6M68 6V6D 6WBF 6WBG 6WBI 6WBK 6WBL 6WBM 6WBN 7DWB 7F8J 7F8N 7F8O 7WSV
RPS6KA1,Q15418,735,687-706,"62-321,418-675",2WNT 2Z7Q 2Z7R 2Z7S 3RNY 3TEI 4H3P 4NIF 5CSF 5CSI 5CSJ 5CSN 5N7D 5N7F 5N7G 5V61 5V62 6TWY
PPP5C,P53041,499,"28-129,487-499",184-486,1A17 1S95 1WAO 2BUG 3H60 3H61 3H62 3H63 3H64 3H66 3H67 3H68 3H69 4ZVZ 4ZX2 5HPE 5UI1 5WG8
DNMT3A,Q9Y6K1,912,476-626,634-912,2QRV 3A1A 3A1B 3LLR 3SVM 4QBQ 4QBR 4QBS 4U7P 4U7T 5YX2 6BRR 6F57 6PA7 6W89 6W8B 6W8D 6W8J
,Q9EZJ8,438,1-73,249-438,1KU2 1KU3 1KU7 1L9U 1L9Z 1RIO 3LES 3LEV 3N97 3UGO 3UGP 4KI2 4XLN 4XLP 4XLQ 4XLR 4XLS 5TJG
IRF3,Q14653,427,380-427,98-240,1J2F 1QWT 1T2K 1ZOQ 2O61 2O6G 2PI0 3A77 3QU6 5JEJ 5JEK 5JEL 5JEM 5JEO 5JER 6SIV 6SJA 7JFL
PARP2,Q9UGN5,583,231-348,356-538,3KCZ 3KJD 4PJV 4TVJ 4ZZX 4ZZY 5D5K 5DSY 6F1K 6F5B 6F5F 6TX3 6USJ 6X0L 6X0M 6X0N 7AEO
PPP3CA,Q08209,521,467-491,1-348,1AUI 1M63 1MF8 2JOG 2JZI 2P6B 2R28 2W73 3LL8 4F0Z 4Q5U 5C1V 5SVE 6NUC 6NUF 6NUU 6UUQ
MAP4K1,Q92918,833,474-687,17-274,6CQD 6CQE 6CQF 6NFY 6NFZ 6NG0 7KAC 7L24 7L25 7L26 7M0K 7M0L 7M0M 7R9L 7R9N 7R9P 7R9T
AKT2,P31751,481,"5-108,410-481",152-409,1GZK 1GZN 1GZO 1MRV 1MRY 1O6K 1O6L 1P6S 2JDO 2JDR 2UW9 2X39 2XH5 3D0E 3E87 3E88 3E8D
TP63,Q9H3D4,680,610-680,394-443,1RG6 2NB1 2RMN 2Y9T 2Y9U 3QYM 3QYN 3US0 3US1 3US2 3ZY0 3ZY1 4A9Z 6FGN 6RU6 6RU7 6RU8
TEK,Q02763,1124,"770-807,832-836,982-1008,1110-1124",924-1096,1FVR 2GY5 2GY7 2OO8 2OSC 2P4I 2WQB 3BEA 3L8P 4K0V 4X3J 5MYA 5MYB 5UTK 6MWE 7E72
MINDY1,Q8N5J2,469,130-138,388-426,5JKN 5JQS 5MN9 6TUV 6TXB 6Y6R 6YJG 6Z90
VCL,P12003,1135,878-890,891-1135,1QKR 1ST6 1T01 1U6H 1XWJ 1ZVZ 1ZW2 1ZW3 2GDC 3JBI 3ZDL 4E17 4E18 6FQ4 6NR7
NSF,P18708,744,203-222,0-0,1D2N 1NSF 1QCS 1QDN 3J94 3J95 3J96 3J97 3J98 3J99 6IP2 6MDM 6MDN 6MDO 6MDP
ZAP70,P43403,619,"126-155,256-337",338-600,1FBV 1M61 1U59 2CBL 2OQ1 2OZO 2Y1N 3ZNI 4A4B 4A4C 4K2R 4XZ0 4XZ1 5O76
SDCBP,O00560,298,"1-113,276-298",114-273,1N99 1NTE 1OBX 1OBY 1OBZ 1R6J 1V1T 1W9E 1W9O 1W9Q 1YBO 4Z33 6R9H 6RLC
NFKB1,P19838,968,434-968,42-367,1MDI 1MDJ 1MDK 1NFI 1SVC 2DBF 2O61 3GUT 7LEQ 7LET 7LF4 7LFC 7RG4 7RG5
DNMT1,P26358,1616,647-714,1140-1602,3EPZ 3PTA 3SWR 4WXX 4YOC 4Z96 4Z97 5WVO 5YDR 6K3A 6L1F 6X9I 6X9J 6X9K
CEBPB,P17676,345,64-170,271-334,1GTW 1GU4 1GU5 1H88 1H89 1H8A 1HJB 1IO4 2E42 2E43 6MG1 6MG2 6MG3 7L4V
BID,P55957,195,21551,60-195,1ZY3 2BID 2KBW 2M5B 2M5I 4BD2 4QVE 4ZEQ 4ZIG 4ZII 5AJJ 5C3F 7M5A 7M5B
KPNA4,O00629,521,2-57,"137-229,306-394",4UAE 5TBK 5XZX 6BVV 6BVZ 6BW9 6BWA 6BWB 6WX8 7JJL 7LF4 7LFC 7RFY 7RG5
,Q9X1X0,385,359-385,0-0,2Q8U 3QF7 3QG5 3THN 3THO 4NZV 4O24 4O43 4O4K 4O5G 4W9M 6ASC 6X1Y 6X1Z
OTULIN,Q96BN8,352,330-340,129-341,3ZNV 3ZNX 3ZNZ 4KSJ 4KSK 4KSL 4OYK 4P0B 5OE7 6I9C 6SAK
PTPN6,P29350,595,1-105,244-515,1FPR 1GWZ 1X6C 2B3O 2RMX 2YU7 3PS5 4GRY 4GRZ 4GS0 4HJP 4HJQ 6SM5
NEDD4,P46934,1319,1-140,984-1318,2KPZ 2KQ0 2M3O 2XBB 2XBF 3B7Y 4BBN 4BE8 4N7F 4N7H 5AHT 5C7J 5C91
DDX3X,O00571,662,132-181,211-575,2I4I 2JGN 3JRV 4O2C 4O2E 4O2F 4PX9 4PXA 5E7I 5E7J 5E7M 6CZ5 6O5F
DCLK1,O15075,740,647-740,390-646,1MFW 1MG4 1UF0 5JZJ 5JZN 6KYQ 6KYR 7F3G 7KX6 7KX8 7KXW
TRAF6,Q9Y4K3,522,346-522,1-273,1LB4 1LB5 1LB6 2ECI 2JMD 3HCS 3HCT 3HCU 4Z8M 5ZUJ 6A33 7L3L
TNK2,Q07912,1038,803-880,126-385,1CF4 1U46 1U4D 1U54 3EQP 3EQR 4EWH 4HZR 4HZS 4ID7 5ZXB 6VQM
PRKAA2,P54646,552,291-376,16-268,2H6D 2LTU 2YZA 3AQV 4CFE 4CFF 4ZHX 5EZV 5ISO 6B1U 6B2E 6BX6
ITCH,Q96J02,903,5-99,569-903,2DMV 2KYK 2NQ3 2P4R 2YSF 3TUG 4ROF 5C7M 5CQ2 5DWS 5DZD 5SXP
FLT1,P17948,1338,1159-1338,827-1158,1FLT 1QSV 1QSZ 1QTY 1RV6 2XAC 3HNG 4CKV 4CL7 5ABD 5EX3 5T89
ACTN2,P35609,894,259-307,753-824,1H8B 1HCI 1QUU 4D1E 5A36 5A37 5A38 5A4B 6SWT 6TS3 7A8T 7A8U
BAIAP2,Q9UQB8,552,1-178,238-292,1WDZ 1Y2O 2YKT 3RNJ 4JS0 6BCR 6BCY 6BD1 6BD2 6BQT 6ZEG 6ZEI
CRK,Q64010,304,132-192,235-296,1B07 1CKA 1CKB 1JU5 1M30 1M3A 1M3B 1M3C 2GGR 5IH2 5JN0 5L23
SEC22B,O08547,215,1-130,134-194,1IFQ 5VNE 5VNF 5VNG 5VNH 5VNI 5VNJ 5VNK 5VNL 5VNM 5VNN 5VNO
HMGB1,P09429,215,186-215,76-95,2LY4 2RTU 2YRQ 6CG0 6CIJ 6CIK 6CIL 6CIM 6OEM 6OEN 6OEO
PRKAA1,Q13131,559,313-392,27-279,4RED 4RER 4REW 5EZV 6C9F 6C9G 6C9H 6C9J 7JHG 7JHH 7JIJ
CYTH2,Q99418,400,387-395,72-201,1PBV 1R8M 1R8Q 1R8S 1S9D 4JMI 4JMO 4JWL 4JXH 4L5M 4Z21
PREX1,Q8TCU6,1659,409-499,"49-240,271-392",3QIK 4YON 5D27 5D3V 5D3W 5D3X 5D3Y 5FI0 5FI1 6PCV 6VSK
DNMT1,P13864,1620,649-695,1142-1601,3AV4 3AV5 3AV6 3PT6 3PT9 4DA4 5GUT 5GUV 5WY1 6W8V 6W8W
KPNA2,P52292,529,2-58,"142-238,315-403",1EFX 1QGK 1QGR 3FEX 3FEY 3WPT 4E4V 4WV6 5H43 7CRU 7N8J
MINDY2,Q8NBR6,621,259-267,507-559,6Z49 6Z7V 7NPI
MYLK,P11799,1906,1716-1728,1453-1708,1CDL 1QS7 1QTX 1VRK 2O5G 3EK7 3EVU 3EVV 3O77 3O78 4OY4
STK3,Q13188,491,279-435,27-278,3WWS 4HKD 4L0N 4LG4 4LGD 4OH9 5BRM 5DH3 6AO5 6AR2
RPS6KA3,P51812,740,694-711,"68-327,422-679",4D9T 4D9U 4JG6 4JG7 4JG8 4NUS 4NW5 4NW6 5D9K 5D9L
ETV6,P41212,452,410-452,339-409,1JI7 1LKY 2DAO 2QAR 2QB0 2QB1 5L0P 7JU2 7N1O 7N2B
ERBB4,Q15303,1308,676-684,718-935,2AHX 2L2T 2LCX 2R4B 3BBT 3BBW 3BCE 3U2P 3U7U 3U9U
EIF4G1,Q04637,1599,607-618,682-1085,1LJ2 1UG3 2W97 4AZA 4F02 5EHC 5EI3 5EIR 5T46 6ZMW
CRK,P46108,304,239-294,132-192,1JU5 2DVJ 2EYV 2EYW 2EYX 2EYY 2EYZ 2MS4 5UL6 6ATV
ARIH1,Q9Y4X5,557,408-557,339-392,1WD2 2M9Y 4KBL 4KC9 5TTE 5UDH 7B5L 7B5M 7B5N 7B5S
CBS,P35520,551,414-551,40-413,1JBQ 1M54 4COO 4L0D 4L27 4L28 4L3V 4PCU 4UUU 5MMS
DIAPH1,O08808,1255,131-378,1180-1199,1V9D 1Z2C 2BAP 2BNX 2F31 2V8F 3EG5 3O4X 3OBV 4UWX
ETS1,P27577,440,"304-310,416-441",335-415,1K78 1K79 1K7A 1MD0 1MDM 1R36 2JV3 2KMD 6DA1 6DAT
,P0AES4,875,838-875,1-450,1AB4 1X75 1ZI0 2Y3P 3NUH 4ELY 6RKS 6RKU 6RKV 6RKW
,P53686,357,300-320,1-280,1Q14 1Q17 1Q1A 1SZC 1SZD 2OD2 2OD7 2OD9 2QQF 2QQG
MAVS,Q7Z434,540,"141-200,251-300",401-450,2MS7 2MS8 2VGQ 3J6C 3J6J 3RC5 4P4H 4Z8M 5JEK 7DNI
PRKCI,P41743,596,123-140,254-522,1VD2 1WMH 1ZRZ 3A8W 3A8X 3ZH8 5LI1 5LI9 5LIH 6ILZ
PTEN,P60484,403,350-400,"14-185,258-268,321-324",1D5R 2KYL 4O1V 5BUG 5BZX 5BZZ 7JUK 7JUL 7JVX
VAV1,P15498,845,131-178,194-373,2CRH 2LCT 2MC1 2ROR 3BJI 3KY9 6NEW 6NF1 6NFA
PDGFRA,P16234,1089,550-587,593-954,1GQ5 5GRN 5K5X 6A32 6JOI 6JOJ 6JOK 6JOL 7LBF
NFKB2,Q00653,900,455-900,38-343,1A3Q 2D96 3DO7 4OT9 5ZMC 7CLI 7VUP 7VUQ 7W7L
NCK2,O43639,380,60-109,111-170,1U5S 1WX6 1Z3K 2B86 2CIA 2FRW 2FRY 2JXB 4E6R
NCF1,P14598,390,226-390,4-125,1GD5 1K4U 1KQ6 1NG2 1O7K 1OV3 1UEC 1W70 1WLP
DGCR8,Q8WYQ5,773,276-498,"511-578,620-685",1X47 2YT4 3LE4 5B16 6LXD 6LXE 6V5B 6V5C 7CNC
DAPK2,Q9UIK4,370,292-301,23-285,1WMK 1WRZ 1Z9X 1ZUZ 1ZWS 2A27 2A2A 2CKE 6PAW
ARHGEF11,O15085,1522,672-730,734-1079,1HTJ 1XCG 2DLS 3KZ1 3T06 5E6P 5JHG 5JHH 5TYT
ARHGAP1,Q07960,439,"1-48,169-197",244-431,1AM4 1GRN 1OW3 1RGP 1TX4 2NGR 5M6X 5M70 6R3V
CLIP1,P30622,1438,1417-1434,232-274,2CP5 2CP6 2E3H 2E3I 2E4H 2HQH 2QK0 3E2U 3RDV
CYTH3,O08967,399,"251-265,383-395",77-206,1FGY 1FGZ 1FHW 1FHX 1U2B 2R09 2R0D 6BBP 6BBQ
PLCG1,P10686,1290,780-795,668-765,1Y0M 1YWO 1YWP 2FJL 3GQI 4K44 4K45 5EG3 6PBC
VTA1,Q06263,330,183-266,281-290,2LUH 2RKK 2RKL 3MHV 5H7P 5UIE 5XMK 6AP1 6OO2
RPS6KA3,P18654,740,697-712,328-679,2QR7 2QR8 3G51 3UBD 4EL9 4GUE 4M8T 4MAO 5O1S
,Q7CWV1,442,1-106,107-442,4DWP 4E0G 4E0J 4E0P 4E0Y 4E0Z 4E10 4F41 4F43
USP14,P54578,494,"329-351,429-433",105-483,2AYN 2AYO 5GJQ 6IIK 6IIL 6IIM 6IIN 6LVS
PTK6,Q13882,451,"75-174,447-451",191-445,1RJA 2KGT 5D7V 5DA3 5H2U 6CZ2 6CZ3 6CZ4
PKN1,Q16512,942,455-511,615-874,1CXZ 1URF 2RMK 4NKG 4OTD 4OTG 4OTH 4OTI
PDGFRB,P09619,1106,525-567,600-962,1GQ5 1H9O 1SHA 2IUI 2L6W 2PLD 2PLE 3MJG
NTRK2,Q16620,822,298-377,538-807,1HCF 1WWB 2MFQ 4ASZ 4AT3 4AT4 4AT5 5MO9
NLRP1,Q9C000,1473,809-973,328-637,1PN5 3KAT 4IFP 4IM6 5Y3S 6K7V 6X6C 6XKK
FLT3,P36888,993,565-604,610-943,1RJB 3QS7 3QS9 4RT7 4XUF 5X02 6IL3 6JQR
ERG,P11308,479,"272-289,378-388",290-377,1SXE 4IRG 4IRH 4IRI 5YBC 5YBD 6VGE 6VGG
APBA1,Q02410,837,626-641,453-622,1AQC 1U37 1U38 1U39 1U3B 1X11 1X45 1Y7N
MDM4,Q7ZUW7,496,275-295,22-105,2Z5S 2Z5T 3DAC 4N5T 6V4E 6V4F 6V4G 6V4H
,P06782,633,316-398,55-306,2FH9 2QLV 3DAE 3HYH 3MN3 3T4N 3TDH 3TE5
EPHB1,P54762,984,593-618,619-882,2DJS 2EAO 3ZFX 5MJA 5MJB 6UMW 7KPL 7KPM
STING1,Q3TBT3,378,339-378,152-339,4JC5 4KBY 4KC0 4LOJ 4LOK 4LOL 4YP1 6XNN
KIF1A,Q12756,,"429-472,622-681","352-361,516-572",4EGX 4EJQ 4UXO 4UXP 4UXR 4UXS
STK4,Q13043,487,282-431,30-281,2JO8 3COM 4NR2 4OH8 5TWG 5TWH 6YAT
SMURF2,Q9HAU4,748,10-140,414-748,1ZVD 2DJY 2JQZ 2KXQ 2LTZ 6FX4 7M3Q
NEK7,Q8TDX7,302,182-199,"34-181,200-299",2WQM 2WQN 5DE2 6NPY 6S73 6S75 6S76
ACAP1,Q15027,740,525-568,405-524,3JUE 3T9K 4CKG 4CKH 4F1P 4NSW 5H3D
SH3KBP1,Q96B97,665,337-346,267-328,2BZ8 2K6D 2K9G 2N64 2O2O 2YDL 5ABS
,O74536,576,298-351,34-285,2OOX 2OOY 2QR1 2QRC 2QRD 2QRE 3H4J
EPHB2,P54763,986,595-621,621-884,1JPA 1KGY 1NUK 1SHW 2HEN 3ETP 7S7K
EIF2AK4,P15442,1659,1498-1659,599-981,1ZXE 1ZY4 1ZY5 1ZYC 1ZYD 2YZ0 4OTM
PLCG1,P08487,1291,757-790,668-756,2FCI 2PLD 2PLE 5TNW 5TO4 5TQ1 5TQS
PLXNA2,P70207,1894,"1261-1341,1471-1672","1324-1450,1651-1872",3AL8 3AL9 3OKT 3OKY 4GZA 5L5G 5L74
PRKCA,P05696,672,19-36,339-597,1DSY 2NCE 3GPE 3RDJ 3TWY 4L1L 5W4S
WNK3,Q9BYP7,1800,440-463,147-405,5NKP 5O1V 5O21 5O23 5O26 5O2B 5O2C
USP8,P40818,1118,645-684,777-1109,1WHB 2A9U 2GFO 2GWF 3N3K 6F09
WWP1,Q9H0M0,922,349-527,588-922,1ND7 2OP7 5HPS 5HPT 6J1X 6J1Y
,Q95PM0,450,96-113,126-342,2P7U 2P86 6EX8 6EXO 6EXQ 7AVM
WWP2,O00308,870,20-100,536-870,4Y07 5TJ7 5TJ8 5TJQ 6J1Z 6RSS
WAS,P42768,502,238-251,430-447,1CEE 1EJ5 1T84 2A3Z 2K42 2OT0
TP53BP2,Q13625,1128,693-901,925-1128,1YCS 2UWQ 4A63 4IRV 6GHM 6HKP
PAK5,Q9NQU5,681,60-180,407-658,2C30 2ODB 4KS7 4KS8 6QDR 6QDS
MICAL1,Q8TDZ2,1067,755-1067,1-450,1WYL 2CO8 2DK9 5LE0 5LPN 6KU0
GSDMD,P57764,484,280-484,1-275,5NH1 5WQT 6AO4 6KN0 6N9O 6VFE
GGA3,Q9NZ52,723,391-395,16-146,1JPL 1JUQ 1LF8 1P4U 1WR6 1YD8
DLC1,Q96QB1,1528,1-76,655-801,2DKY 2GYT 2KAP 2LOZ 3KUQ 5FZT
CRKL,P46109,303,129-175,14-102,2BZX 2BZY 2DBK 2EO3 2LQN 2LQW
CAMK2D,Q13557,499,283-292,14-272,2VN9 2W2C 2WEL 3GP2 5VLO 6AYW
AIM2,O14862,343,29068,138-337,3RN2 3RN5 3VD8 4O7Q 6MB2 7K3R
MRE11,Q58719,366,290-330,1-289,3AUZ 3AV0 4TUG 4TUI 5DNY 5F3W
STIM1,Q13586,685,"63-98,238-343","132-200,344-444",2K60 2MAJ 2MAK 3TEQ 4O9B 6YEL
VAV1,P27870,845,"1-119,120-193,402-504,782-842",194-373,1F5X 1GCP 1GCQ 1K1Z 2KBT 2VRW
WNK1,Q9JIH7,2126,514-537,221-479,2LRU 4Q2A 5DRB 5W7T 6CN9 6OL2
