uniprot	cluster	cf_filename	complex_rmsd	1.0_aligned	1.0_comp	1.1_aligned	1.1_comp	1.2_aligned	1.2_comp	2.0_aligned	2.0_comp	2.1_aligned	2.1_comp	2.2_aligned	2.2_comp	2.3_aligned	2.3_comp	1_aligned	1_comp	2_aligned	2_comp
E1K248	226	E1K248_226_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	14.406	5.496	20.574	0	0	0	0	14.452	43.718	0	0	0	0	0	0	5.496	20.574	14.452	43.718
E1K248	215	E1K248_215_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	15.624	4.838	25.947	0	0	0	0	12.968	44.367	0	0	0	0	0	0	4.838	25.947	12.968	44.367
E1K248	043	E1K248_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	15.779	12.793	26.707	0	0	0	0	11.529	29.807	0	0	0	0	0	0	12.793	26.707	11.529	29.807
E1K248	047	E1K248_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	13.694	4.643	23.652	0	0	0	0	14.177	43.766	0	0	0	0	0	0	4.643	23.652	14.177	43.766
E1K248	138	E1K248_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	15.772	6.354	29.377	0	0	0	0	16.014	44.091	0	0	0	0	0	0	6.354	29.377	16.014	44.091
E1K248	187	E1K248_187_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.873	4.917	15.377	0	0	0	0	12.725	11.441	0	0	0	0	0	0	4.917	15.377	12.725	11.441
E1K248	175	E1K248_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.857	5.344	17.946	0	0	0	0	12.36	28.247	0	0	0	0	0	0	5.344	17.946	12.36	28.247
E1K248	258	E1K248_258_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	19.615	6.025	28.888	0	0	0	0	14.645	47.418	0	0	0	0	0	0	6.025	28.888	14.645	47.418
E1K248	131	E1K248_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	16.235	4.568	23.377	0	0	0	0	14.696	47.145	0	0	0	0	0	0	4.568	23.377	14.696	47.145
E1K248	061	E1K248_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	19.647	4.454	37.798	0	0	0	0	12.701	48.312	0	0	0	0	0	0	4.454	37.798	12.701	48.312
E1K248	183	E1K248_183_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	7.591	2.84	4.18	0	0	0	0	3.209	5.708	0	0	0	0	0	0	2.84	4.18	3.209	5.708
E1K248	251	E1K248_251_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.015	6.024	22.478	0	0	0	0	9.983	49.41	0	0	0	0	0	0	6.024	22.478	9.983	49.41
E1K248	074	E1K248_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	10.843	4.85	16.648	0	0	0	0	12.084	39.38	0	0	0	0	0	0	4.85	16.648	12.084	39.38
E1K248	146	E1K248_146_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	17.982	6.565	21.233	0	0	0	0	14.274	41.164	0	0	0	0	0	0	6.565	21.233	14.274	41.164
E1K248	240	E1K248_240_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.465	5.989	21.506	0	0	0	0	15.77	50.872	0	0	0	0	0	0	5.989	21.506	15.77	50.872
E1K248	070	E1K248_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.628	4.936	25.736	0	0	0	0	15.04	44.209	0	0	0	0	0	0	4.936	25.736	15.04	44.209
E1K248	U100-004	E1K248_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	6.791	1.502	1.405	0	0	0	0	0.871	2.007	0	0	0	0	0	0	1.502	1.405	0.871	2.007
E1K248	113	E1K248_113_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.33	6.73	21.799	0	0	0	0	12.81	44.3	0	0	0	0	0	0	6.73	21.799	12.81	44.3
E1K248	034	E1K248_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.092	4.724	24.48	0	0	0	0	13.541	30.623	0	0	0	0	0	0	4.724	24.48	13.541	30.623
E1K248	129	E1K248_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	13.345	4.593	17.804	0	0	0	0	13.742	17.511	0	0	0	0	0	0	4.593	17.804	13.742	17.511
E1K248	079	E1K248_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	22.192	4.059	18.505	0	0	0	0	15.569	26.604	0	0	0	0	0	0	4.059	18.505	15.569	26.604
E1K248	106	E1K248_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	19.179	5.244	35.122	0	0	0	0	20.404	47.766	0	0	0	0	0	0	5.244	35.122	20.404	47.766
E1K248	196	E1K248_196_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	10.904	5.699	20.804	0	0	0	0	11.366	18.703	0	0	0	0	0	0	5.699	20.804	11.366	18.703
E1K248	U10-008	E1K248_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	7.519	2.305	4.928	0	0	0	0	3.493	5.96	0	0	0	0	0	0	2.305	4.928	3.493	5.96
E1K248	120	E1K248_120_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.932	6.334	24.497	0	0	0	0	15.624	43.998	0	0	0	0	0	0	6.334	24.497	15.624	43.998
E1K248	U10-001	E1K248_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	12.838	3.531	21.698	0	0	0	0	13.506	43.757	0	0	0	0	0	0	3.531	21.698	13.506	43.757
E1K248	164	E1K248_164_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	15.33	8.571	24.753	0	0	0	0	15.131	42.173	0	0	0	0	0	0	8.571	24.753	15.131	42.173
E1K248	016	E1K248_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.786	5.254	21.441	0	0	0	0	13.423	34.463	0	0	0	0	0	0	5.254	21.441	13.423	34.463
E1K248	007	E1K248_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	9.052	2.68	11.006	0	0	0	0	8.887	10.483	0	0	0	0	0	0	2.68	11.006	8.887	10.483
E1K248	237	E1K248_237_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	15.275	5.434	21.348	0	0	0	0	12.122	41.124	0	0	0	0	0	0	5.434	21.348	12.122	41.124
E1K248	169	E1K248_169_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.137	5.453	19.746	0	0	0	0	15.112	54.943	0	0	0	0	0	0	5.453	19.746	15.112	54.943
E1K248	U10-005	E1K248_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	8.439	4.634	10.377	0	0	0	0	8.417	10.722	0	0	0	0	0	0	4.634	10.377	8.417	10.722
E1K248	124	E1K248_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	18.874	5.829	23.806	0	0	0	0	13.614	49.41	0	0	0	0	0	0	5.829	23.806	13.614	49.41
E1K248	222	E1K248_222_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.772	5.741	25.005	0	0	0	0	14.414	43.869	0	0	0	0	0	0	5.741	25.005	14.414	43.869
E1K248	102	E1K248_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	14.499	5.35	20.537	0	0	0	0	14.841	43.456	0	0	0	0	0	0	5.35	20.537	14.841	43.456
E1K248	160	E1K248_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	12.55	6.374	24.416	0	0	0	0	12.325	19.174	0	0	0	0	0	0	6.374	24.416	12.325	19.174
E1K248	012	E1K248_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.897	6.186	24.86	0	0	0	0	14.125	46.21	0	0	0	0	0	0	6.186	24.86	14.125	46.21
E1K248	153	E1K248_153_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	11.712	3.92	21.564	0	0	0	0	12.256	25.862	0	0	0	0	0	0	3.92	21.564	12.256	25.862
E1K248	171	E1K248_171_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	16.779	5.524	23.119	0	0	0	0	14.814	52.862	0	0	0	0	0	0	5.524	23.119	14.814	52.862
E1K248	U100-009	E1K248_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	6.641	2.072	1.339	0	0	0	0	1.022	2.423	0	0	0	0	0	0	2.072	1.339	1.022	2.423
E1K248	025	E1K248_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	13.51	6.824	30.128	0	0	0	0	11.936	28.596	0	0	0	0	0	0	6.824	30.128	11.936	28.596
E1K248	135	E1K248_135_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.254	4.79	16.538	0	0	0	0	12.509	34.81	0	0	0	0	0	0	4.79	16.538	12.509	34.81
E1K248	021	E1K248_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	8.249	2.425	10.471	0	0	0	0	4.987	15.516	0	0	0	0	0	0	2.425	10.471	4.987	15.516
E1K248	211	E1K248_211_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	11.932	4.688	18.598	0	0	0	0	11.127	33.211	0	0	0	0	0	0	4.688	18.598	11.127	33.211
E1K248	117	E1K248_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.141	5.684	19.419	0	0	0	0	10.291	31.472	0	0	0	0	0	0	5.684	19.419	10.291	31.472
E1K248	068	E1K248_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	16.574	4.759	22.426	0	0	0	0	12.423	35.241	0	0	0	0	0	0	4.759	22.426	12.423	35.241
E1K248	200	E1K248_200_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	15.241	5.663	22.526	0	0	0	0	14.456	42.922	0	0	0	0	0	0	5.663	22.526	14.456	42.922
E1K248	086	E1K248_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	16.726	5.555	24.273	0	0	0	0	16.207	19.039	0	0	0	0	0	0	5.555	24.273	16.207	19.039
E1K248	030	E1K248_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.498	4.162	13.934	0	0	0	0	11.476	14.47	0	0	0	0	0	0	4.162	13.934	11.476	14.47
E1K248	249	E1K248_249_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	12.623	6.592	19.126	0	0	0	0	11.151	33.072	0	0	0	0	0	0	6.592	19.126	11.151	33.072
E1K248	178	E1K248_178_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	10.638	4.228	15.336	0	0	0	0	12.422	15.776	0	0	0	0	0	0	4.228	15.336	12.422	15.776
E1K248	065	E1K248_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.136	3.993	19.933	0	0	0	0	13.655	35.512	0	0	0	0	0	0	3.993	19.933	13.655	35.512
E1K248	097	E1K248_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	18.406	6.616	23.258	0	0	0	0	15.341	48.811	0	0	0	0	0	0	6.616	23.258	15.341	48.811
E1K248	028	E1K248_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	14.599	3.564	29.047	0	0	0	0	14.493	32.387	0	0	0	0	0	0	3.564	29.047	14.493	32.387
E1K248	157	E1K248_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	12.52	4.392	22.387	0	0	0	0	12.674	24.538	0	0	0	0	0	0	4.392	22.387	12.674	24.538
E1K248	255	E1K248_255_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.965	6.174	20.809	0	0	0	0	13.13	36.859	0	0	0	0	0	0	6.174	20.809	13.13	36.859
E1K248	218	E1K248_218_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.003	5.941	17.477	0	0	0	0	11.189	18.605	0	0	0	0	0	0	5.941	17.477	11.189	18.605
E1K248	093	E1K248_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	13.01	5.015	16.256	0	0	0	0	11.836	25.382	0	0	0	0	0	0	5.015	16.256	11.836	25.382
E1K248	052	E1K248_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	18.651	7.857	27.432	0	0	0	0	13.624	44.701	0	0	0	0	0	0	7.857	27.432	13.624	44.701
E1K248	142	E1K248_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.343	6.479	17.952	0	0	0	0	13.395	35.388	0	0	0	0	0	0	6.479	17.952	13.395	35.388
E1K248	209	E1K248_209_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.328	6.291	21.323	0	0	0	0	13.001	37.724	0	0	0	0	0	0	6.291	21.323	13.001	37.724
E1K248	039	E1K248_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	13.802	4.128	19.683	0	0	0	0	14.184	45.269	0	0	0	0	0	0	4.128	19.683	14.184	45.269
E1K248	082	E1K248_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	13.52	4.348	24.132	0	0	0	0	13.402	27.443	0	0	0	0	0	0	4.348	24.132	13.402	27.443
E1K248	056	E1K248_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.578	6.166	17.668	0	0	0	0	12.09	30.512	0	0	0	0	0	0	6.166	17.668	12.09	30.512
E1K248	233	E1K248_233_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	14.756	6.215	26.12	0	0	0	0	16.279	36.891	0	0	0	0	0	0	6.215	26.12	16.279	36.891
E1K248	003	E1K248_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	13.603	6.95	17.739	0	0	0	0	12.787	31.499	0	0	0	0	0	0	6.95	17.739	12.787	31.499
E1K248	U100-000	E1K248_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	8.377	1.463	1.274	0	0	0	0	0.982	1.617	0	0	0	0	0	0	1.463	1.274	0.982	1.617
A0A0A0V031	U10-007	A0A0A0V031_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	4.764	4.507	2.8	0	0	0	0	0.906	5.531	0	0	0	0	0	0	4.507	2.8	0.906	5.531
A0A0A0V031	004	A0A0A0V031_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	22.836	22.364	25.704	0	0	0	0	1.826	47.623	0	0	0	0	0	0	22.364	25.704	1.826	47.623
A0A0A0V031	015	A0A0A0V031_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	19.301	18.637	36.113	0	0	0	0	4.477	38.769	0	0	0	0	0	0	18.637	36.113	4.477	38.769
A0A0A0V031	018	A0A0A0V031_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	20.272	19.784	41.672	0	0	0	0	1.554	26.666	0	0	0	0	0	0	19.784	41.672	1.554	26.666
A0A0A0V031	011	A0A0A0V031_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	20.938	21.113	27.673	0	0	0	0	4.073	42.682	0	0	0	0	0	0	21.113	27.673	4.073	42.682
A0A0A0V031	000	A0A0A0V031_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	21.87	23.082	20.732	0	0	0	0	7.751	41.351	0	0	0	0	0	0	23.082	20.732	7.751	41.351
A0A0A0V031	U100-004	A0A0A0V031_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	3.362	2.284	2.271	0	0	0	0	0.909	3.972	0	0	0	0	0	0	2.284	2.271	0.909	3.972
A0A0A0V031	009	A0A0A0V031_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	19.397	17.632	27.65	0	0	0	0	1.558	45.824	0	0	0	0	0	0	17.632	27.65	1.558	45.824
A0A0A0V031	U10-003	A0A0A0V031_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	4.938	4.664	3.499	0	0	0	0	0.98	6.089	0	0	0	0	0	0	4.664	3.499	0.98	6.089
A0A0A0V031	U100-000	A0A0A0V031_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.267	1.145	1.646	0	0	0	0	0.866	1.966	0	0	0	0	0	0	1.145	1.646	0.866	1.966
A0A0A0V031	U100-009	A0A0A0V031_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	2.638	1.141	1.909	0	0	0	0	0.895	2.503	0	0	0	0	0	0	1.141	1.909	0.895	2.503
A0A0A0V031	008	A0A0A0V031_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	21.095	20.344	18.484	0	0	0	0	5.172	36.617	0	0	0	0	0	0	20.344	18.484	5.172	36.617
A0A0A0V031	U10-002	A0A0A0V031_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	4.756	4.735	2.373	0	0	0	0	1.038	5.3	0	0	0	0	0	0	4.735	2.373	1.038	5.3
A0A0A0V031	001	A0A0A0V031_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	21.48	22.766	13.978	0	0	0	0	1.765	32.588	0	0	0	0	0	0	22.766	13.978	1.765	32.588
A0A0A0V031	010	A0A0A0V031_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	19.987	19.684	10.524	0	0	0	0	3.314	29.246	0	0	0	0	0	0	19.684	10.524	3.314	29.246
A0A0A0V031	019	A0A0A0V031_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	21.714	21.556	33.614	0	0	0	0	1.766	29.863	0	0	0	0	0	0	21.556	33.614	1.766	29.863
A0A0A0V031	U100-001	A0A0A0V031_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.947	2.054	1.845	0	0	0	0	0.845	2.822	0	0	0	0	0	0	2.054	1.845	0.845	2.822
A0A0A0V031	U100-008	A0A0A0V031_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	3.344	2.264	2.082	0	0	0	0	0.861	3.34	0	0	0	0	0	0	2.264	2.082	0.861	3.34
A0A0A0V031	014	A0A0A0V031_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	16.878	17.728	12.586	0	0	0	0	1.712	23.705	0	0	0	0	0	0	17.728	12.586	1.712	23.705
A0A0A0V031	U10-006	A0A0A0V031_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	5.445	5.196	4.134	0	0	0	0	0.942	7.317	0	0	0	0	0	0	5.196	4.134	0.942	7.317
A0A0A0V031	U100-005	A0A0A0V031_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	4.117	3.674	1.536	0	0	0	0	0.868	3.889	0	0	0	0	0	0	3.674	1.536	0.868	3.889
A0A0A0V031	005	A0A0A0V031_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	25.287	23.689	50.59	0	0	0	0	0.984	44.144	0	0	0	0	0	0	23.689	50.59	0.984	44.144
A0A0A0V031	U100-003	A0A0A0V031_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	3.489	2.411	2.444	0	0	0	0	0.902	3.762	0	0	0	0	0	0	2.411	2.444	0.902	3.762
A0A0A0V031	U10-004	A0A0A0V031_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	4.926	4.614	4.606	0	0	0	0	1.872	8.446	0	0	0	0	0	0	4.614	4.606	1.872	8.446
A0A0A0V031	016	A0A0A0V031_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	19.679	18.809	14.068	0	0	0	0	4.726	32.42	0	0	0	0	0	0	18.809	14.068	4.726	32.42
A0A0A0V031	U10-000	A0A0A0V031_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	4.676	4.419	4.182	0	0	0	0	0.966	6.65	0	0	0	0	0	0	4.419	4.182	0.966	6.65
A0A0A0V031	U10-009	A0A0A0V031_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	4.281	4.169	1.441	0	0	0	0	0.956	4.695	0	0	0	0	0	0	4.169	1.441	0.956	4.695
A0A0A0V031	U100-007	A0A0A0V031_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	3.43	2.527	2.325	0	0	0	0	1.017	3.414	0	0	0	0	0	0	2.527	2.325	1.017	3.414
A0A0A0V031	007	A0A0A0V031_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	23.768	20.815	45.033	0	0	0	0	3.543	51.853	0	0	0	0	0	0	20.815	45.033	3.543	51.853
A0A0A0V031	003	A0A0A0V031_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	18.653	17.83	19.433	0	0	0	0	4.988	27.25	0	0	0	0	0	0	17.83	19.433	4.988	27.25
A0A0A0V031	012	A0A0A0V031_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	18.716	20.217	18.181	0	0	0	0	3.876	27.531	0	0	0	0	0	0	20.217	18.181	3.876	27.531
A0A0A0V031	U100-006	A0A0A0V031_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	2.419	1.248	1.642	0	0	0	0	0.896	2.224	0	0	0	0	0	0	1.248	1.642	0.896	2.224
A0A0A0V031	006	A0A0A0V031_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	25.239	24.693	42.177	0	0	0	0	3.348	49.41	0	0	0	0	0	0	24.693	42.177	3.348	49.41
A0A0A0V031	017	A0A0A0V031_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	18.093	17.807	15.809	0	0	0	0	5.868	34.0	0	0	0	0	0	0	17.807	15.809	5.868	34.0
A0A0A0V031	002	A0A0A0V031_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	19.467	18.209	17.273	0	0	0	0	3.104	26.28	0	0	0	0	0	0	18.209	17.273	3.104	26.28
A0A0A0V031	U100-002	A0A0A0V031_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.832	2.205	2.151	0	0	0	0	0.871	3.343	0	0	0	0	0	0	2.205	2.151	0.871	3.343
A0A0A0V031	U10-005	A0A0A0V031_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	5.186	4.834	2.672	0	0	0	0	1.002	5.389	0	0	0	0	0	0	4.834	2.672	1.002	5.389
A0A0A0V031	U10-008	A0A0A0V031_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	5.093	4.976	4.349	0	0	0	0	0.929	6.465	0	0	0	0	0	0	4.976	4.349	0.929	6.465
A0A0A0V031	U10-001	A0A0A0V031_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	5.13	4.787	3.546	0	0	0	0	1.002	6.085	0	0	0	0	0	0	4.787	3.546	1.002	6.085
A0A0A0V031	013	A0A0A0V031_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	21.37	20.683	30.063	0	0	0	0	3.953	30.111	0	0	0	0	0	0	20.683	30.063	3.953	30.111
P59676	U100-005	P59676_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	3.874	0.544	0.695	0	0	0	0	0.679	0.567	0	0	0	0	0	0	0.544	0.695	0.679	0.567
P59676	U10-001	P59676_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	22.881	1.705	1.027	0	0	0	0	0.765	1.881	0	0	0	0	0	0	1.705	1.027	0.765	1.881
P59676	U10-005	P59676_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	22.93	1.274	1.079	0	0	0	0	0.749	1.424	0	0	0	0	0	0	1.274	1.079	0.749	1.424
P59676	U10-008	P59676_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	24.012	1.707	0.904	0	0	0	0	0.807	1.859	0	0	0	0	0	0	1.707	0.904	0.807	1.859
P59676	U100-008	P59676_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.979	0.607	0.728	0	0	0	0	0.701	0.637	0	0	0	0	0	0	0.607	0.728	0.701	0.637
P59676	U100-001	P59676_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.395	0.652	0.777	0	0	0	0	0.682	0.679	0	0	0	0	0	0	0.652	0.777	0.682	0.679
P59676	U100-009	P59676_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.55	0.586	0.523	0	0	0	0	0.5	0.608	0	0	0	0	0	0	0.586	0.523	0.5	0.608
P59676	U100-004	P59676_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	3.549	0.515	0.757	0	0	0	0	0.701	0.61	0	0	0	0	0	0	0.515	0.757	0.701	0.61
P59676	U10-004	P59676_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	22.574	1.21	0.902	0	0	0	0	0.828	1.311	0	0	0	0	0	0	1.21	0.902	0.828	1.311
P59676	U10-000	P59676_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	23.433	1.516	0.768	0	0	0	0	0.706	1.577	0	0	0	0	0	0	1.516	0.768	0.706	1.577
P59676	U100-000	P59676_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	5.396	0.553	0.739	0	0	0	0	0.699	0.634	0	0	0	0	0	0	0.553	0.739	0.699	0.634
P59676	U10-009	P59676_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	12.335	0.748	1.04	0	0	0	0	0.722	0.806	0	0	0	0	0	0	0.748	1.04	0.722	0.806
P59676	U10-006	P59676_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	25.02	1.912	1.046	0	0	0	0	0.766	2.239	0	0	0	0	0	0	1.912	1.046	0.766	2.239
P59676	001	P59676_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	35.318	14.433	25.13	0	0	0	0	1.604	25.396	0	0	0	0	0	0	14.433	25.13	1.604	25.396
P59676	U10-002	P59676_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	24.492	1.108	0.934	0	0	0	0	0.78	1.204	0	0	0	0	0	0	1.108	0.934	0.78	1.204
P59676	U100-002	P59676_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	3.984	0.569	0.705	0	0	0	0	0.658	0.647	0	0	0	0	0	0	0.569	0.705	0.658	0.647
