uniprot	cluster	pdb	filename	region_1	region_2	conformation	state	chain	gt_len	gt_trim_len	pred_len	pred_trim_len	gt_perc	trim_perc
P62826	U100-000	4hb2	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	004	4hb2	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	002	4hb2	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	009	4hb2	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	001	4hb2	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	007	4hb2	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	U10-000	4hb2	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1693	1639	1723	1639	0.9681039574719433	0.951
P62826	008	4hb3	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	003	4hb3	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	006	4hb3	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	000	4hb3	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	005	4hb3	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	U100-000	4hb3	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	004	4hb3	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	002	4hb3	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	009	4hb3	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	001	4hb3	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	007	4hb3	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	U10-000	4hb3	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1655	1624	1723	1624	0.9812688821752266	0.943
P62826	008	4hb4	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	003	4hb4	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	006	4hb4	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	000	4hb4	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	005	4hb4	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	U100-000	4hb4	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	004	4hb4	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	002	4hb4	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	009	4hb4	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	001	4hb4	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	007	4hb4	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	U10-000	4hb4	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1723	1676	1723	1676	0.9727219965177016	0.973
P62826	008	4wvf	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	003	4wvf	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	006	4wvf	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	000	4wvf	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	005	4wvf	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	U100-000	4wvf	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	004	4wvf	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	002	4wvf	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	009	4wvf	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	001	4wvf	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	007	4wvf	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	U10-000	4wvf	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1714	1676	1723	1676	0.9778296382730455	0.973
P62826	008	5ciq	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	003	5ciq	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	006	5ciq	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	000	5ciq	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	005	5ciq	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	U100-000	5ciq	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	004	5ciq	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	002	5ciq	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	009	5ciq	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	001	5ciq	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	007	5ciq	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	U10-000	5ciq	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1612	1598	1723	1598	0.9913151364764268	0.927
P62826	008	5cit	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	003	5cit	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	006	5cit	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	000	5cit	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	005	5cit	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	U100-000	5cit	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	004	5cit	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	002	5cit	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	009	5cit	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	001	5cit	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	007	5cit	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	U10-000	5cit	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1600	1600	1723	1600	1.0	0.929
P62826	008	5ciw	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	003	5ciw	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	006	5ciw	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	000	5ciw	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	005	5ciw	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	U100-000	5ciw	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	004	5ciw	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	002	5ciw	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	009	5ciw	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	001	5ciw	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	007	5ciw	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	U10-000	5ciw	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1597	1586	1723	1586	0.9931120851596744	0.92
P62826	008	5cj2	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	003	5cj2	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	006	5cj2	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	000	5cj2	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	005	5cj2	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	U100-000	5cj2	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	004	5cj2	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	002	5cj2	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	009	5cj2	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	001	5cj2	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	007	5cj2	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	U10-000	5cj2	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1583	1572	1723	1572	0.9930511686670878	0.912
P62826	008	5clq	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	003	5clq	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	006	5clq	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	000	5clq	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	005	5clq	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	U100-000	5clq	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	004	5clq	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	002	5clq	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	009	5clq	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	001	5clq	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	007	5clq	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	U10-000	5clq	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1648	1643	1723	1643	0.9969660194174758	0.954
P62826	008	5dh9	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	003	5dh9	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	006	5dh9	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	000	5dh9	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	005	5dh9	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	U100-000	5dh9	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	004	5dh9	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	002	5dh9	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	009	5dh9	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	001	5dh9	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	007	5dh9	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	U10-000	5dh9	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1653	1645	1723	1645	0.9951603145795523	0.955
P62826	008	5dha	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	003	5dha	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	006	5dha	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	000	5dha	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	005	5dha	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	U100-000	5dha	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	004	5dha	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	002	5dha	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	009	5dha	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	001	5dha	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	007	5dha	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	U10-000	5dha	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1652	1723	1652	1.0	0.959
P62826	008	5dhf	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	003	5dhf	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	006	5dhf	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	000	5dhf	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	005	5dhf	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	U100-000	5dhf	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	004	5dhf	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	002	5dhf	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	009	5dhf	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	001	5dhf	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	007	5dhf	P62826_007_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	U10-000	5dhf	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1652	1644	1723	1644	0.9951573849878934	0.954
P62826	008	5di9	P62826_008_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	003	5di9	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	006	5di9	P62826_006_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	000	5di9	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	005	5di9	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	U100-000	5di9	P62826_U100-000_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	004	5di9	P62826_004_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	002	5di9	P62826_002_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	009	5di9	P62826_009_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
P62826	001	5di9	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	179-216	10-169	Open		A	1675	1667	1723	1667	0.9952238805970149	0.967
