uniprot	region_1	region_2	conformation	state	cluster	cf_filename
P22681	353-380	381-435	Closed	Active	U100-008	P22681_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P22681	353-380	381-435	Closed	Active	007	P22681_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U100-001	P22681_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	012	P22681_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-004	P26358_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-001	P26358_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-005	P26358_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-009	P26358_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-000	P26358_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-008	P26358_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-008	P26358_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-001	P26358_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-005	P26358_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-009	P26358_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-004	P26358_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-000	P26358_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-003	P26358_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-006	P26358_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-002	P26358_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-007	P26358_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-006	P26358_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U10-002	P26358_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-007	P26358_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P26358	647-714	1140-1602	Closed	Autoinhibited	U100-003	P26358_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-005	P27577_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-008	P27577_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-002	P27577_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-001	P27577_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	029	P27577_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	006	P27577_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	017	P27577_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	020	P27577_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	002	P27577_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-006	P27577_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	013	P27577_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	031	P27577_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	024	P27577_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-004	P27577_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-007	P27577_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	025	P27577_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	003	P27577_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	012	P27577_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	007	P27577_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	028	P27577_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	021	P27577_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-009	P27577_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	030	P27577_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	016	P27577_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-000	P27577_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-003	P27577_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	014	P27577_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-002	P27577_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-005	P27577_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-008	P27577_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	001	P27577_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	010	P27577_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-001	P27577_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	005	P27577_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	027	P27577_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	023	P27577_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	019	P27577_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-006	P27577_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	008	P27577_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	022	P27577_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	009	P27577_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-003	P27577_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-000	P27577_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U100-007	P27577_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	000	P27577_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-004	P27577_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	011	P27577_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	U10-009	P27577_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	004	P27577_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	018	P27577_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	015	P27577_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P27577	304-310,416-441	335-415	Closed	Autoinhibited	026	P27577_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	080	P28482_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	206	P28482_206_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	U100-001	P28482_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	032	P28482_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	109	P28482_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	089	P28482_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	137	P28482_137_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	231	P28482_231_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	027	P28482_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	271	P28482_271_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	213	P28482_213_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	023	P28482_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	005	P28482_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	283	P28482_283_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	158	P28482_158_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	072	P28482_072_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	194	P28482_194_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	104	P28482_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	U10-003	P28482_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	242	P28482_242_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	144	P28482_144_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	275	P28482_275_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	238	P28482_238_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	045	P28482_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	177	P28482_177_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	054	P28482_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	292	P28482_292_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	014	P28482_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	100	P28482_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	264	P28482_264_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	050	P28482_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	122	P28482_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	U100-008	P28482_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	036	P28482_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	224	P28482_224_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	133	P28482_133_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	063	P28482_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	091	P28482_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	287	P28482_287_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	278	P28482_278_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	303	P28482_303_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	048	P28482_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	155	P28482_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	253	P28482_253_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	U10-007	P28482_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	010	P28482_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	076	P28482_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	166	P28482_166_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	126	P28482_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	118	P28482_118_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	095	P28482_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	151	P28482_151_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	041	P28482_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	307	P28482_307_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	008	P28482_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	185	P28482_185_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	173	P28482_173_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	190	P28482_190_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	229	P28482_229_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	019	P28482_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	260	P28482_260_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	202	P28482_202_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	235	P28482_235_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	257	P28482_257_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	001	P28482_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	181	P28482_181_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	217	P28482_217_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	067	P28482_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	188	P28482_188_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	199	P28482_199_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	084	P28482_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	220	P28482_220_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	140	P28482_140_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	149	P28482_149_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	059	P28482_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	U100-005	P28482_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	269	P28482_269_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	296	P28482_296_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	162	P28482_162_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	246	P28482_246_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	111	P28482_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	098	P28482_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	115	P28482_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	062	P28482_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	090	P28482_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	274	P28482_274_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	286	P28482_286_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	022	P28482_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	230	P28482_230_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	044	P28482_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	252	P28482_252_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	009	P28482_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	148	P28482_148_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	108	P28482_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	203	P28482_203_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	018	P28482_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	195	P28482_195_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	293	P28482_293_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	167	P28482_167_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	077	P28482_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	U100-004	P28482_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	141	P28482_141_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	306	P28482_306_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	094	P28482_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	189	P28482_189_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	154	P28482_154_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	207	P28482_207_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	163	P28482_163_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	297	P28482_297_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	191	P28482_191_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	015	P28482_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	105	P28482_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	085	P28482_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	159	P28482_159_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	212	P28482_212_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	302	P28482_302_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	180	P28482_180_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
