Gene_name	Uniprot_ID	Protein_length	region_1	region_2	region_1_len	region_2_len	PDB ID	PDB Length	Resolution	Model	Chain	PDB residues in region_1	PDB residues in region_2	Percent residues in region_1	Percent residues in region_2
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	209	2.7	0	H	32	68	58.18181818181818	43.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	120	2.7	0	I	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	90	2.7	0	J	0	39	0.0	25.161290322580644
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	76	2.7	0	L	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	97	2.7	0	O	53	0	96.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	177	2.7	0	P	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	101	2.7	0	Q	47	2	85.45454545454545	1.2903225806451613
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	127	2.7	0	c	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	158	2.7	0	d	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	539	2.7	0	e	0	118	0.0	76.12903225806451
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	403	2.7	0	f	47	106	85.45454545454545	68.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	121	2.7	0	i	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	95	2.7	0	j	0	44	0.0	28.387096774193548
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	98	2.7	0	k	0	47	0.0	30.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	107	2.7	0	l	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7egi	87	2.7	0	m	28	0	50.90909090909091	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	599	2.7	0	A	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	963	2.7	0	B	37	155	67.27272727272727	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	165	2.7	0	D	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	546	2.7	0	E	0	111	0.0	71.61290322580646
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	404	2.7	0	F	42	113	76.36363636363637	72.90322580645162
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	145	2.7	0	G	47	23	85.45454545454545	14.838709677419354
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	209	2.7	0	H	32	68	58.18181818181818	43.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	120	2.7	0	I	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	89	2.7	0	J	0	38	0.0	24.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	76	2.7	0	L	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	97	2.7	0	O	53	0	96.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	177	2.7	0	P	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	122	2.7	0	Q	47	23	85.45454545454545	14.838709677419354
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	249	2.7	0	R	37	139	67.27272727272727	89.6774193548387
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	134	2.7	0	S	50	12	90.9090909090909	7.741935483870968
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	113	2.7	0	T	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	71	2.7	0	X	31	0	56.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	71	2.7	0	Y	39	0	70.9090909090909	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	127	2.7	0	c	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	158	2.7	0	d	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	539	2.7	0	e	0	118	0.0	76.12903225806451
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	403	2.7	0	f	47	106	85.45454545454545	68.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	121	2.7	0	i	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	95	2.7	0	j	0	44	0.0	28.387096774193548
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	98	2.7	0	k	0	47	0.0	30.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	107	2.7	0	l	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	87	2.7	0	m	28	0	50.90909090909091	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	1430	2.7	0	o	45	130	81.81818181818183	83.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	1135	2.7	0	p	40	155	72.72727272727273	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	258	2.7	0	q	54	94	98.18181818181819	60.64516129032258
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	128	2.7	0	r	42	0	76.36363636363637	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	209	2.7	0	s	54	46	98.18181818181819	29.677419354838708
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	79	2.7	0	t	7	0	12.727272727272727	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	148	2.7	0	v	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	116	2.7	0	w	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	65	2.7	0	x	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	117	2.7	0	y	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	45	2.7	0	z	41	0	74.54545454545455	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg7	171	2.7	0	u	55	7	100.0	4.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	1457	2.7	0	A	46	140	83.63636363636363	90.32258064516128
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	1168	2.7	0	B	46	155	83.63636363636363	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	276	2.7	0	C	55	98	100.0	63.2258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	129	2.7	0	D	42	0	76.36363636363637	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	210	2.7	0	E	55	46	100.0	29.677419354838708
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	86	2.7	0	F	14	0	25.454545454545453	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	171	2.7	0	G	55	7	100.0	4.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	150	2.7	0	H	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	127	2.7	0	I	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	67	2.7	0	J	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	117	2.7	0	K	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	47	2.7	0	L	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	311	2.7	0	M	49	139	89.0909090909091	89.6774193548387
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	113	2.7	0	N	43	26	78.18181818181819	16.7741935483871
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	99	2.7	0	O	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	185	2.7	0	P	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	181	2.7	0	Q	45	40	81.81818181818183	25.806451612903224
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	165	2.7	0	R	0	75	0.0	48.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	138	2.7	0	S	50	16	90.9090909090909	10.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	222	2.7	0	T	54	74	98.18181818181819	47.74193548387097
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	171	2.7	0	U	0	124	0.0	80.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	475	2.7	0	V	0	78	0.0	50.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	665	2.7	0	W	41	155	74.54545454545455	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	188	2.7	0	0	2	77	3.6363636363636362	49.67741935483871
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	62	2.7	0	1	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	274	2.7	0	2	28	97	50.90909090909091	62.58064516129033
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	193	2.7	0	3	44	67	80.0	43.225806451612904
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	77	2.7	0	X	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	5iy7	77	2.7	0	Y	39	0	70.9090909090909	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1nvp	52	2.1	0	E	17	0	30.909090909090907	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1nvp	52	2.1	0	F	17	0	30.909090909090907	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1nvp	302	2.1	0	A	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1nvp	50	2.1	0	B	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1nvp	62	2.1	0	C	0	3	0.0	1.935483870967742
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1nvp	114	2.1	0	D	53	0	96.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	602	2.1	0	A	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	963	2.1	0	B	37	155	67.27272727272727	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	165	2.1	0	D	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	546	2.1	0	E	0	111	0.0	71.61290322580646
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	404	2.1	0	F	42	113	76.36363636363637	72.90322580645162
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	145	2.1	0	G	47	23	85.45454545454545	14.838709677419354
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	209	2.1	0	H	32	68	58.18181818181818	43.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	120	2.1	0	I	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	89	2.1	0	J	0	38	0.0	24.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	76	2.1	0	L	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	97	2.1	0	O	53	0	96.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	177	2.1	0	P	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	122	2.1	0	Q	47	23	85.45454545454545	14.838709677419354
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	249	2.1	0	R	37	139	67.27272727272727	89.6774193548387
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	134	2.1	0	S	50	12	90.9090909090909	7.741935483870968
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	113	2.1	0	T	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	77	2.1	0	X	31	0	56.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	77	2.1	0	Y	45	0	81.81818181818183	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	127	2.1	0	c	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	158	2.1	0	d	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	539	2.1	0	e	0	118	0.0	76.12903225806451
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	403	2.1	0	f	47	106	85.45454545454545	68.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	121	2.1	0	i	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	95	2.1	0	j	0	44	0.0	28.387096774193548
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	98	2.1	0	k	0	47	0.0	30.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	107	2.1	0	l	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	87	2.1	0	m	28	0	50.90909090909091	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	1430	2.1	0	o	45	130	81.81818181818183	83.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	1135	2.1	0	p	40	155	72.72727272727273	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	258	2.1	0	q	54	94	98.18181818181819	60.64516129032258
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	128	2.1	0	r	42	0	76.36363636363637	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	209	2.1	0	s	54	46	98.18181818181819	29.677419354838708
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	79	2.1	0	t	7	0	12.727272727272727	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	148	2.1	0	v	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	116	2.1	0	w	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	65	2.1	0	x	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	117	2.1	0	y	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	45	2.1	0	z	41	0	74.54545454545455	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7edx	171	2.1	0	u	55	7	100.0	4.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1tgh	17	2.9	0	B	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1tgh	13	2.9	0	C	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	1tgh	192	2.9	0	A	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	4roc	481	1.9	0	A	0	137	0.0	88.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	4roc	288	1.9	0	B	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	4roc	75	1.9	0	N	27	0	49.09090909090909	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	4roc	70	1.9	0	T	27	0	49.09090909090909	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	752	1.9	0	0	32	137	58.18181818181818	88.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	1317	1.9	0	1	38	155	69.0909090909091	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	897	1.9	0	2	52	147	94.54545454545455	94.83870967741936
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	195	1.9	0	3	37	54	67.27272727272727	34.83870967741935
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	1459	1.9	0	A	46	137	83.63636363636363	88.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	1143	1.9	0	B	42	155	76.36363636363637	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	268	1.9	0	C	55	94	100.0	60.64516129032258
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	129	1.9	0	D	42	0	76.36363636363637	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	210	1.9	0	E	55	46	100.0	29.677419354838708
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	86	1.9	0	F	14	0	25.454545454545453	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	171	1.9	0	G	55	7	100.0	4.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	150	1.9	0	H	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	118	1.9	0	I	46	0	83.63636363636363	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	68	1.9	0	J	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	116	1.9	0	K	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	47	1.9	0	L	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	113	1.9	0	M	43	26	78.18181818181819	16.7741935483871
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	99	1.9	0	N	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	261	1.9	0	O	48	139	87.27272727272727	89.6774193548387
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	185	1.9	0	P	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	185	1.9	0	Q	45	37	81.81818181818183	23.870967741935484
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	165	1.9	0	R	0	75	0.0	48.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	127	1.9	0	S	36	19	65.45454545454545	12.258064516129032
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	222	1.9	0	T	54	74	98.18181818181819	47.74193548387097
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	64	1.9	0	U	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	64	1.9	0	V	26	0	47.27272727272727	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	574	1.9	0	W	0	87	0.0	56.12903225806451
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	761	1.9	0	X	55	155	100.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	218	1.9	0	Y	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	436	1.9	0	Z	49	155	89.0909090909091	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	334	1.9	0	a	5	149	9.090909090909092	96.12903225806451
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	264	1.9	0	b	48	115	87.27272727272727	74.19354838709677
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	66	1.9	0	c	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	277	1.9	0	d	55	100	100.0	64.51612903225806
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	298	1.9	0	e	41	135	74.54545454545455	87.09677419354838
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	281	1.9	0	f	52	107	94.54545454545455	69.03225806451613
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	130	1.9	0	g	48	0	87.27272727272727	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	158	1.9	0	h	47	25	85.45454545454545	16.129032258064516
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	110	1.9	0	i	49	0	89.0909090909091	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	504	1.9	0	j	17	120	30.909090909090907	77.41935483870968
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	185	1.9	0	k	40	39	72.72727272727273	25.161290322580644
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	184	1.9	0	l	45	40	81.81818181818183	25.806451612903224
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	125	1.9	0	m	40	0	72.72727272727273	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	283	1.9	0	n	50	134	90.9090909090909	86.45161290322581
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	108	1.9	0	o	14	0	25.454545454545453	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	114	1.9	0	p	1	21	1.8181818181818181	13.548387096774196
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	122	1.9	0	q	27	14	49.09090909090909	9.032258064516128
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	1034	1.9	0	r	5	135	9.090909090909092	87.09677419354838
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	135	1.9	0	s	22	16	40.0	10.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	116	1.9	0	t	25	8	45.45454545454545	5.161290322580645
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	60	1.9	0	u	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	131	1.9	0	v	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	39	1.9	0	w	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	111	1.9	0	x	33	0	60.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	116	1.9	0	y	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7lbm	149	1.9	0	z	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	602	1.9	0	A	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	963	1.9	0	B	37	155	67.27272727272727	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	163	1.9	0	D	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	546	1.9	0	E	0	111	0.0	71.61290322580646
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	404	1.9	0	F	42	113	76.36363636363637	72.90322580645162
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	145	1.9	0	G	47	23	85.45454545454545	14.838709677419354
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	209	1.9	0	H	32	68	58.18181818181818	43.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	120	1.9	0	I	43	0	78.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	89	1.9	0	J	0	38	0.0	24.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	76	1.9	0	L	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	97	1.9	0	O	53	0	96.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	177	1.9	0	P	0	155	0.0	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	122	1.9	0	Q	47	23	85.45454545454545	14.838709677419354
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	249	1.9	0	R	37	139	67.27272727272727	89.6774193548387
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	134	1.9	0	S	50	12	90.9090909090909	7.741935483870968
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	103	1.9	0	T	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	180	1.9	0	U	45	39	81.81818181818183	25.161290322580644
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	172	1.9	0	V	0	75	0.0	48.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	71	1.9	0	X	31	0	56.36363636363636	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	71	1.9	0	Y	39	0	70.9090909090909	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	127	1.9	0	c	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	158	1.9	0	d	0	0	0.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	539	1.9	0	e	0	118	0.0	76.12903225806451
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	403	1.9	0	f	47	106	85.45454545454545	68.38709677419355
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	121	1.9	0	i	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	95	1.9	0	j	0	44	0.0	28.387096774193548
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	98	1.9	0	k	0	47	0.0	30.32258064516129
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	107	1.9	0	l	1	0	1.8181818181818181	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	87	1.9	0	m	28	0	50.90909090909091	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	1430	1.9	0	o	45	130	81.81818181818183	83.87096774193549
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	1135	1.9	0	p	40	155	72.72727272727273	100.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	258	1.9	0	q	54	94	98.18181818181819	60.64516129032258
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	128	1.9	0	r	42	0	76.36363636363637	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	209	1.9	0	s	54	46	98.18181818181819	29.677419354838708
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	79	1.9	0	t	7	0	12.727272727272727	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	148	1.9	0	v	54	0	98.18181818181819	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	116	1.9	0	w	44	0	80.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	65	1.9	0	x	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	117	1.9	0	y	55	0	100.0	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	45	1.9	0	z	41	0	74.54545454545455	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	7eg9	171	1.9	0	u	55	7	100.0	4.516129032258064
TBP	P20226	339.0	1-55	165-241,255-332	55	155	6mzd	71	1.9	0	A	20	0	36.36363636363637	0.0
TBP	P20226	339.0	1-55	165-241,255-332	55	155	6mzd	93	1.9	0	C	28	0	50.90909090909091	0.0
