uniprot	region_1	region_2	pdb	chain	pred_fn	gt_fn	label_offset	gt_len	gt_trim_len	pred_len	pred_trim_len	gt_perc	trim_perc
H6SG27	24-429	437-515	5n9w	A	AF-H6SG27-F1-model_v4.cif	5n9w.cif	0	3691	3685	4072	3685	0.9983744242752641	0.905
H6SG27	24-429	437-515	5n9x	A	AF-H6SG27-F1-model_v4.cif	5n9x.cif	0	3824	3773	4072	3773	0.986663179916318	0.927
F2Z7K9	71-221	263-557	6vbc	A	AF-F2Z7K9-F1-model_v4.cif	6vbc.cif	-231	2504	467	4469	467	0.18650159744408945	0.104
F2Z7K9	71-221	263-557	6vbd	A	AF-F2Z7K9-F1-model_v4.cif	6vbd.cif	-231	2495	467	4469	467	0.1871743486973948	0.104
F2Z6J5	63-211	231-312	3ayx	B	AF-F2Z6J5-F1-model_v4.cif	3ayx.cif	-40	2151	2111	2759	2111	0.9814039981403998	0.765
F2Z6J5	63-211	231-312	3ayz	B	AF-F2Z6J5-F1-model_v4.cif	3ayz.cif	-40	2159	2111	2759	2111	0.9777674849467346	0.765
Q9I5E6	18-268	300-476	6s62	A	AF-Q9I5E6-F1-model_v4.cif	6s62.cif	0	3796	3796	3864	3796	1.0	0.982
A0A0M3KKZ3	40-118	158-457	4wej	A	AF-A0A0M3KKZ3-F1-model_v4.cif	4wej.cif	0	3826	234	3726	234	0.06116048092002091	0.063
A0A0M3KKZ3	40-118	158-457	4wel	A	AF-A0A0M3KKZ3-F1-model_v4.cif	4wel.cif	0	3820	234	3726	234	0.0612565445026178	0.063
Q87I71	96-198	361-467	2p3y	A	AF-Q87I71-F1-model_v4.cif	2p3y.cif	0	3726	3614	3890	3614	0.9699409554482018	0.929
Q87I71	96-198	361-467	3vb9	A	AF-Q87I71-F1-model_v4.cif	3vb9.cif	0	3717	3605	3890	3605	0.9698681732580038	0.927
Q8X5N8	27-155	204-335	1u9t	A	AF-Q8X5N8-F1-model_v4.cif	1u9t.cif	12	2574	2558	2728	2558	0.9937839937839937	0.938
Q8X5N8	27-155	204-335	4cdp	A	AF-Q8X5N8-F1-model_v4.cif	4cdp.cif	12	2658	2609	2728	2609	0.9815650865312265	0.956
Q47NR5	33-441	450-525	6e8o	A	AF-Q47NR5-F1-model_v4.cif	6e8o.cif	3	4133	4133	4194	4133	1.0	0.985
Q47NR5	33-441	450-525	6e97	A	AF-Q47NR5-F1-model_v4.cif	6e97.cif	3	4128	4128	4194	4128	1.0	0.984
A0A0E8T757	632-691	692-750	5oau	A	AF-A0A0E8T757-F1-model_v4.cif	5oau.cif	0	5131	282	5788	282	0.054960046774507894	0.049
A0A0E8T757	632-691	692-750	5oj0	A	AF-A0A0E8T757-F1-model_v4.cif	5oj0.cif	0	5057	274	5788	274	0.054182321534506625	0.047
M4GWN4	9-409	418-493	7a9i	A	AF-M4GWN4-F1-model_v4.cif	7a9i.cif	21	4030	3989	4096	3989	0.9898263027295285	0.974
M4GWN4	9-409	418-493	7a9j	A	AF-M4GWN4-F1-model_v4.cif	7a9j.cif	21	4041	3999	4096	3999	0.9896065330363771	0.976
Q6NC13	22-429	437-512	4rmn	A	AF-Q6NC13-F1-model_v4.cif	4rmn.cif	0	3973	3901	4008	3901	0.9818776743015354	0.973
Q6NC13	22-429	437-512	4zjz	A	AF-Q6NC13-F1-model_v4.cif	4zjz.cif	0	3921	3868	4008	3868	0.9864830400408059	0.965
Q2G2X6	56-288	317-382	5txi	A	AF-Q2G2X6-F1-model_v4.cif	5txi.cif	0	2835	215	3391	215	0.07583774250440917	0.063
B1YSR8	70-218	259-555	5uy7	A	AF-B1YSR8-F1-model_v4.cif	5uy7.cif	-36	2324	2305	4680	2305	0.9918244406196214	0.493
B9PW60	11-171	201-324	4ir8	A	AF-B9PW60-F1-model_v4.cif	4ir8.cif	17	2604	2361	2508	2361	0.9066820276497696	0.941
Q6NAE3	14-406	415-489	3ivr	A	AF-Q6NAE3-F1-model_v4.cif	3ivr.cif	-1	3040	2960	3768	2960	0.9736842105263158	0.786
A0R0V0	52-462	472-546	5kei	A	AF-A0R0V0-F1-model_v4.cif	5kei.cif	0	3943	3940	4164	3940	0.9992391580015216	0.946
Q57540	56-288	317-382	1tvf	A	AF-Q57540-F1-model_v4.cif	1tvf.cif	0	2898	191	3394	191	0.06590752242926155	0.056
A0A0M3KKZ4	40-118	158-457	4wek	A	AF-A0A0M3KKZ4-F1-model_v4.cif	4wek.cif	0	3831	234	3726	234	0.06108065779169929	0.063
P83789	41-122	488-732	1ru3	A	AF-P83789-F1-model_v4.cif	1ru3.cif	0	5759	5759	5790	5759	1.0	0.995
A0A0J1PJ79	59-204	224-302	5xvd	B	AF-A0A0J1PJ79-F1-model_v4.cif	5xvd.cif	-37	2086	2045	2782	2045	0.9803451581975072	0.735
Q9L869	17-163	182-264	1e3d	A	AF-Q9L869-F1-model_v4.cif	1e3d.cif	0	3877	1983	2007	1983	0.5114779468661336	0.988
Q8RR30	71-221	263-557	6vbl	A	AF-Q8RR30-F1-model_v4.cif	6vbl.cif	-231	2460	481	4469	481	0.19552845528455284	0.108
D3RV29	64-210	230-309	3myr	A	AF-D3RV29-F1-model_v4.cif	3myr.cif	-50	2038	2038	2743	2038	1.0	0.743
A0A066ZR71	79-227	247-328	5y34	B	AF-A0A066ZR71-F1-model_v4.cif	5y34.cif	0	2251	79	2872	79	0.03509551310528654	0.028
F3Y661	18-419	428-506	4wv3	A	AF-F3Y661-F1-model_v4.cif	4wv3.cif	0	4026	3986	4032	3986	0.9900645802285146	0.989
Q63QJ1	71-219	260-558	6hzi	A	AF-Q63QJ1-F1-model_v4.cif	6hzi.cif	0	2494	133	4675	133	0.053327987169206094	0.028
Q8KHY3	82-257	361-631	3dwk	A	AF-Q8KHY3-F1-model_v4.cif	3dwk.cif	0	4712	287	5677	287	0.06090831918505942	0.051
Q2TU34	13-198	203-332	5zwk	A	AF-Q2TU34-F1-model_v4.cif	5zwk.cif	0	2441	2441	2580	2441	1.0	0.946
B7LGE4	59-204	224-302	6ehs	A	AF-B7LGE4-F1-model_v4.cif	6ehs.cif	0	2037	103	2783	103	0.050564555719194895	0.037
A9T230	92-291	295-424	5iz1	A	AF-A9T230-F1-model_v4.cif	5iz1.cif	-88	2464	2464	3191	2464	1.0	0.772
