uniprot	region_1	region_2	pdb	chain	pred_fn	gt_fn
P23687	1-426	427-710	1uop	A	AF-P23687-F1-model_v4.cif	1uop.cif
P23687	1-426	427-710	1uoq	A	AF-P23687-F1-model_v4.cif	1uoq.cif
P23687	1-426	427-710	1vz2	A	AF-P23687-F1-model_v4.cif	1vz2.cif
P23687	1-426	427-710	1vz3	A	AF-P23687-F1-model_v4.cif	1vz3.cif
P23687	1-426	427-710	2xdw	A	AF-P23687-F1-model_v4.cif	2xdw.cif
P23687	1-426	427-710	3eq7	A	AF-P23687-F1-model_v4.cif	3eq7.cif
P23687	1-426	427-710	3eq8	A	AF-P23687-F1-model_v4.cif	3eq8.cif
P23687	1-426	427-710	3eq9	A	AF-P23687-F1-model_v4.cif	3eq9.cif
P23687	1-426	427-710	4amy	A	AF-P23687-F1-model_v4.cif	4amy.cif
P23687	1-426	427-710	4amz	A	AF-P23687-F1-model_v4.cif	4amz.cif
P23687	1-426	427-710	4an0	A	AF-P23687-F1-model_v4.cif	4an0.cif
P23687	1-426	427-710	4an1	A	AF-P23687-F1-model_v4.cif	4an1.cif
P23687	1-426	427-710	4ax4	A	AF-P23687-F1-model_v4.cif	4ax4.cif
P23687	1-426	427-710	4bcb	A	AF-P23687-F1-model_v4.cif	4bcb.cif
P23687	1-426	427-710	4bcc	A	AF-P23687-F1-model_v4.cif	4bcc.cif
P23687	1-426	427-710	4bcd	A	AF-P23687-F1-model_v4.cif	4bcd.cif
O69275	1-226	227-427	2j3v	A	AF-O69275-F1-model_v4.cif	2j3v.cif
O69275	1-226	227-427	2j3x	A	AF-O69275-F1-model_v4.cif	2j3x.cif
O69275	1-226	227-427	2j3z	A	AF-O69275-F1-model_v4.cif	2j3z.cif
Q7KLV9	1-223	224-392	3txm	A	AF-Q7KLV9-F1-model_v4.cif	3txm.cif
Q7KLV9	1-223	224-392	3txn	A	AF-Q7KLV9-F1-model_v4.cif	3txn.cif
H2E7Q8	1-80,452-730	81-451	5n4b	A	AF-H2E7Q8-F1-model_v4.cif	5n4b.cif
H2E7Q8	1-80,452-730	81-451	5n4c	A	AF-H2E7Q8-F1-model_v4.cif	5n4c.cif
H2E7Q8	1-80,452-730	81-451	5n4d	A	AF-H2E7Q8-F1-model_v4.cif	5n4d.cif
H2E7Q8	1-80,452-730	81-451	5n4e	A	AF-H2E7Q8-F1-model_v4.cif	5n4e.cif
H2E7Q8	1-80,452-730	81-451	5n4f	A	AF-H2E7Q8-F1-model_v4.cif	5n4f.cif
P04958	1-250	251-451	1a8d	A	AF-P04958-F1-model_v4.cif	1a8d.cif
P04958	1-250	251-451	1af9	A	AF-P04958-F1-model_v4.cif	1af9.cif
P04958	1-250	251-451	1d0h	A	AF-P04958-F1-model_v4.cif	1d0h.cif
P04958	1-250	251-451	1dfq	A	AF-P04958-F1-model_v4.cif	1dfq.cif
P04958	1-250	251-451	1diw	A	AF-P04958-F1-model_v4.cif	1diw.cif
P04958	1-250	251-451	1dll	A	AF-P04958-F1-model_v4.cif	1dll.cif
P04958	1-250	251-451	1fv2	A	AF-P04958-F1-model_v4.cif	1fv2.cif
P04958	1-250	251-451	1fv3	A	AF-P04958-F1-model_v4.cif	1fv3.cif
P04958	1-250	251-451	1yvg	A	AF-P04958-F1-model_v4.cif	1yvg.cif
P04958	1-250	251-451	1yxw	A	AF-P04958-F1-model_v4.cif	1yxw.cif
P04958	1-250	251-451	1yyn	A	AF-P04958-F1-model_v4.cif	1yyn.cif
P04958	1-250	251-451	1z7h	A	AF-P04958-F1-model_v4.cif	1z7h.cif
P04958	1-250	251-451	3hmy	A	AF-P04958-F1-model_v4.cif	3hmy.cif
P04958	1-250	251-451	3hn1	A	AF-P04958-F1-model_v4.cif	3hn1.cif
P04958	1-250	251-451	4j1l	A	AF-P04958-F1-model_v4.cif	4j1l.cif
P04958	1-250	251-451	5n0b	A	AF-P04958-F1-model_v4.cif	5n0b.cif
P04958	1-250	251-451	5n0c	A	AF-P04958-F1-model_v4.cif	5n0c.cif
P04958	1-250	251-451	7bxx	A	AF-P04958-F1-model_v4.cif	7bxx.cif
P04958	1-250	251-451	7by4	A	AF-P04958-F1-model_v4.cif	7by4.cif
P04958	1-250	251-451	7by5	A	AF-P04958-F1-model_v4.cif	7by5.cif
P04958	1-250	251-451	7oh0	A	AF-P04958-F1-model_v4.cif	7oh0.cif
P04958	1-250	251-451	7oh1	A	AF-P04958-F1-model_v4.cif	7oh1.cif
P04807	75-209	210-458	1ig8	A	AF-P04807-F1-model_v4.cif	1ig8.cif
P04807	75-209	210-458	2yhx	A	AF-P04807-F1-model_v4.cif	2yhx.cif
P04807	75-209	210-458	5uwt	D	AF-P04807-F1-model_v4.cif	5uwt.cif
O60729	44-198	214-374	1ohc	A	AF-O60729-F1-model_v4.cif	1ohc.cif
O60729	44-198	214-374	1ohd	A	AF-O60729-F1-model_v4.cif	1ohd.cif
O60729	44-198	214-374	1ohe	A	AF-O60729-F1-model_v4.cif	1ohe.cif
P23694	1-246	257-471	1af0	A	AF-P23694-F1-model_v4.cif	1af0.cif
P23694	1-246	257-471	1sat	A	AF-P23694-F1-model_v4.cif	1sat.cif
P23694	1-246	257-471	1smp	A	AF-P23694-F1-model_v4.cif	1smp.cif
P23694	1-246	257-471	4i35	A	AF-P23694-F1-model_v4.cif	4i35.cif
P23694	1-246	257-471	5d7w	A	AF-P23694-F1-model_v4.cif	5d7w.cif
Q49434	1-142	183-383	1ydx	A	AF-Q49434-F1-model_v4.cif	1ydx.cif
P15873	1-117	135-258	1plq	A	AF-P15873-F1-model_v4.cif	1plq.cif
P15873	1-117	135-258	1plr	A	AF-P15873-F1-model_v4.cif	1plr.cif
P15873	1-117	135-258	1sxj	F	AF-P15873-F1-model_v4.cif	1sxj.cif
P15873	1-117	135-258	2od8	A	AF-P15873-F1-model_v4.cif	2od8.cif
P15873	1-117	135-258	3f1w	A	AF-P15873-F1-model_v4.cif	3f1w.cif
P15873	1-117	135-258	3gpm	A	AF-P15873-F1-model_v4.cif	3gpm.cif
P15873	1-117	135-258	3gpn	A	AF-P15873-F1-model_v4.cif	3gpn.cif
P15873	1-117	135-258	3l0w	A	AF-P15873-F1-model_v4.cif	3l0w.cif
P15873	1-117	135-258	3l0x	A	AF-P15873-F1-model_v4.cif	3l0x.cif
P15873	1-117	135-258	3l10	A	AF-P15873-F1-model_v4.cif	3l10.cif
P15873	1-117	135-258	3pge	A	AF-P15873-F1-model_v4.cif	3pge.cif
P15873	1-117	135-258	3v60	B	AF-P15873-F1-model_v4.cif	3v60.cif
P15873	1-117	135-258	3v61	B	AF-P15873-F1-model_v4.cif	3v61.cif
P15873	1-117	135-258	3v62	B	AF-P15873-F1-model_v4.cif	3v62.cif
P15873	1-117	135-258	4l60	A	AF-P15873-F1-model_v4.cif	4l60.cif
P15873	1-117	135-258	4l6p	A	AF-P15873-F1-model_v4.cif	4l6p.cif
P15873	1-117	135-258	4yhr	A	AF-P15873-F1-model_v4.cif	4yhr.cif
P15873	1-117	135-258	5jne	D	AF-P15873-F1-model_v4.cif	5jne.cif
P15873	1-117	135-258	5t9d	A	AF-P15873-F1-model_v4.cif	5t9d.cif
P15873	1-117	135-258	5v7k	A	AF-P15873-F1-model_v4.cif	5v7k.cif
P15873	1-117	135-258	5v7l	A	AF-P15873-F1-model_v4.cif	5v7l.cif
P15873	1-117	135-258	5v7m	A	AF-P15873-F1-model_v4.cif	5v7m.cif
P15873	1-117	135-258	5zut	A	AF-P15873-F1-model_v4.cif	5zut.cif
P15873	1-117	135-258	6cx2	A	AF-P15873-F1-model_v4.cif	6cx2.cif
P15873	1-117	135-258	6cx3	A	AF-P15873-F1-model_v4.cif	6cx3.cif
P15873	1-117	135-258	6cx4	A	AF-P15873-F1-model_v4.cif	6cx4.cif
P15873	1-117	135-258	6d0q	A	AF-P15873-F1-model_v4.cif	6d0q.cif
P15873	1-117	135-258	6d0r	A	AF-P15873-F1-model_v4.cif	6d0r.cif
P15873	1-117	135-258	6e49	A	AF-P15873-F1-model_v4.cif	6e49.cif
P15873	1-117	135-258	6w9w	A	AF-P15873-F1-model_v4.cif	6w9w.cif
P15873	1-117	135-258	6wac	A	AF-P15873-F1-model_v4.cif	6wac.cif
P15873	1-117	135-258	7kc0	C	AF-P15873-F1-model_v4.cif	7kc0.cif
P15873	1-117	135-258	7tfh	F	AF-P15873-F1-model_v4.cif	7tfh.cif
P15873	1-117	135-258	7tfi	F	AF-P15873-F1-model_v4.cif	7tfi.cif
P15873	1-117	135-258	7tfj	F	AF-P15873-F1-model_v4.cif	7tfj.cif
P15873	1-117	135-258	7thj	F	AF-P15873-F1-model_v4.cif	7thj.cif
P15873	1-117	135-258	7thv	F	AF-P15873-F1-model_v4.cif	7thv.cif
P15873	1-117	135-258	7ti8	F	AF-P15873-F1-model_v4.cif	7ti8.cif
P15873	1-117	135-258	7tib	F	AF-P15873-F1-model_v4.cif	7tib.cif
P15873	1-117	135-258	7tic	F	AF-P15873-F1-model_v4.cif	7tic.cif
P15873	1-117	135-258	7tid	F	AF-P15873-F1-model_v4.cif	7tid.cif
P15873	1-117	135-258	7tku	F	AF-P15873-F1-model_v4.cif	7tku.cif
P15873	1-117	135-258	7u19	F	AF-P15873-F1-model_v4.cif	7u19.cif
P15873	1-117	135-258	7u1a	F	AF-P15873-F1-model_v4.cif	7u1a.cif
P15873	1-117	135-258	7u1p	F	AF-P15873-F1-model_v4.cif	7u1p.cif
P15873	1-117	135-258	8dqx	F	AF-P15873-F1-model_v4.cif	8dqx.cif
P15873	1-117	135-258	8dqz	F	AF-P15873-F1-model_v4.cif	8dqz.cif
P15873	1-117	135-258	8dr0	F	AF-P15873-F1-model_v4.cif	8dr0.cif
P15873	1-117	135-258	8dr1	F	AF-P15873-F1-model_v4.cif	8dr1.cif
P15873	1-117	135-258	8dr3	F	AF-P15873-F1-model_v4.cif	8dr3.cif
P15873	1-117	135-258	8dr4	F	AF-P15873-F1-model_v4.cif	8dr4.cif
P15873	1-117	135-258	8dr5	F	AF-P15873-F1-model_v4.cif	8dr5.cif
P15873	1-117	135-258	8dr6	F	AF-P15873-F1-model_v4.cif	8dr6.cif
P15873	1-117	135-258	8dr7	F	AF-P15873-F1-model_v4.cif	8dr7.cif
Q9WZU0	10-198	199-419	1e4f	A	AF-Q9WZU0-F1-model_v4.cif	1e4f.cif
Q9WZU0	10-198	199-419	1e4g	A	AF-Q9WZU0-F1-model_v4.cif	1e4g.cif
Q9WZU0	10-198	199-419	4a2a	A	AF-Q9WZU0-F1-model_v4.cif	4a2a.cif
Q9WZU0	10-198	199-419	4a2b	A	AF-Q9WZU0-F1-model_v4.cif	4a2b.cif
P97784	3-132	215-430	4ct0	A	AF-P97784-F1-model_v4.cif	4ct0.cif
P97784	3-132	215-430	4k0r	A	AF-P97784-F1-model_v4.cif	4k0r.cif
P97784	3-132	215-430	5t5x	A	AF-P97784-F1-model_v4.cif	5t5x.cif
P97784	3-132	215-430	6kx4	A	AF-P97784-F1-model_v4.cif	6kx4.cif
P97784	3-132	215-430	6kx5	A	AF-P97784-F1-model_v4.cif	6kx5.cif
P97784	3-132	215-430	6kx6	A	AF-P97784-F1-model_v4.cif	6kx6.cif
P97784	3-132	215-430	6kx7	A	AF-P97784-F1-model_v4.cif	6kx7.cif
P97784	3-132	215-430	6lue	A	AF-P97784-F1-model_v4.cif	6lue.cif
P97784	3-132	215-430	6of7	A	AF-P97784-F1-model_v4.cif	6of7.cif
P97784	3-132	215-430	7d0m	A	AF-P97784-F1-model_v4.cif	7d0m.cif
P97784	3-132	215-430	7d19	A	AF-P97784-F1-model_v4.cif	7d19.cif
P97784	3-132	215-430	7d1c	A	AF-P97784-F1-model_v4.cif	7d1c.cif
P97784	3-132	215-430	7dli	A	AF-P97784-F1-model_v4.cif	7dli.cif
P97784	3-132	215-430	7wva	A	AF-P97784-F1-model_v4.cif	7wva.cif
P13797	123-329	267-378	1aoa	A	AF-P13797-F1-model_v4.cif	1aoa.cif
P13797	123-329	267-378	1wjo	A	AF-P13797-F1-model_v4.cif	1wjo.cif
P13797	123-329	267-378	7r94	F	AF-P13797-F1-model_v4.cif	7r94.cif
P13797	123-329	267-378	7sx8	D	AF-P13797-F1-model_v4.cif	7sx8.cif
P13797	123-329	267-378	7sx9	G	AF-P13797-F1-model_v4.cif	7sx9.cif
P13797	123-329	267-378	7sxa	A	AF-P13797-F1-model_v4.cif	7sxa.cif
Q2G1N7	1-154	157-250	1p4x	A	AF-Q2G1N7-F1-model_v4.cif	1p4x.cif
Q9Y221	1-93	94-170	1sqw	A	AF-Q9Y221-F1-model_v4.cif	1sqw.cif
Q9Y221	1-93	94-170	1t5y	A	AF-Q9Y221-F1-model_v4.cif	1t5y.cif
Q9Y221	1-93	94-170	8fkt	Z	AF-Q9Y221-F1-model_v4.cif	8fkt.cif
Q9Y221	1-93	94-170	8fku	AA	AF-Q9Y221-F1-model_v4.cif	8fku.cif
Q9Y221	1-93	94-170	8fkv	BA	AF-Q9Y221-F1-model_v4.cif	8fkv.cif
Q9Y221	1-93	94-170	8fkw	CA	AF-Q9Y221-F1-model_v4.cif	8fkw.cif
Q9Y221	1-93	94-170	8fkx	CA	AF-Q9Y221-F1-model_v4.cif	8fkx.cif
Q9Y221	1-93	94-170	8fky	HA	AF-Q9Y221-F1-model_v4.cif	8fky.cif
P23258	1-273	287-451	1z5v	A	AF-P23258-F1-model_v4.cif	1z5v.cif
P23258	1-273	287-451	1z5w	A	AF-P23258-F1-model_v4.cif	1z5w.cif
P23258	1-273	287-451	3cb2	A	AF-P23258-F1-model_v4.cif	3cb2.cif
P23258	1-273	287-451	6v5v	A	AF-P23258-F1-model_v4.cif	6v5v.cif
P23258	1-273	287-451	6v6s	A	AF-P23258-F1-model_v4.cif	6v6s.cif
P23258	1-273	287-451	7as4	A	AF-P23258-F1-model_v4.cif	7as4.cif
P23258	1-273	287-451	7qj0	K	AF-P23258-F1-model_v4.cif	7qj0.cif
P23258	1-273	287-451	7qj1	K	AF-P23258-F1-model_v4.cif	7qj1.cif
P23258	1-273	287-451	7qj2	O	AF-P23258-F1-model_v4.cif	7qj2.cif
P23258	1-273	287-451	7qj3	A	AF-P23258-F1-model_v4.cif	7qj3.cif
P23258	1-273	287-451	7qj4	A	AF-P23258-F1-model_v4.cif	7qj4.cif
P23258	1-273	287-451	7qj5	A	AF-P23258-F1-model_v4.cif	7qj5.cif
P23258	1-273	287-451	7qj6	Q	AF-P23258-F1-model_v4.cif	7qj6.cif
P23258	1-273	287-451	7qj7	A	AF-P23258-F1-model_v4.cif	7qj7.cif
P23258	1-273	287-451	7qj8	A	AF-P23258-F1-model_v4.cif	7qj8.cif
P23258	1-273	287-451	7qj9	A	AF-P23258-F1-model_v4.cif	7qj9.cif
P23258	1-273	287-451	7qja	A	AF-P23258-F1-model_v4.cif	7qja.cif
P23258	1-273	287-451	7qjb	A	AF-P23258-F1-model_v4.cif	7qjb.cif
P23258	1-273	287-451	7qjc	L	AF-P23258-F1-model_v4.cif	7qjc.cif
P23258	1-273	287-451	7qjd	A	AF-P23258-F1-model_v4.cif	7qjd.cif
P23258	1-273	287-451	7qje	E	AF-P23258-F1-model_v4.cif	7qje.cif
P23258	1-273	287-451	8q62	A	AF-P23258-F1-model_v4.cif	8q62.cif
P23258	1-273	287-451	8vrd	B	AF-P23258-F1-model_v4.cif	8vrd.cif
P23258	1-273	287-451	8vrj	A	AF-P23258-F1-model_v4.cif	8vrj.cif
P23258	1-273	287-451	8vrk	A	AF-P23258-F1-model_v4.cif	8vrk.cif
P23470	849-1119	1150-1410	2h4v	A	AF-P23470-F1-model_v4.cif	2h4v.cif
P23470	849-1119	1150-1410	2hy3	A	AF-P23470-F1-model_v4.cif	2hy3.cif
P23470	849-1119	1150-1410	2nlk	A	AF-P23470-F1-model_v4.cif	2nlk.cif
P23470	849-1119	1150-1410	2pbn	A	AF-P23470-F1-model_v4.cif	2pbn.cif
P23470	849-1119	1150-1410	3jxh	A	AF-P23470-F1-model_v4.cif	3jxh.cif
P23470	849-1119	1150-1410	3qcb	A	AF-P23470-F1-model_v4.cif	3qcb.cif
P23470	849-1119	1150-1410	3qcc	A	AF-P23470-F1-model_v4.cif	3qcc.cif
P23470	849-1119	1150-1410	3qcd	A	AF-P23470-F1-model_v4.cif	3qcd.cif
P23470	849-1119	1150-1410	3qce	A	AF-P23470-F1-model_v4.cif	3qce.cif
P23470	849-1119	1150-1410	3qcf	A	AF-P23470-F1-model_v4.cif	3qcf.cif
P23470	849-1119	1150-1410	3qcg	A	AF-P23470-F1-model_v4.cif	3qcg.cif
P23470	849-1119	1150-1410	3qch	A	AF-P23470-F1-model_v4.cif	3qch.cif
P23470	849-1119	1150-1410	3qci	A	AF-P23470-F1-model_v4.cif	3qci.cif
P23470	849-1119	1150-1410	3qcj	A	AF-P23470-F1-model_v4.cif	3qcj.cif
P23470	849-1119	1150-1410	3qck	A	AF-P23470-F1-model_v4.cif	3qck.cif
P23470	849-1119	1150-1410	3qcl	A	AF-P23470-F1-model_v4.cif	3qcl.cif
P23470	849-1119	1150-1410	3qcm	A	AF-P23470-F1-model_v4.cif	3qcm.cif
P23470	849-1119	1150-1410	3qcn	A	AF-P23470-F1-model_v4.cif	3qcn.cif
P23470	849-1119	1150-1410	5e5r	A	AF-P23470-F1-model_v4.cif	5e5r.cif
P23470	849-1119	1150-1410	8xqd	A	AF-P23470-F1-model_v4.cif	8xqd.cif
A7GBG3	864-1085	1086-1278	3fie	A	AF-A7GBG3-F1-model_v4.cif	3fie.cif
A7GBG3	864-1085	1086-1278	3fii	A	AF-A7GBG3-F1-model_v4.cif	3fii.cif
A7GBG3	864-1085	1086-1278	3fuq	A	AF-A7GBG3-F1-model_v4.cif	3fuq.cif
A7GBG3	864-1085	1086-1278	3rsj	A	AF-A7GBG3-F1-model_v4.cif	3rsj.cif
B4XN22	10-113	127-320	4eq2	A	AF-B4XN22-F1-model_v4.cif	4eq2.cif
B4XN22	10-113	127-320	4eq3	A	AF-B4XN22-F1-model_v4.cif	4eq3.cif
A0A1C9J6A7	1-302	308-607	5uv0	A	AF-A0A1C9J6A7-F1-model_v4.cif	5uv0.cif
A0A1C9J6A7	1-302	308-607	5uv1	A	AF-A0A1C9J6A7-F1-model_v4.cif	5uv1.cif
A0A1C9J6A7	1-302	308-607	5uv2	A	AF-A0A1C9J6A7-F1-model_v4.cif	5uv2.cif
A0A1C9J6A7	1-302	308-607	6onm	A	AF-A0A1C9J6A7-F1-model_v4.cif	6onm.cif
P01730	1-98	99-178	1cdh	A	AF-P01730-F1-model_v4.cif	1cdh.cif
P01730	1-98	99-178	1cdi	A	AF-P01730-F1-model_v4.cif	1cdi.cif
P01730	1-98	99-178	1cdj	A	AF-P01730-F1-model_v4.cif	1cdj.cif
P01730	1-98	99-178	1cdu	A	AF-P01730-F1-model_v4.cif	1cdu.cif
P01730	1-98	99-178	1cdy	A	AF-P01730-F1-model_v4.cif	1cdy.cif
P01730	1-98	99-178	1g9m	B	AF-P01730-F1-model_v4.cif	1g9m.cif
P01730	1-98	99-178	1g9n	B	AF-P01730-F1-model_v4.cif	1g9n.cif
P01730	1-98	99-178	1gc1	B	AF-P01730-F1-model_v4.cif	1gc1.cif
P01730	1-98	99-178	1jl4	D	AF-P01730-F1-model_v4.cif	1jl4.cif
P01730	1-98	99-178	1q68	A	AF-P01730-F1-model_v4.cif	1q68.cif
P01730	1-98	99-178	1rzj	B	AF-P01730-F1-model_v4.cif	1rzj.cif
P01730	1-98	99-178	1rzk	B	AF-P01730-F1-model_v4.cif	1rzk.cif
P01730	1-98	99-178	1wbr	A	AF-P01730-F1-model_v4.cif	1wbr.cif
P01730	1-98	99-178	1wio	A	AF-P01730-F1-model_v4.cif	1wio.cif
P01730	1-98	99-178	1wip	A	AF-P01730-F1-model_v4.cif	1wip.cif
P01730	1-98	99-178	1wiq	A	AF-P01730-F1-model_v4.cif	1wiq.cif
P01730	1-98	99-178	2b4c	B	AF-P01730-F1-model_v4.cif	2b4c.cif
P01730	1-98	99-178	2jkr	G	AF-P01730-F1-model_v4.cif	2jkr.cif
P01730	1-98	99-178	2jkt	G	AF-P01730-F1-model_v4.cif	2jkt.cif
P01730	1-98	99-178	2klu	A	AF-P01730-F1-model_v4.cif	2klu.cif
P01730	1-98	99-178	2nxy	B	AF-P01730-F1-model_v4.cif	2nxy.cif
P01730	1-98	99-178	2nxz	B	AF-P01730-F1-model_v4.cif	2nxz.cif
P01730	1-98	99-178	2ny0	B	AF-P01730-F1-model_v4.cif	2ny0.cif
P01730	1-98	99-178	2ny1	B	AF-P01730-F1-model_v4.cif	2ny1.cif
P01730	1-98	99-178	2ny2	B	AF-P01730-F1-model_v4.cif	2ny2.cif
P01730	1-98	99-178	2ny3	B	AF-P01730-F1-model_v4.cif	2ny3.cif
P01730	1-98	99-178	2ny4	B	AF-P01730-F1-model_v4.cif	2ny4.cif
P01730	1-98	99-178	2ny5	B	AF-P01730-F1-model_v4.cif	2ny5.cif
P01730	1-98	99-178	2ny6	B	AF-P01730-F1-model_v4.cif	2ny6.cif
P01730	1-98	99-178	2qad	B	AF-P01730-F1-model_v4.cif	2qad.cif
P01730	1-98	99-178	3b71	D	AF-P01730-F1-model_v4.cif	3b71.cif
P01730	1-98	99-178	3cd4	A	AF-P01730-F1-model_v4.cif	3cd4.cif
P01730	1-98	99-178	3j70	C	AF-P01730-F1-model_v4.cif	3j70.cif
P01730	1-98	99-178	3jcb	D	AF-P01730-F1-model_v4.cif	3jcb.cif
P01730	1-98	99-178	3jcc	D	AF-P01730-F1-model_v4.cif	3jcc.cif
P01730	1-98	99-178	3jwd	B	AF-P01730-F1-model_v4.cif	3jwd.cif
P01730	1-98	99-178	3jwo	B	AF-P01730-F1-model_v4.cif	3jwo.cif
P01730	1-98	99-178	3lqa	A	AF-P01730-F1-model_v4.cif	3lqa.cif
P01730	1-98	99-178	3o2d	C	AF-P01730-F1-model_v4.cif	3o2d.cif
P01730	1-98	99-178	3s4s	D	AF-P01730-F1-model_v4.cif	3s4s.cif
P01730	1-98	99-178	3s5l	G	AF-P01730-F1-model_v4.cif	3s5l.cif
P01730	1-98	99-178	3t0e	E	AF-P01730-F1-model_v4.cif	3t0e.cif
P01730	1-98	99-178	4h8w	D	AF-P01730-F1-model_v4.cif	4h8w.cif
P01730	1-98	99-178	4jm2	F	AF-P01730-F1-model_v4.cif	4jm2.cif
P01730	1-98	99-178	4p9h	A	AF-P01730-F1-model_v4.cif	4p9h.cif
P01730	1-98	99-178	4q6i	C	AF-P01730-F1-model_v4.cif	4q6i.cif
P01730	1-98	99-178	4r2g	B	AF-P01730-F1-model_v4.cif	4r2g.cif
P01730	1-98	99-178	4r4h	B	AF-P01730-F1-model_v4.cif	4r4h.cif
P01730	1-98	99-178	4rqs	A	AF-P01730-F1-model_v4.cif	4rqs.cif
P01730	1-98	99-178	5a7x	B	AF-P01730-F1-model_v4.cif	5a7x.cif
P01730	1-98	99-178	5a8h	B	AF-P01730-F1-model_v4.cif	5a8h.cif
P01730	1-98	99-178	5cay	B	AF-P01730-F1-model_v4.cif	5cay.cif
P01730	1-98	99-178	5thr	G	AF-P01730-F1-model_v4.cif	5thr.cif
P01730	1-98	99-178	5u1f	I	AF-P01730-F1-model_v4.cif	5u1f.cif
P01730	1-98	99-178	5vn3	D	AF-P01730-F1-model_v4.cif	5vn3.cif
P01730	1-98	99-178	6cm3	G	AF-P01730-F1-model_v4.cif	6cm3.cif
P01730	1-98	99-178	6edu	G	AF-P01730-F1-model_v4.cif	6edu.cif
P01730	1-98	99-178	6l1y	B	AF-P01730-F1-model_v4.cif	6l1y.cif
P01730	1-98	99-178	6meo	B	AF-P01730-F1-model_v4.cif	6meo.cif
P01730	1-98	99-178	6met	B	AF-P01730-F1-model_v4.cif	6met.cif
P01730	1-98	99-178	6opn	C	AF-P01730-F1-model_v4.cif	6opn.cif
P01730	1-98	99-178	6opo	D	AF-P01730-F1-model_v4.cif	6opo.cif
P01730	1-98	99-178	6opp	D	AF-P01730-F1-model_v4.cif	6opp.cif
P01730	1-98	99-178	6opq	D	AF-P01730-F1-model_v4.cif	6opq.cif
P01730	1-98	99-178	6qh6	F	AF-P01730-F1-model_v4.cif	6qh6.cif
P01730	1-98	99-178	6qh7	F	AF-P01730-F1-model_v4.cif	6qh7.cif
P01730	1-98	99-178	6u0l	D	AF-P01730-F1-model_v4.cif	6u0l.cif
P01730	1-98	99-178	6u0n	D	AF-P01730-F1-model_v4.cif	6u0n.cif
P01730	1-98	99-178	6uri	F	AF-P01730-F1-model_v4.cif	6uri.cif
P01730	1-98	99-178	6x5b	D	AF-P01730-F1-model_v4.cif	6x5b.cif
P01730	1-98	99-178	6x5c	C	AF-P01730-F1-model_v4.cif	6x5c.cif
P01730	1-98	99-178	7t0o	G	AF-P01730-F1-model_v4.cif	7t0o.cif
P01730	1-98	99-178	7t0r	C	AF-P01730-F1-model_v4.cif	7t0r.cif
P01730	1-98	99-178	7txd	G	AF-P01730-F1-model_v4.cif	7txd.cif
P01730	1-98	99-178	8d5c	E	AF-P01730-F1-model_v4.cif	8d5c.cif
P01730	1-98	99-178	8fyi	G	AF-P01730-F1-model_v4.cif	8fyi.cif
P01730	1-98	99-178	8fyj	G	AF-P01730-F1-model_v4.cif	8fyj.cif
P26882	19-183	214-370	1ihg	A	AF-P26882-F1-model_v4.cif	1ihg.cif
P26882	19-183	214-370	1iip	A	AF-P26882-F1-model_v4.cif	1iip.cif
P46680	13-335	342-615	1pgu	A	AF-P46680-F1-model_v4.cif	1pgu.cif
P46680	13-335	342-615	1pi6	A	AF-P46680-F1-model_v4.cif	1pi6.cif
Q8RR56	1-160	193-546	1gt9	A	AF-Q8RR56-F1-model_v4.cif	1gt9.cif
Q8RR56	1-160	193-546	1gtg	A	AF-Q8RR56-F1-model_v4.cif	1gtg.cif
Q8RR56	1-160	193-546	1gtj	A	AF-Q8RR56-F1-model_v4.cif	1gtj.cif
Q8RR56	1-160	193-546	1gtl	A	AF-Q8RR56-F1-model_v4.cif	1gtl.cif
Q8RR56	1-160	193-546	1t1e	A	AF-Q8RR56-F1-model_v4.cif	1t1e.cif
Q8RR56	1-160	193-546	1t1g	A	AF-Q8RR56-F1-model_v4.cif	1t1g.cif
Q8RR56	1-160	193-546	1t1i	A	AF-Q8RR56-F1-model_v4.cif	1t1i.cif
