uniprot,state,conformation,cluster,filename,uniref,taxonId,lineage_score
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_A0A6P8IWE9,6105,5
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_A0A4E0RHS8,6192,6
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_UPI00118078E0,375764,13
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_A0A183SD51,70667,6
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_UPI000D0A5FA4,74940,13
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_UPI0015AA838C,7936,13
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_UPI001ABE546C,8384,16
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_UPI0009959EB9,219809,6
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_UPI0011285AE6,194408,16
P21333,Autoinhibited,Closed,U10-002,P21333_U10-002.a3m,UniRef100_A0A1A8V632,105023,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A821CNI4,392032,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00085408FF,125878,16
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001F07CC8D,137520,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A674K3C0,2587831,17
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A4W4FTQ8,8005,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI000E6E3C87,7515,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A672NGR0,75366,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8C9W0N1,113540,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0022345B8F,80966,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A553RGU0,623744,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI002307C18F,50023,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A9D3RMZ5,7936,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0011C1404C,8175,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0008523A5B,456900,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001D075A2A,41139,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8B9HSM9,7994,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8B7ZDE2,133434,7
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001C585566,,0
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0020FFA3E8,,0
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A1I8MU93,7370,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8C2XZT6,9925,21
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI000BA82172,6850,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_H2ZJ12,51511,8
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0014867392,8103,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A7N6BCW0,64144,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00223CD7B8,685728,11
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001884C2A1,41117,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0008740651,217634,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A7R9RV70,509924,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI002013EDBE,75352,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A821LCP0,2762511,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A5E4NGN1,506608,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A3Q3W141,94237,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A6J0U6K4,103695,17
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00073D7ACC,743375,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001D02A603,32391,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001939EE6E,7725,8
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0015602596,,0
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00216646D0,2921223,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8D2LZX7,61221,17
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001BB2B282,7654,7
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00217F4585,133065,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_H2SI54,31033,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001A7EE73C,43689,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00143DA13A,2817044,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8C9U173,113540,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A4W5PGZ9,62062,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0021F51A56,63433,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_M3XIK7,7897,14
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001885C29C,161584,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A6I8RYT2,8364,16
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00223E1E76,109293,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001CFBE747,7888,15
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI000742BB00,28743,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0018868153,345164,17
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8B8FQW9,143950,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0015AA838C,7936,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A3Q1AZC9,80972,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001C4148D7,28829,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0010A5236A,299321,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8C4G639,299321,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A2K6K6B4,61621,26
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI000623A33A,83485,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A5S6R476,70415,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0009B3F720,43700,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI002033B12C,37344,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A4S2L3S3,147828,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A4E0RHS8,6192,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A3P9K1Q0,8090,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8D0GGW0,8508,17
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A3Q4BFM8,94237,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A7RNL3,45351,5
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A7I4YJK2,6289,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A6I8TQB8,7159,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0005AD024F,,0
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A094ZFZ8,6181,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8C4EIE9,13489,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00158C46BC,460826,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8D3DID2,52904,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A158QGS2,102285,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00232A1574,8262,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI0022473F88,6549,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A336KG17,179676,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI00093F12FC,8502,17
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A6M2DIQ9,163159,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_E4WPX6,34765,8
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_UPI001055A732,441366,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A564YL17,6216,6
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A8D3CQE7,52904,13
P21333,Autoinhibited,Closed,U100-004,P21333_U100-004.a3m,UniRef100_A0A6I8SVR4,8364,16
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00192F9D4C,88082,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001EAE863A,1437191,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A1A8VBG9,105023,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001F501A9D,7009,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000441ADCA,,0
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001F07E121,137520,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C4EP13,13489,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A672H3I6,181472,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A7L1ML60,125297,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001D081327,189513,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A914AH59,46514,7
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001478D677,473952,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A093TL76,9209,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A6J2QXT1,56716,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A2U9B9X2,52904,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000D181562,,0
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A3Q0QT62,61819,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0011C1BDDF,8175,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000443652A,13616,19
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8D1MAI2,9823,21
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000E46182F,205130,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A3Q3GD40,56723,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A671R682,1608454,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A6P5LFU3,38626,19
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A665TGG3,173247,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00189EB927,27675,20
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0005BC5FA8,2015173,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A7L1FCC1,73324,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A3S2LZP7,123683,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C5DT96,441366,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00223E504F,685728,11
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A5C6PBV3,31032,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8B9GU21,7994,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_H2UNS5,31033,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A6G1QT12,215402,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0006D8DD10,7897,14
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A0P7TZT7,113540,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C6Y1R2,35670,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001ED85AC3,75038,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000DF16228,8128,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A6I8Q566,8364,16
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A672H3I5,181472,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00189E1101,72105,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI002241D3FC,154827,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C4A7W4,299321,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00101A27B5,,0
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000CDFB7C1,8036,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0009B2E6C9,43700,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A2R5LLB1,34597,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_Q6DFR2,8364,16
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A0U1ZF16,10116,22
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C4SKE3,27687,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A665VC16,173247,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A7K9SNP9,1109041,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000771D71E,211228,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001FB6C3D5,48193,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A672ZQC4,375764,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A673MGS1,307959,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00234D9F82,13013,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A7J8HNK7,9407,21
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_G1R745,314295,26
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00211042FD,161590,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8V0ZY53,9031,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0015D0C6DB,8005,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A9D3QCW4,7932,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C5LTH7,445787,16
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A7N6B253,64144,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0014864C80,61156,22
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8D2IW46,61221,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A6J2VMB9,29144,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A673APX8,375764,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C2WGM1,8103,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A7K9B9D8,8790,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C3H9K6,8478,17
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001477679B,8010,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000622EA67,215358,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI00033395CC,9371,20
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8J5AA93,,0
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001EFFC673,7445,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0005961C79,13686,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI002147F3B1,116153,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0021F6085A,13489,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8B6ZGG4,1230840,20
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A9D3NHE7,337641,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A672QLE2,75366,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI000A2C0305,114398,6
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A1L8FLE4,8355,16
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A8C9RSU2,113540,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0018652465,118141,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI001C08E9B5,34773,13
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_A0A4W3JWV3,7868,11
P22681,Active,Open,U100-002,P22681_U100-002.a3m,UniRef100_UPI0004BE0D47,9798,21
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_A0A6J0VU42,314145,21
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_UPI00117D8E1D,375764,13
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_A0A3B3RBY9,1676925,13
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_UPI00148E63D7,8267,13
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_UPI001C41D8EA,28829,13
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_A0A8C5KNQ7,51337,22
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_UPI000C253312,7539,6
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_G3UJ47,9785,20
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_A0A3P9LJS5,8090,13
P22681,Active,Open,U10-004,P22681_U10-004.a3m,UniRef100_UPI001955B6E0,90988,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_A0A6P7JCJ2,210632,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_A0A6P8FYD5,7950,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_A0A553QM01,623744,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_A0A8V0ZY53,9031,17
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_UPI00234D9F82,13013,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_UPI001B3ABC4F,941984,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_UPI000CD61763,1676925,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_A0A1A8R821,451742,13
P22681,Active,Open,U10-000,P22681_U10-000.a3m,UniRef100_A0A3Q3G1T1,56723,13
P22681,Active,Open,018,P22681_018.a3m,UniRef100_UPI001C9BB5AA,935657,6
P22681,Active,Open,018,P22681_018.a3m,UniRef100_UPI001CB89623,396416,6
P22681,Active,Open,018,P22681_018.a3m,UniRef100_UPI00083C4941,516756,6
P22681,Active,Open,018,P22681_018.a3m,UniRef100_UPI0003DF4D3D,7462,6
P22681,Active,Open,018,P22681_018.a3m,UniRef100_UPI0014435A70,115081,6
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8D2D6E1,55149,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0004D09909,482537,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A9B0WI92,185453,20
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A1D8RB64,10185,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00148EA80C,93162,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00234D6D3E,9470,23
P22681,Active,Open,000,P22681_000.a3m,UniRef100_G1R745,314295,26
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A340X461,118797,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00189083B4,50954,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00189EB927,27675,20
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI001AF0185C,10036,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI002231B04B,9986,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A2U3Y7S8,9713,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A6P3F191,10160,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI001B34C91B,130825,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8I3MBU4,,0
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8D1MAI2,9823,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0003F08CF8,28737,20
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A6P4XJ69,,0
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0014864C80,61156,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00038C2A19,79684,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8B7T4S2,186990,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI001CFD6969,191870,19
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A673TGN0,37032,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI001263A257,9838,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A452DW08,9925,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00196AC3B5,143291,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A4X2K5N1,29139,19
P22681,Active,Open,000,P22681_000.a3m,UniRef100_L9KKE7,246437,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7J8EP97,27622,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_G3SZI9,9785,20
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00101721CF,34886,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI001E6828CC,9423,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7K8LB82,89386,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7L3LFJ4,2529409,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A6I8NXH0,9258,18
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8V0ZY53,9031,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A851THB0,1977171,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0004D04E38,482537,22
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7J8EPB3,27622,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8C3H9K6,8478,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A674IJS6,2587831,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A091GNK4,55661,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A6J0VU42,314145,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI001590E96F,8524,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00077157E2,9157,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7J7VGC0,51298,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A2K6FCY2,379532,23
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7K5PS66,107208,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0023023CF6,884348,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI00062AC693,,0
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0003316CB0,,0
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A2I0U7V1,8782,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8D0L825,8508,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8D0EAH3,1329912,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A1S3WC22,9365,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A099ZFP5,94827,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI0007A6DECA,291302,21
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7K9B9D8,8790,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7M4E8S7,8502,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI002026A58E,933632,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_UPI000462AACC,28377,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A3Q0GVG1,38654,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A7K5YQL7,2585816,17
P22681,Active,Open,000,P22681_000.a3m,UniRef100_A0A8D2IW46,61221,17
