uniprot	cluster	cf_filename	region_1	region_2	conformation	state	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
P53042	059	P53042_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	62.265	56.433	66.276
P53042	041	P53042_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	44.989	55.753	37.083
P53042	014	P53042_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	91.853	94.995	92.413
P53042	U10-006	P53042_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	92.028	94.668	92.895
P53042	U100-005	P53042_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.249	95.449	95.762
P53042	023	P53042_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	75.709	79.539	73.132
P53042	050	P53042_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	78.328	93.739	73.068
P53042	U100-008	P53042_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.299	95.37	95.696
P53042	027	P53042_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	82.122	89.666	79.261
P53042	045	P53042_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	86.822	92.965	86.657
P53042	019	P53042_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	53.207	61.151	48.735
P53042	010	P53042_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	66.327	84.633	56.049
P53042	U100-001	P53042_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.284	95.53	95.831
P53042	048	P53042_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	76.598	80.194	74.446
P53042	032	P53042_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	80.826	93.209	79.609
P53042	008	P53042_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	86.056	94.959	82.914
P53042	001	P53042_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	76.664	82.514	74.088
P53042	015	P53042_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	63.897	80.551	58.687
P53042	000	P53042_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	93.833	95.381	95.456
P53042	U100-009	P53042_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.331	95.313	95.757
P53042	049	P53042_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	28-129	495-499,200-494	Closed	Active	76.815	86.791	76.285
P53042	033	P53042_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	64.114	58.474	63.567
P53042	U10-003	P53042_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	91.75	94.888	91.987
P53042	055	P53042_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	72.849	61.501	76.772
P53042	051	P53042_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	79.489	90.462	76.122
P53042	022	P53042_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	53.46	89.472	37.068
P53042	009	P53042_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	67.935	61.952	69.669
P53042	058	P53042_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	64.276	57.661	67.992
P53042	026	P53042_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	68.776	93.527	60.767
P53042	044	P53042_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	89.929	94.118	90.98
P53042	U10-007	P53042_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	92.275	94.404	93.479
P53042	U100-000	P53042_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.349	95.3	95.665
P53042	018	P53042_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	28-129	495-499,200-494	Closed	Active	78.741	89.426	74.177
P53042	040	P53042_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	89.637	94.03	90.387
P53042	037	P53042_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	71.271	78.993	70.631
P53042	011	P53042_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	28-129	495-499,200-494	Closed	Active	79.921	88.161	76.256
P53042	004	P53042_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	53.65	77.323	42.301
P53042	U100-004	P53042_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.224	95.525	95.686
P53042	053	P53042_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	28-129	495-499,200-494	Closed	Active	66.667	73.268	64.043
P53042	U100-002	P53042_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.181	95.344	95.413
P53042	029	P53042_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	85.003	93.335	82.928
P53042	U10-001	P53042_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	83.909	94.737	80.288
P53042	002	P53042_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	91.016	94.46	91.226
P53042	013	P53042_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	48.048	69.612	35.08
P53042	017	P53042_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	54.875	72.687	48.275
P53042	031	P53042_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	69.172	53.029	72.388
P53042	057	P53042_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	67.91	61.439	71.812
P53042	038	P53042_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	70.462	66.857	70.898
P53042	035	P53042_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	55.252	78.557	42.163
P53042	U10-008	P53042_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	92.147	94.857	92.639
P53042	006	P53042_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	28-129	495-499,200-494	Closed	Active	59.648	73.961	53.55
P53042	020	P53042_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	63.928	52.901	68.309
P53042	042	P53042_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	72.333	77.48	69.228
P53042	046	P53042_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	81.8	94.125	77.133
P53042	U10-005	P53042_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	91.111	94.651	90.856
P53042	U100-006	P53042_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.246	95.311	95.631
P53042	024	P53042_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	67.486	70.113	67.274
P53042	060	P53042_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	81.505	94.229	76.909
P53042	007	P53042_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	89.444	94.117	89.051
P53042	U10-004	P53042_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	91.327	94.195	92.097
P53042	003	P53042_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	79.667	74.316	80.182
P53042	012	P53042_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	66.839	62.348	67.286
P53042	052	P53042_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	54.636	77.272	43.555
P53042	034	P53042_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	79.655	82.213	79.0
P53042	043	P53042_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	64.193	61.297	62.579
P53042	U100-007	P53042_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	94.395	95.318	95.822
P53042	025	P53042_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	51.8	76.743	38.91
P53042	028	P53042_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	52.109	75.781	41.316
P53042	056	P53042_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	75.453	90.287	75.996
P53042	021	P53042_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	87.573	94.623	86.472
P53042	030	P53042_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28-129	495-499,200-494	Closed	Active	75.806	66.066	81.589
P53042	039	P53042_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	88.44	94.203	89.351
P53042	U100-003	P53042_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	93.886	95.137	95.231
P53042	U10-000	P53042_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	91.367	94.352	91.805
P53042	U10-009	P53042_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28-129	495-499,200-494	Closed	Active	92.713	94.446	94.106
P53042	047	P53042_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	28-129	495-499,200-494	Closed	Active	56.734	62.644	54.687
P53042	016	P53042_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	28-129	495-499,200-494	Closed	Active	50.268	78.959	35.601
Q96BN8	016	Q96BN8_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	61.352	42.465	69.52
Q96BN8	028	Q96BN8_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	55.688	50.159	64.056
Q96BN8	034	Q96BN8_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	52.736	61.623	55.719
Q96BN8	025	Q96BN8_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	61.552	39.831	71.445
Q96BN8	U100-007	Q96BN8_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.007	95.141	95.289
Q96BN8	021	Q96BN8_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	59.933	36.729	68.916
Q96BN8	003	Q96BN8_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	53.53	35.985	58.644
Q96BN8	U10-000	Q96BN8_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	80.374	90.655	90.438
Q96BN8	030	Q96BN8_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	53.118	31.52	62.351
Q96BN8	012	Q96BN8_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	56.572	61.591	61.765
Q96BN8	U100-003	Q96BN8_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.275	94.829	94.936
Q96BN8	007	Q96BN8_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	44.816	49.833	50.822
Q96BN8	U10-004	Q96BN8_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	79.065	91.894	88.279
Q96BN8	U10-009	Q96BN8_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	79.139	90.626	90.352
Q96BN8	020	Q96BN8_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	59.113	49.248	65.418
Q96BN8	U100-002	Q96BN8_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.997	95.165	95.457
Q96BN8	035	Q96BN8_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	60.986	70.512	69.83
Q96BN8	013	Q96BN8_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	70.421	81.528	79.34
Q96BN8	002	Q96BN8_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	47.685	54.916	50.369
Q96BN8	029	Q96BN8_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	55.294	38.204	61.785
Q96BN8	031	Q96BN8_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	51.311	28.412	57.31
Q96BN8	024	Q96BN8_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	57.527	48.247	69.766
Q96BN8	U100-006	Q96BN8_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.493	94.906	94.981
Q96BN8	017	Q96BN8_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	55.179	48.715	68.398
Q96BN8	006	Q96BN8_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	51.22	62.44	53.51
Q96BN8	U10-008	Q96BN8_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	79.945	89.677	89.16
Q96BN8	U10-001	Q96BN8_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	83.418	93.143	93.2
Q96BN8	U10-005	Q96BN8_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	79.96	91.572	91.47
Q96BN8	004	Q96BN8_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	46.921	51.818	49.749
Q96BN8	009	Q96BN8_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	51.463	46.321	61.301
Q96BN8	018	Q96BN8_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	54.933	43.402	65.909
Q96BN8	011	Q96BN8_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	56.989	56.388	57.999
Q96BN8	000	Q96BN8_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	57.394	55.594	69.515
Q96BN8	U100-000	Q96BN8_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.356	95.025	95.265
Q96BN8	U10-007	Q96BN8_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	83.693	95.097	94.281
Q96BN8	U100-004	Q96BN8_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	85.955	95.293	94.939
Q96BN8	U10-003	Q96BN8_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	83.934	94.514	92.419
Q96BN8	033	Q96BN8_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	61.641	55.985	72.812
Q96BN8	026	Q96BN8_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	60.084	32.314	70.171
Q96BN8	U100-009	Q96BN8_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.96	94.595	95.101
Q96BN8	022	Q96BN8_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	54.031	29.385	65.866
Q96BN8	015	Q96BN8_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	58.805	36.064	71.333
Q96BN8	008	Q96BN8_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	52.496	53.589	65.612
Q96BN8	U10-002	Q96BN8_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	77.587	82.004	87.467
Q96BN8	U100-001	Q96BN8_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.573	94.406	95.047
Q96BN8	U100-005	Q96BN8_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.748	95.146	95.213
Q96BN8	014	Q96BN8_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	60.745	39.124	69.021
Q96BN8	U100-008	Q96BN8_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	84.091	94.657	94.867
Q96BN8	027	Q96BN8_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	58.862	54.09	66.793
Q96BN8	032	Q96BN8_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	57.913	54.369	65.706
Q96BN8	019	Q96BN8_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	71.93	83.286	80.0
Q96BN8	U10-006	Q96BN8_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	81.938	92.341	91.227
Q96BN8	005	Q96BN8_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	58.234	45.672	68.745
Q96BN8	036	Q96BN8_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	45.853	49.823	51.511
Q96BN8	023	Q96BN8_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	59.851	32.555	66.288
Q96BN8	010	Q96BN8_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	53.225	47.751	65.104
Q96BN8	001	Q96BN8_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	330-340	129-341	Closed	Autoinhibited	58.022	43.577	68.164
Q6GQQ9	U10-008	Q6GQQ9_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	47.418	41.314	54.235
Q6GQQ9	U10-005	Q6GQQ9_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	187-193	194-365	Closed	Active	47.787	26.84	59.956
Q6GQQ9	U100-003	Q6GQQ9_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	187-193	194-365	Closed	Active	54.039	36.398	62.893
Q6GQQ9	012	Q6GQQ9_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	43.535	30.198	46.965
Q6GQQ9	003	Q6GQQ9_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	41.855	41.641	52.955
Q6GQQ9	U100-007	Q6GQQ9_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	51.631	27.348	59.251
Q6GQQ9	007	Q6GQQ9_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	43.2	35.1	52.505
Q6GQQ9	021	Q6GQQ9_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	42.736	38.834	50.47
Q6GQQ9	U10-001	Q6GQQ9_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	45.033	30.681	46.551
Q6GQQ9	016	Q6GQQ9_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	44.455	40.739	53.332
Q6GQQ9	017	Q6GQQ9_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	46.253	30.385	48.891
Q6GQQ9	020	Q6GQQ9_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	43.709	38.564	53.693
Q6GQQ9	U10-009	Q6GQQ9_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	47.149	29.805	57.616
Q6GQQ9	002	Q6GQQ9_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	187-193	194-365	Closed	Active	41.029	31.813	40.4
Q6GQQ9	U10-004	Q6GQQ9_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	187-193	194-365	Closed	Active	46.903	33.47	58.407
Q6GQQ9	U10-000	Q6GQQ9_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	43.769	38.172	49.254
Q6GQQ9	013	Q6GQQ9_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	44.491	41.185	53.132
Q6GQQ9	U100-006	Q6GQQ9_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	65.804	78.236	91.422
Q6GQQ9	006	Q6GQQ9_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	42.261	36.867	47.761
Q6GQQ9	U100-002	Q6GQQ9_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	56.196	31.006	72.761
Q6GQQ9	U100-004	Q6GQQ9_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	187-193	194-365	Closed	Active	65.752	71.061	90.489
Q6GQQ9	U10-002	Q6GQQ9_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	187-193	194-365	Closed	Active	45.409	35.981	51.154
Q6GQQ9	000	Q6GQQ9_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	44.51	47.562	47.113
Q6GQQ9	015	Q6GQQ9_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	43.349	44.355	53.608
Q6GQQ9	018	Q6GQQ9_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	187-193	194-365	Closed	Active	43.873	48.913	45.99
Q6GQQ9	U10-006	Q6GQQ9_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	187-193	194-365	Closed	Active	52.032	32.889	61.923
Q6GQQ9	022	Q6GQQ9_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	187-193	194-365	Closed	Active	42.746	36.599	51.562
