uniprot	pdb	cluster	region_1	region_2	complex_rmsd	1.0_aligned	1.0_comp	1.1_aligned	1.1_comp	1.2_aligned	1.2_comp	2.0_aligned	2.0_comp	2.1_aligned	2.1_comp	2.2_aligned	2.2_comp	2.3_aligned	2.3_comp	1_aligned	1_comp	2_aligned	2_comp	state	conformation
P62826	5uws	U100-000	179-216	10-169	12.553	13.407	59.195	0	0	0	0	1.498	30.801	0	0	0	0	0	0	13.407	59.195	1.498	30.801	nan	Open
P62826	5uws	004	179-216	10-169	9.686	10.212	13.624	0	0	0	0	2.348	23.148	0	0	0	0	0	0	10.212	13.624	2.348	23.148	nan	Open
P62826	5uws	002	179-216	10-169	17.802	9.906	41.989	0	0	0	0	2.216	43.221	0	0	0	0	0	0	9.906	41.989	2.216	43.221	nan	Open
P62826	5uws	009	179-216	10-169	16.552	7.382	28.098	0	0	0	0	2.94	40.345	0	0	0	0	0	0	7.382	28.098	2.94	40.345	nan	Open
P62826	5uws	001	179-216	10-169	10.584	10.538	52.042	0	0	0	0	2.14	25.791	0	0	0	0	0	0	10.538	52.042	2.14	25.791	nan	Open
P62826	5uws	007	179-216	10-169	18.884	8.905	28.94	0	0	0	0	6.062	43.793	0	0	0	0	0	0	8.905	28.94	6.062	43.793	nan	Open
P62826	5uws	U10-000	179-216	10-169	17.105	9.862	68.266	0	0	0	0	2.181	42.173	0	0	0	0	0	0	9.862	68.266	2.181	42.173	nan	Open
P62826	5uwt	008	179-216	10-169	12.801	8.147	25.913	0	0	0	0	10.573	37.545	0	0	0	0	0	0	8.147	25.913	10.573	37.545	nan	Open
P62826	5uwt	003	179-216	10-169	14.281	9.563	28.704	0	0	0	0	3.079	33.907	0	0	0	0	0	0	9.563	28.704	3.079	33.907	nan	Open
P62826	5uwt	006	179-216	10-169	13.062	8.712	24.734	0	0	0	0	13.176	20.287	0	0	0	0	0	0	8.712	24.734	13.176	20.287	nan	Open
P62826	5uwt	000	179-216	10-169	13.062	9.491	60.7	0	0	0	0	1.76	31.406	0	0	0	0	0	0	9.491	60.7	1.76	31.406	nan	Open
P62826	5uwt	005	179-216	10-169	16.745	7.738	28.684	0	0	0	0	2.619	40.153	0	0	0	0	0	0	7.738	28.684	2.619	40.153	nan	Open
P62826	5uwt	U100-000	179-216	10-169	12.678	12.792	58.728	0	0	0	0	1.497	30.466	0	0	0	0	0	0	12.792	58.728	1.497	30.466	nan	Open
P62826	5uwt	004	179-216	10-169	9.891	9.438	19.156	0	0	0	0	2.342	23.18	0	0	0	0	0	0	9.438	19.156	2.342	23.18	nan	Open
P62826	5uwt	002	179-216	10-169	18.088	9.826	42.105	0	0	0	0	2.255	42.975	0	0	0	0	0	0	9.826	42.105	2.255	42.975	nan	Open
P62826	5uwt	009	179-216	10-169	16.96	7.413	28.393	0	0	0	0	2.889	40.476	0	0	0	0	0	0	7.413	28.393	2.889	40.476	nan	Open
P62826	5uwt	001	179-216	10-169	10.527	10.205	50.824	0	0	0	0	2.112	25.107	0	0	0	0	0	0	10.205	50.824	2.112	25.107	nan	Open
P62826	5uwt	007	179-216	10-169	19.66	8.818	30.062	0	0	0	0	6.042	44.919	0	0	0	0	0	0	8.818	30.062	6.042	44.919	nan	Open
P62826	5uwt	U10-000	179-216	10-169	17.173	9.724	68.49	0	0	0	0	2.213	41.412	0	0	0	0	0	0	9.724	68.49	2.213	41.412	nan	Open
P62826	5uwu	008	179-216	10-169	12.793	8.188	25.901	0	0	0	0	10.576	37.482	0	0	0	0	0	0	8.188	25.901	10.576	37.482	nan	Open
P62826	5uwu	003	179-216	10-169	14.239	9.582	28.597	0	0	0	0	3.073	33.788	0	0	0	0	0	0	9.582	28.597	3.073	33.788	nan	Open
P62826	5uwu	006	179-216	10-169	13.042	8.741	24.533	0	0	0	0	13.159	20.245	0	0	0	0	0	0	8.741	24.533	13.159	20.245	nan	Open
P62826	5uwu	000	179-216	10-169	13.095	9.456	60.163	0	0	0	0	1.752	31.496	0	0	0	0	0	0	9.456	60.163	1.752	31.496	nan	Open
P62826	5uwu	005	179-216	10-169	16.717	7.768	28.97	0	0	0	0	2.596	40.074	0	0	0	0	0	0	7.768	28.97	2.596	40.074	nan	Open
P62826	5uwu	U100-000	179-216	10-169	12.679	12.782	58.614	0	0	0	0	1.476	30.474	0	0	0	0	0	0	12.782	58.614	1.476	30.474	nan	Open
P62826	5uwu	004	179-216	10-169	9.847	9.702	16.861	0	0	0	0	2.307	23.052	0	0	0	0	0	0	9.702	16.861	2.307	23.052	nan	Open
P62826	5uwu	002	179-216	10-169	18.109	9.84	41.852	0	0	0	0	2.25	43.029	0	0	0	0	0	0	9.84	41.852	2.25	43.029	nan	Open
P62826	5uwu	009	179-216	10-169	16.91	7.427	28.201	0	0	0	0	2.886	40.339	0	0	0	0	0	0	7.427	28.201	2.886	40.339	nan	Open
P62826	5uwu	001	179-216	10-169	10.542	10.241	50.96	0	0	0	0	2.078	25.128	0	0	0	0	0	0	10.241	50.96	2.078	25.128	nan	Open
P62826	5uwu	007	179-216	10-169	19.641	8.849	30.101	0	0	0	0	6.049	44.884	0	0	0	0	0	0	8.849	30.101	6.049	44.884	nan	Open
P62826	5uwu	U10-000	179-216	10-169	17.21	9.745	68.457	0	0	0	0	2.194	41.49	0	0	0	0	0	0	9.745	68.457	2.194	41.49	nan	Open
P62826	5uww	008	179-216	10-169	12.747	8.285	25.377	0	0	0	0	10.571	37.418	0	0	0	0	0	0	8.285	25.377	10.571	37.418	nan	Open
P62826	5uww	003	179-216	10-169	14.021	9.467	27.543	0	0	0	0	3.077	33.987	0	0	0	0	0	0	9.467	27.543	3.077	33.987	nan	Open
P62826	5uww	006	179-216	10-169	13.064	8.851	24.143	0	0	0	0	13.144	20.561	0	0	0	0	0	0	8.851	24.143	13.144	20.561	nan	Open
P62826	5uww	000	179-216	10-169	13.059	9.231	56.643	0	0	0	0	1.752	32.113	0	0	0	0	0	0	9.231	56.643	1.752	32.113	nan	Open
P62826	5uww	005	179-216	10-169	16.371	7.9	27.383	0	0	0	0	2.6	40.125	0	0	0	0	0	0	7.9	27.383	2.6	40.125	nan	Open
P62826	5uww	U100-000	179-216	10-169	12.563	13.658	60.249	0	0	0	0	1.47	30.875	0	0	0	0	0	0	13.658	60.249	1.47	30.875	nan	Open
P62826	5uww	004	179-216	10-169	9.699	10.355	13.489	0	0	0	0	2.296	23.206	0	0	0	0	0	0	10.355	13.489	2.296	23.206	nan	Open
P62826	5uww	002	179-216	10-169	17.834	10.017	42.194	0	0	0	0	2.246	43.245	0	0	0	0	0	0	10.017	42.194	2.246	43.245	nan	Open
P62826	5uww	009	179-216	10-169	16.545	7.475	27.849	0	0	0	0	2.895	40.33	0	0	0	0	0	0	7.475	27.849	2.895	40.33	nan	Open
P62826	5uww	001	179-216	10-169	10.561	10.338	50.117	0	0	0	0	2.079	25.771	0	0	0	0	0	0	10.338	50.117	2.079	25.771	nan	Open
P62826	5uww	007	179-216	10-169	18.92	9.004	29.548	0	0	0	0	6.035	43.938	0	0	0	0	0	0	9.004	29.548	6.035	43.938	nan	Open
P62826	5uww	U10-000	179-216	10-169	17.103	9.645	66.321	0	0	0	0	2.182	42.173	0	0	0	0	0	0	9.645	66.321	2.182	42.173	nan	Open
P62826	5yro	008	179-216	10-169	12.614	8.062	26.665	0	0	0	0	10.577	36.822	0	0	0	0	0	0	8.062	26.665	10.577	36.822	nan	Open
P62826	5yro	003	179-216	10-169	13.892	9.282	29.037	0	0	0	0	3.1	33.33	0	0	0	0	0	0	9.282	29.037	3.1	33.33	nan	Open
P62826	5yro	006	179-216	10-169	13.072	8.683	27.514	0	0	0	0	13.163	19.642	0	0	0	0	0	0	8.683	27.514	13.163	19.642	nan	Open
P62826	5yro	000	179-216	10-169	13.274	9.352	62.773	0	0	0	0	1.843	32.326	0	0	0	0	0	0	9.352	62.773	1.843	32.326	nan	Open
P62826	5yro	005	179-216	10-169	16.286	8.081	31.7	0	0	0	0	2.633	39.541	0	0	0	0	0	0	8.081	31.7	2.633	39.541	nan	Open
P62826	5yro	U100-000	179-216	10-169	12.335	11.567	55.927	0	0	0	0	1.56	30.079	0	0	0	0	0	0	11.567	55.927	1.56	30.079	nan	Open
P62826	5yro	004	179-216	10-169	9.794	9.897	30.974	0	0	0	0	2.36	23.215	0	0	0	0	0	0	9.897	30.974	2.36	23.215	nan	Open
P62826	5yro	002	179-216	10-169	17.689	9.635	44.811	0	0	0	0	2.269	42.402	0	0	0	0	0	0	9.635	44.811	2.269	42.402	nan	Open
P62826	5yro	009	179-216	10-169	16.686	7.195	28.564	0	0	0	0	2.933	40.35	0	0	0	0	0	0	7.195	28.564	2.933	40.35	nan	Open
P62826	5yro	001	179-216	10-169	10.554	10.07	53.444	0	0	0	0	2.15	25.456	0	0	0	0	0	0	10.07	53.444	2.15	25.456	nan	Open
P62826	5yro	007	179-216	10-169	18.99	9.123	32.866	0	0	0	0	6.059	43.82	0	0	0	0	0	0	9.123	32.866	6.059	43.82	nan	Open
P62826	5yro	U10-000	179-216	10-169	17.287	9.446	69.002	0	0	0	0	2.228	42.236	0	0	0	0	0	0	9.446	69.002	2.228	42.236	nan	Open
P62826	5yst	008	179-216	10-169	12.783	8.673	22.966	0	0	0	0	10.567	37.636	0	0	0	0	0	0	8.673	22.966	10.567	37.636	nan	Open
P62826	5yst	003	179-216	10-169	14.175	9.413	22.037	0	0	0	0	3.097	34.054	0	0	0	0	0	0	9.413	22.037	3.097	34.054	nan	Open
P62826	5yst	006	179-216	10-169	13.025	9.126	20.237	0	0	0	0	13.148	20.562	0	0	0	0	0	0	9.126	20.237	13.148	20.562	nan	Open
P62826	5yst	000	179-216	10-169	13.109	9.476	50.334	0	0	0	0	1.749	31.915	0	0	0	0	0	0	9.476	50.334	1.749	31.915	nan	Open
P62826	5yst	005	179-216	10-169	16.582	8.252	27.327	0	0	0	0	2.62	40.196	0	0	0	0	0	0	8.252	27.327	2.62	40.196	nan	Open
P62826	5yst	U100-000	179-216	10-169	12.643	12.651	56.137	0	0	0	0	1.511	30.748	0	0	0	0	0	0	12.651	56.137	1.511	30.748	nan	Open
P62826	5yst	004	179-216	10-169	9.745	10.414	13.325	0	0	0	0	2.32	23.051	0	0	0	0	0	0	10.414	13.325	2.32	23.051	nan	Open
P62826	5yst	002	179-216	10-169	18.091	10.115	36.651	0	0	0	0	2.241	43.391	0	0	0	0	0	0	10.115	36.651	2.241	43.391	nan	Open
P62826	5yst	009	179-216	10-169	16.692	7.77	27.029	0	0	0	0	2.888	40.281	0	0	0	0	0	0	7.77	27.029	2.888	40.281	nan	Open
P62826	5yst	001	179-216	10-169	10.575	10.039	41.37	0	0	0	0	2.115	25.462	0	0	0	0	0	0	10.039	41.37	2.115	25.462	nan	Open
P62826	5yst	007	179-216	10-169	19.273	9.738	27.538	0	0	0	0	6.061	44.387	0	0	0	0	0	0	9.738	27.538	6.061	44.387	nan	Open
P62826	5yst	U10-000	179-216	10-169	17.208	9.646	60.615	0	0	0	0	2.176	42.055	0	0	0	0	0	0	9.646	60.615	2.176	42.055	nan	Open
P62826	5ysu	008	179-216	10-169	12.783	8.637	23.11	0	0	0	0	10.569	37.597	0	0	0	0	0	0	8.637	23.11	10.569	37.597	nan	Open
P62826	5ysu	003	179-216	10-169	14.161	9.405	21.956	0	0	0	0	3.096	33.941	0	0	0	0	0	0	9.405	21.956	3.096	33.941	nan	Open
P62826	5ysu	006	179-216	10-169	13.053	9.133	20.309	0	0	0	0	13.154	20.481	0	0	0	0	0	0	9.133	20.309	13.154	20.481	nan	Open
P62826	5ysu	000	179-216	10-169	13.107	9.467	50.604	0	0	0	0	1.801	31.862	0	0	0	0	0	0	9.467	50.604	1.801	31.862	nan	Open
P62826	5ysu	005	179-216	10-169	16.523	8.273	27.191	0	0	0	0	2.631	40.049	0	0	0	0	0	0	8.273	27.191	2.631	40.049	nan	Open
P62826	5ysu	U100-000	179-216	10-169	12.634	12.484	55.683	0	0	0	0	1.523	30.73	0	0	0	0	0	0	12.484	55.683	1.523	30.73	nan	Open
P62826	5ysu	004	179-216	10-169	9.793	10.4	13.431	0	0	0	0	2.364	23.147	0	0	0	0	0	0	10.4	13.431	2.364	23.147	nan	Open
P62826	5ysu	002	179-216	10-169	17.994	10.105	36.306	0	0	0	0	2.253	43.102	0	0	0	0	0	0	10.105	36.306	2.253	43.102	nan	Open
P62826	5ysu	009	179-216	10-169	16.687	7.768	27.058	0	0	0	0	2.908	40.246	0	0	0	0	0	0	7.768	27.058	2.908	40.246	nan	Open
P62826	5ysu	001	179-216	10-169	10.575	10.009	40.517	0	0	0	0	2.147	25.451	0	0	0	0	0	0	10.009	40.517	2.147	25.451	nan	Open
P62826	5ysu	007	179-216	10-169	19.206	9.694	27.467	0	0	0	0	6.042	44.235	0	0	0	0	0	0	9.694	27.467	6.042	44.235	nan	Open
P62826	5ysu	U10-000	179-216	10-169	17.168	9.627	60.795	0	0	0	0	2.212	41.896	0	0	0	0	0	0	9.627	60.795	2.212	41.896	nan	Open
P62826	5ytb	008	179-216	10-169	12.62	8.028	24.163	0	0	0	0	10.58	36.675	0	0	0	0	0	0	8.028	24.163	10.58	36.675	nan	Open
P62826	5ytb	003	179-216	10-169	13.686	9.04	26.249	0	0	0	0	3.118	33.027	0	0	0	0	0	0	9.04	26.249	3.118	33.027	nan	Open
P62826	5ytb	006	179-216	10-169	13.092	8.619	23.096	0	0	0	0	13.158	19.816	0	0	0	0	0	0	8.619	23.096	13.158	19.816	nan	Open
P62826	5ytb	000	179-216	10-169	13.07	9.114	58.615	0	0	0	0	1.86	32.02	0	0	0	0	0	0	9.114	58.615	1.86	32.02	nan	Open
P62826	5ytb	005	179-216	10-169	16.054	7.758	26.332	0	0	0	0	2.665	39.226	0	0	0	0	0	0	7.758	26.332	2.665	39.226	nan	Open
P62826	5ytb	U100-000	179-216	10-169	12.357	12.406	56.35	0	0	0	0	1.585	30.272	0	0	0	0	0	0	12.406	56.35	1.585	30.272	nan	Open
P62826	5ytb	004	179-216	10-169	9.654	9.36	19.392	0	0	0	0	2.374	23.015	0	0	0	0	0	0	9.36	19.392	2.374	23.015	nan	Open
P62826	5ytb	002	179-216	10-169	17.55	9.759	42.168	0	0	0	0	2.279	42.329	0	0	0	0	0	0	9.759	42.168	2.279	42.329	nan	Open
P62826	5ytb	009	179-216	10-169	16.496	7.564	28.537	0	0	0	0	2.938	40.112	0	0	0	0	0	0	7.564	28.537	2.938	40.112	nan	Open
P62826	5ytb	001	179-216	10-169	10.531	9.893	49.408	0	0	0	0	2.187	25.558	0	0	0	0	0	0	9.893	49.408	2.187	25.558	nan	Open
P62826	5ytb	007	179-216	10-169	18.93	8.756	28.515	0	0	0	0	6.063	43.944	0	0	0	0	0	0	8.756	28.515	6.063	43.944	nan	Open
P62826	5ytb	U10-000	179-216	10-169	17.015	9.296	65.751	0	0	0	0	2.255	41.849	0	0	0	0	0	0	9.296	65.751	2.255	41.849	nan	Open
P62826	5zpu	008	179-216	10-169	12.491	8.321	25.106	0	0	0	0	10.559	36.579	0	0	0	0	0	0	8.321	25.106	10.559	36.579	nan	Open
P62826	5zpu	003	179-216	10-169	13.207	9.192	21.137	0	0	0	0	3.125	33.949	0	0	0	0	0	0	9.192	21.137	3.125	33.949	nan	Open
P62826	5zpu	006	179-216	10-169	13.161	8.892	24.727	0	0	0	0	13.108	20.978	0	0	0	0	0	0	8.892	24.727	13.108	20.978	nan	Open
P62826	5zpu	000	179-216	10-169	13.151	11.069	68.157	0	0	0	0	1.79	34.31	0	0	0	0	0	0	11.069	68.157	1.79	34.31	nan	Open
P62826	5zpu	005	179-216	10-169	15.277	8.039	25.854	0	0	0	0	2.618	39.708	0	0	0	0	0	0	8.039	25.854	2.618	39.708	nan	Open
P62826	5zpu	U100-000	179-216	10-169	12.265	13.574	58.178	0	0	0	0	1.51	32.039	0	0	0	0	0	0	13.574	58.178	1.51	32.039	nan	Open
P62826	5zpu	004	179-216	10-169	9.214	9.894	15.935	0	0	0	0	2.379	23.308	0	0	0	0	0	0	9.894	15.935	2.379	23.308	nan	Open
P62826	5zpu	002	179-216	10-169	17.135	10.215	44.616	0	0	0	0	2.238	43.798	0	0	0	0	0	0	10.215	44.616	2.238	43.798	nan	Open
P62826	5zpu	009	179-216	10-169	15.456	7.257	28.701	0	0	0	0	2.935	39.943	0	0	0	0	0	0	7.257	28.701	2.935	39.943	nan	Open
P62826	5zpu	001	179-216	10-169	10.761	12.262	60.0	0	0	0	0	2.116	27.869	0	0	0	0	0	0	12.262	60.0	2.116	27.869	nan	Open
P62826	5zpu	007	179-216	10-169	16.885	9.546	25.752	0	0	0	0	6.056	40.912	0	0	0	0	0	0	9.546	25.752	6.056	40.912	nan	Open
P62826	5zpu	U10-000	179-216	10-169	17.027	11.35	74.474	0	0	0	0	2.228	44.512	0	0	0	0	0	0	11.35	74.474	2.228	44.512	nan	Open
P62826	6a38	008	179-216	10-169	12.624	8.169	24.356	0	0	0	0	10.581	36.83	0	0	0	0	0	0	8.169	24.356	10.581	36.83	nan	Open
P62826	6a38	003	179-216	10-169	13.711	9.207	26.613	0	0	0	0	3.091	33.203	0	0	0	0	0	0	9.207	26.613	3.091	33.203	nan	Open
P62826	6a38	006	179-216	10-169	13.104	8.738	23.254	0	0	0	0	13.14	19.847	0	0	0	0	0	0	8.738	23.254	13.14	19.847	nan	Open
P62826	6a38	000	179-216	10-169	12.988	9.426	60.109	0	0	0	0	1.792	31.931	0	0	0	0	0	0	9.426	60.109	1.792	31.931	nan	Open
P62826	6a38	005	179-216	10-169	16.088	7.854	26.863	0	0	0	0	2.625	39.385	0	0	0	0	0	0	7.854	26.863	2.625	39.385	nan	Open
P62826	6a38	U100-000	179-216	10-169	12.349	12.995	58.416	0	0	0	0	1.522	30.362	0	0	0	0	0	0	12.995	58.416	1.522	30.362	nan	Open
P62826	6a38	004	179-216	10-169	9.638	9.489	19.513	0	0	0	0	2.349	23.018	0	0	0	0	0	0	9.489	19.513	2.349	23.018	nan	Open
P62826	6a38	002	179-216	10-169	17.555	9.895	42.09	0	0	0	0	2.288	42.543	0	0	0	0	0	0	9.895	42.09	2.288	42.543	nan	Open
P62826	6a38	009	179-216	10-169	16.491	7.612	28.261	0	0	0	0	2.904	40.194	0	0	0	0	0	0	7.612	28.261	2.904	40.194	nan	Open
P62826	6a38	001	179-216	10-169	10.445	10.144	50.419	0	0	0	0	2.114	25.427	0	0	0	0	0	0	10.144	50.419	2.114	25.427	nan	Open
P62826	6a38	007	179-216	10-169	18.951	8.898	28.512	0	0	0	0	6.049	44.195	0	0	0	0	0	0	8.898	28.512	6.049	44.195	nan	Open
P62826	6a38	U10-000	179-216	10-169	16.946	9.729	68.063	0	0	0	0	2.239	41.846	0	0	0	0	0	0	9.729	68.063	2.239	41.846	nan	Open
P62826	6a3a	008	179-216	10-169	12.627	8.204	24.369	0	0	0	0	10.57	36.791	0	0	0	0	0	0	8.204	24.369	10.57	36.791	nan	Open
P62826	6a3a	003	179-216	10-169	13.732	9.271	26.806	0	0	0	0	3.076	33.203	0	0	0	0	0	0	9.271	26.806	3.076	33.203	nan	Open
P62826	6a3a	006	179-216	10-169	13.134	8.798	22.747	0	0	0	0	13.145	19.93	0	0	0	0	0	0	8.798	22.747	13.145	19.93	nan	Open
P62826	6a3a	000	179-216	10-169	12.973	9.447	59.728	0	0	0	0	1.733	31.89	0	0	0	0	0	0	9.447	59.728	1.733	31.89	nan	Open
P62826	6a3a	005	179-216	10-169	16.102	7.775	27.466	0	0	0	0	2.608	39.424	0	0	0	0	0	0	7.775	27.466	2.608	39.424	nan	Open
P62826	6a3a	U100-000	179-216	10-169	12.385	12.598	57.076	0	0	0	0	1.488	30.427	0	0	0	0	0	0	12.598	57.076	1.488	30.427	nan	Open
P62826	6a3a	004	179-216	10-169	9.65	9.546	19.311	0	0	0	0	2.324	23.028	0	0	0	0	0	0	9.546	19.311	2.324	23.028	nan	Open
P62826	6a3a	002	179-216	10-169	17.588	9.946	41.424	0	0	0	0	2.227	42.574	0	0	0	0	0	0	9.946	41.424	2.227	42.574	nan	Open
P62826	6a3a	009	179-216	10-169	16.488	7.642	28.196	0	0	0	0	2.862	40.172	0	0	0	0	0	0	7.642	28.196	2.862	40.172	nan	Open
P62826	6a3a	001	179-216	10-169	10.473	10.082	49.393	0	0	0	0	2.091	25.536	0	0	0	0	0	0	10.082	49.393	2.091	25.536	nan	Open
P62826	6a3a	007	179-216	10-169	18.948	8.932	28.368	0	0	0	0	6.091	44.181	0	0	0	0	0	0	8.932	28.368	6.091	44.181	nan	Open
P62826	6a3a	U10-000	179-216	10-169	16.933	9.743	67.947	0	0	0	0	2.165	41.782	0	0	0	0	0	0	9.743	67.947	2.165	41.782	nan	Open
P62826	6a3b	008	179-216	10-169	12.642	8.168	24.467	0	0	0	0	10.576	36.93	0	0	0	0	0	0	8.168	24.467	10.576	36.93	nan	Open
P62826	6a3b	003	179-216	10-169	13.764	9.162	26.588	0	0	0	0	3.091	33.292	0	0	0	0	0	0	9.162	26.588	3.091	33.292	nan	Open
P62826	6a3b	006	179-216	10-169	13.123	8.767	22.728	0	0	0	0	13.121	20.082	0	0	0	0	0	0	8.767	22.728	13.121	20.082	nan	Open
P62826	6a3b	000	179-216	10-169	13.001	9.374	59.47	0	0	0	0	1.786	31.959	0	0	0	0	0	0	9.374	59.47	1.786	31.959	nan	Open
P62826	6a3b	005	179-216	10-169	16.148	7.807	27.023	0	0	0	0	2.624	39.551	0	0	0	0	0	0	7.807	27.023	2.624	39.551	nan	Open
P62826	6a3b	U100-000	179-216	10-169	12.429	12.441	56.751	0	0	0	0	1.509	30.555	0	0	0	0	0	0	12.441	56.751	1.509	30.555	nan	Open
P62826	6a3b	004	179-216	10-169	9.625	9.528	19.276	0	0	0	0	2.351	22.978	0	0	0	0	0	0	9.528	19.276	2.351	22.978	nan	Open
P62826	6a3b	002	179-216	10-169	17.646	9.905	41.326	0	0	0	0	2.278	42.738	0	0	0	0	0	0	9.905	41.326	2.278	42.738	nan	Open
P62826	6a3b	009	179-216	10-169	16.49	7.638	28.322	0	0	0	0	2.907	40.192	0	0	0	0	0	0	7.638	28.322	2.907	40.192	nan	Open
P62826	6a3b	001	179-216	10-169	10.496	9.977	48.698	0	0	0	0	2.114	25.654	0	0	0	0	0	0	9.977	48.698	2.114	25.654	nan	Open
P62826	6a3b	007	179-216	10-169	19.0	8.917	28.511	0	0	0	0	6.046	44.279	0	0	0	0	0	0	8.917	28.511	6.046	44.279	nan	Open
P62826	6a3b	U10-000	179-216	10-169	16.978	9.626	67.479	0	0	0	0	2.229	41.868	0	0	0	0	0	0	9.626	67.479	2.229	41.868	nan	Open
P62826	6a3c	008	179-216	10-169	12.631	8.162	24.563	0	0	0	0	10.585	36.956	0	0	0	0	0	0	8.162	24.563	10.585	36.956	nan	Open
P62826	6a3c	003	179-216	10-169	13.734	9.492	27.788	0	0	0	0	3.094	33.244	0	0	0	0	0	0	9.492	27.788	3.094	33.244	nan	Open
P62826	6a3c	006	179-216	10-169	13.131	8.721	23.188	0	0	0	0	13.151	19.968	0	0	0	0	0	0	8.721	23.188	13.151	19.968	nan	Open
P62826	6a3c	000	179-216	10-169	12.986	9.452	60.151	0	0	0	0	1.752	31.919	0	0	0	0	0	0	9.452	60.151	1.752	31.919	nan	Open
P62826	6a3c	005	179-216	10-169	16.125	7.747	27.663	0	0	0	0	2.612	39.482	0	0	0	0	0	0	7.747	27.663	2.612	39.482	nan	Open
P62826	6a3c	U100-000	179-216	10-169	12.39	12.699	57.432	0	0	0	0	1.496	30.44	0	0	0	0	0	0	12.699	57.432	1.496	30.44	nan	Open
P62826	6a3c	004	179-216	10-169	9.642	9.474	20.029	0	0	0	0	2.333	23.014	0	0	0	0	0	0	9.474	20.029	2.333	23.014	nan	Open
P62826	6a3c	002	179-216	10-169	17.604	9.904	41.961	0	0	0	0	2.243	42.644	0	0	0	0	0	0	9.904	41.961	2.243	42.644	nan	Open
P62826	6a3c	009	179-216	10-169	16.503	7.523	28.353	0	0	0	0	2.874	40.222	0	0	0	0	0	0	7.523	28.353	2.874	40.222	nan	Open
P62826	6a3c	001	179-216	10-169	10.48	10.272	51.012	0	0	0	0	2.098	25.545	0	0	0	0	0	0	10.272	51.012	2.098	25.545	nan	Open
P62826	6a3c	007	179-216	10-169	18.978	8.873	28.588	0	0	0	0	6.09	44.287	0	0	0	0	0	0	8.873	28.588	6.09	44.287	nan	Open
P62826	6a3c	U10-000	179-216	10-169	16.963	9.747	68.136	0	0	0	0	2.19	41.828	0	0	0	0	0	0	9.747	68.136	2.19	41.828	nan	Open
P62826	6a3e	008	179-216	10-169	12.624	8.135	24.57	0	0	0	0	10.577	37.055	0	0	0	0	0	0	8.135	24.57	10.577	37.055	nan	Open
P62826	6a3e	003	179-216	10-169	13.732	9.363	27.418	0	0	0	0	3.089	33.248	0	0	0	0	0	0	9.363	27.418	3.089	33.248	nan	Open
P62826	6a3e	006	179-216	10-169	13.107	8.746	22.825	0	0	0	0	13.136	19.968	0	0	0	0	0	0	8.746	22.825	13.136	19.968	nan	Open
P62826	6a3e	000	179-216	10-169	12.997	9.4	60.019	0	0	0	0	1.755	31.928	0	0	0	0	0	0	9.4	60.019	1.755	31.928	nan	Open
P62826	6a3e	005	179-216	10-169	16.12	7.75	27.314	0	0	0	0	2.603	39.485	0	0	0	0	0	0	7.75	27.314	2.603	39.485	nan	Open
P62826	6a3e	U100-000	179-216	10-169	12.425	12.633	57.367	0	0	0	0	1.496	30.552	0	0	0	0	0	0	12.633	57.367	1.496	30.552	nan	Open
P62826	6a3e	004	179-216	10-169	9.616	9.534	18.988	0	0	0	0	2.331	22.956	0	0	0	0	0	0	9.534	18.988	2.331	22.956	nan	Open
P62826	6a3e	002	179-216	10-169	17.642	9.874	42.036	0	0	0	0	2.237	42.727	0	0	0	0	0	0	9.874	42.036	2.237	42.727	nan	Open
P62826	6a3e	009	179-216	10-169	16.468	7.601	28.351	0	0	0	0	2.866	40.134	0	0	0	0	0	0	7.601	28.351	2.866	40.134	nan	Open
P62826	6a3e	001	179-216	10-169	10.492	10.151	50.47	0	0	0	0	2.085	25.581	0	0	0	0	0	0	10.151	50.47	2.085	25.581	nan	Open
P62826	6a3e	007	179-216	10-169	18.985	8.854	28.508	0	0	0	0	6.076	44.307	0	0	0	0	0	0	8.854	28.508	6.076	44.307	nan	Open
P62826	6a3e	U10-000	179-216	10-169	16.971	9.656	67.926	0	0	0	0	2.19	41.835	0	0	0	0	0	0	9.656	67.926	2.19	41.835	nan	Open
P62826	6cit	008	179-216	10-169	12.77	8.289	25.58	0	0	0	0	10.574	37.627	0	0	0	0	0	0	8.289	25.58	10.574	37.627	nan	Open
P62826	6cit	003	179-216	10-169	14.084	9.407	27.414	0	0	0	0	3.082	34.169	0	0	0	0	0	0	9.407	27.414	3.082	34.169	nan	Open
P62826	6cit	006	179-216	10-169	13.067	8.837	24.329	0	0	0	0	13.155	20.697	0	0	0	0	0	0	8.837	24.329	13.155	20.697	nan	Open
P62826	6cit	000	179-216	10-169	13.009	9.349	57.779	0	0	0	0	1.748	31.981	0	0	0	0	0	0	9.349	57.779	1.748	31.981	nan	Open
P62826	6cit	005	179-216	10-169	16.438	7.89	27.352	0	0	0	0	2.599	40.29	0	0	0	0	0	0	7.89	27.352	2.599	40.29	nan	Open
P62826	6cit	U100-000	179-216	10-169	12.621	13.645	60.3	0	0	0	0	1.48	31.015	0	0	0	0	0	0	13.645	60.3	1.48	31.015	nan	Open
P62826	6cit	004	179-216	10-169	9.72	10.335	13.493	0	0	0	0	2.292	23.266	0	0	0	0	0	0	10.335	13.493	2.292	23.266	nan	Open
