gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn
TP53	P04637	393.0	364-393	102-292	6sin	B	F-P04637-F1-model_v3.cif	6sin.cif
TP53	P04637	393.0	364-393	102-292	6sio	B	F-P04637-F1-model_v3.cif	6sio.cif
TP53	P04637	393.0	364-393	102-292	6sip	B	F-P04637-F1-model_v3.cif	6sip.cif
TP53	P04637	393.0	364-393	102-292	6siq	B	F-P04637-F1-model_v3.cif	6siq.cif
TP53	P04637	393.0	364-393	102-292	6sl6	A	F-P04637-F1-model_v3.cif	6sl6.cif
TP53	P04637	393.0	364-393	102-292	6slv	B	F-P04637-F1-model_v3.cif	6slv.cif
TP53	P04637	393.0	364-393	102-292	6t58	A	F-P04637-F1-model_v3.cif	6t58.cif
TP53	P04637	393.0	364-393	102-292	6v4f	B	F-P04637-F1-model_v3.cif	6v4f.cif
TP53	P04637	393.0	364-393	102-292	6v4h	B	F-P04637-F1-model_v3.cif	6v4h.cif
TP53	P04637	393.0	364-393	102-292	6vqo	I	F-P04637-F1-model_v3.cif	6vqo.cif
TP53	P04637	393.0	364-393	102-292	6vr1	E	F-P04637-F1-model_v3.cif	6vr1.cif
TP53	P04637	393.0	364-393	102-292	6vr5	E	F-P04637-F1-model_v3.cif	6vr5.cif
TP53	P04637	393.0	364-393	102-292	6vrm	E	F-P04637-F1-model_v3.cif	6vrm.cif
TP53	P04637	393.0	364-393	102-292	6vrn	E	F-P04637-F1-model_v3.cif	6vrn.cif
TP53	P04637	393.0	364-393	102-292	6w51	C	F-P04637-F1-model_v3.cif	6w51.cif
TP53	P04637	393.0	364-393	102-292	6xre	M	F-P04637-F1-model_v3.cif	6xre.cif
TP53	P04637	393.0	364-393	102-292	6znc	A	F-P04637-F1-model_v3.cif	6znc.cif
TP53	P04637	393.0	364-393	102-292	7b46	A	F-P04637-F1-model_v3.cif	7b46.cif
TP53	P04637	393.0	364-393	102-292	7b47	A	F-P04637-F1-model_v3.cif	7b47.cif
TP53	P04637	393.0	364-393	102-292	7b48	A	F-P04637-F1-model_v3.cif	7b48.cif
TP53	P04637	393.0	364-393	102-292	7b49	A	F-P04637-F1-model_v3.cif	7b49.cif
TP53	P04637	393.0	364-393	102-292	7b4a	A	F-P04637-F1-model_v3.cif	7b4a.cif
TP53	P04637	393.0	364-393	102-292	7b4b	A	F-P04637-F1-model_v3.cif	7b4b.cif
TP53	P04637	393.0	364-393	102-292	7b4c	A	F-P04637-F1-model_v3.cif	7b4c.cif
TP53	P04637	393.0	364-393	102-292	7b4d	A	F-P04637-F1-model_v3.cif	7b4d.cif
TP53	P04637	393.0	364-393	102-292	7b4e	A	F-P04637-F1-model_v3.cif	7b4e.cif
TP53	P04637	393.0	364-393	102-292	7b4f	A	F-P04637-F1-model_v3.cif	7b4f.cif
TP53	P04637	393.0	364-393	102-292	7b4g	A	F-P04637-F1-model_v3.cif	7b4g.cif
TP53	P04637	393.0	364-393	102-292	7b4h	A	F-P04637-F1-model_v3.cif	7b4h.cif
TP53	P04637	393.0	364-393	102-292	7b4n	A	F-P04637-F1-model_v3.cif	7b4n.cif
TP53	P04637	393.0	364-393	102-292	7bwn	A	F-P04637-F1-model_v3.cif	7bwn.cif
TP53	P04637	393.0	364-393	102-292	7dhy	A	F-P04637-F1-model_v3.cif	7dhy.cif
TP53	P04637	393.0	364-393	102-292	7dhz	A	F-P04637-F1-model_v3.cif	7dhz.cif
TP53	P04637	393.0	364-393	102-292	7dvd	A	F-P04637-F1-model_v3.cif	7dvd.cif
TP53	P04637	393.0	364-393	102-292	7eax	A	F-P04637-F1-model_v3.cif	7eax.cif
TP53	P04637	393.0	364-393	102-292	7eds	A	F-P04637-F1-model_v3.cif	7eds.cif
TP53	P04637	393.0	364-393	102-292	7eeu	A	F-P04637-F1-model_v3.cif	7eeu.cif
TP53	P04637	393.0	364-393	102-292	7el4	A	F-P04637-F1-model_v3.cif	7el4.cif
TP53	P04637	393.0	364-393	102-292	7nmi	A	F-P04637-F1-model_v3.cif	7nmi.cif
TP53	P04637	393.0	364-393	102-292	7rm4	C	F-P04637-F1-model_v3.cif	7rm4.cif
TP53	P04637	393.0	364-393	102-292	7v97	A	F-P04637-F1-model_v3.cif	7v97.cif
TP53	P04637	393.0	364-393	102-292	7xzx	K	F-P04637-F1-model_v3.cif	7xzx.cif
TP53	P04637	393.0	364-393	102-292	7xzz	K	F-P04637-F1-model_v3.cif	7xzz.cif
TP53	P04637	393.0	364-393	102-292	7ygi	A	F-P04637-F1-model_v3.cif	7ygi.cif
TP53	P04637	393.0	364-393	102-292	8a31	A	F-P04637-F1-model_v3.cif	8a31.cif
TP53	P04637	393.0	364-393	102-292	8a32	A	F-P04637-F1-model_v3.cif	8a32.cif
TP53	P04637	393.0	364-393	102-292	8a92	A	F-P04637-F1-model_v3.cif	8a92.cif
TP53	P04637	393.0	364-393	102-292	8cg7	A	F-P04637-F1-model_v3.cif	8cg7.cif
TP53	P04637	393.0	364-393	102-292	8dc4	A	F-P04637-F1-model_v3.cif	8dc4.cif
TP53	P04637	393.0	364-393	102-292	8dc6	A	F-P04637-F1-model_v3.cif	8dc6.cif
TP53	P04637	393.0	364-393	102-292	8dc7	A	F-P04637-F1-model_v3.cif	8dc7.cif
TP53	P04637	393.0	364-393	102-292	8dc8	A	F-P04637-F1-model_v3.cif	8dc8.cif
TP53	P04637	393.0	364-393	102-292	8e7a	A	F-P04637-F1-model_v3.cif	8e7a.cif
TP53	P04637	393.0	364-393	102-292	8e7b	A	F-P04637-F1-model_v3.cif	8e7b.cif
TP53	P04637	393.0	364-393	102-292	8f2h	A	F-P04637-F1-model_v3.cif	8f2h.cif
TP53	P04637	393.0	364-393	102-292	8f2i	A	F-P04637-F1-model_v3.cif	8f2i.cif
TP53	P04637	393.0	364-393	102-292	8gcr	B	F-P04637-F1-model_v3.cif	8gcr.cif
TP53	P04637	393.0	364-393	102-292	8hll	A	F-P04637-F1-model_v3.cif	8hll.cif
TP53	P04637	393.0	364-393	102-292	8hlm	A	F-P04637-F1-model_v3.cif	8hlm.cif
TP53	P04637	393.0	364-393	102-292	8hln	A	F-P04637-F1-model_v3.cif	8hln.cif
TP53	P04637	393.0	364-393	102-292	8j8n	B	F-P04637-F1-model_v3.cif	8j8n.cif
TP53	P04637	393.0	364-393	102-292	8oxm	A	F-P04637-F1-model_v3.cif	8oxm.cif
TP53	P04637	393.0	364-393	102-292	8oxo	A	F-P04637-F1-model_v3.cif	8oxo.cif
TP53	P04637	393.0	364-393	102-292	8r1f	C	F-P04637-F1-model_v3.cif	8r1f.cif
TP53	P04637	393.0	364-393	102-292	8r1g	C	F-P04637-F1-model_v3.cif	8r1g.cif
TP53	P04637	393.0	364-393	102-292	8uqr	A	F-P04637-F1-model_v3.cif	8uqr.cif
TP53	P04637	393.0	364-393	102-292	8wd2	A	F-P04637-F1-model_v3.cif	8wd2.cif
TP53	P04637	393.0	364-393	102-292	8xp5	A	F-P04637-F1-model_v3.cif	8xp5.cif
CHEK1	O14757	476.0	391-476	9-265	1ia8	A	F-O14757-F1-model_v3.cif	1ia8.cif
CHEK1	O14757	476.0	391-476	9-265	1nvq	A	F-O14757-F1-model_v3.cif	1nvq.cif
CHEK1	O14757	476.0	391-476	9-265	1nvr	A	F-O14757-F1-model_v3.cif	1nvr.cif
CHEK1	O14757	476.0	391-476	9-265	1nvs	A	F-O14757-F1-model_v3.cif	1nvs.cif
CHEK1	O14757	476.0	391-476	9-265	1zlt	A	F-O14757-F1-model_v3.cif	1zlt.cif
CHEK1	O14757	476.0	391-476	9-265	1zys	A	F-O14757-F1-model_v3.cif	1zys.cif
CHEK1	O14757	476.0	391-476	9-265	2ayp	A	F-O14757-F1-model_v3.cif	2ayp.cif
CHEK1	O14757	476.0	391-476	9-265	2br1	A	F-O14757-F1-model_v3.cif	2br1.cif
CHEK1	O14757	476.0	391-476	9-265	2brb	A	F-O14757-F1-model_v3.cif	2brb.cif
CHEK1	O14757	476.0	391-476	9-265	2brg	A	F-O14757-F1-model_v3.cif	2brg.cif
CHEK1	O14757	476.0	391-476	9-265	2brh	A	F-O14757-F1-model_v3.cif	2brh.cif
CHEK1	O14757	476.0	391-476	9-265	2brm	A	F-O14757-F1-model_v3.cif	2brm.cif
CHEK1	O14757	476.0	391-476	9-265	2brn	A	F-O14757-F1-model_v3.cif	2brn.cif
CHEK1	O14757	476.0	391-476	9-265	2bro	A	F-O14757-F1-model_v3.cif	2bro.cif
CHEK1	O14757	476.0	391-476	9-265	2c3j	A	F-O14757-F1-model_v3.cif	2c3j.cif
CHEK1	O14757	476.0	391-476	9-265	2c3k	A	F-O14757-F1-model_v3.cif	2c3k.cif
CHEK1	O14757	476.0	391-476	9-265	2c3l	A	F-O14757-F1-model_v3.cif	2c3l.cif
CHEK1	O14757	476.0	391-476	9-265	2cgu	A	F-O14757-F1-model_v3.cif	2cgu.cif
CHEK1	O14757	476.0	391-476	9-265	2cgv	A	F-O14757-F1-model_v3.cif	2cgv.cif
CHEK1	O14757	476.0	391-476	9-265	2cgw	A	F-O14757-F1-model_v3.cif	2cgw.cif
CHEK1	O14757	476.0	391-476	9-265	2cgx	A	F-O14757-F1-model_v3.cif	2cgx.cif
CHEK1	O14757	476.0	391-476	9-265	2e9n	A	F-O14757-F1-model_v3.cif	2e9n.cif
CHEK1	O14757	476.0	391-476	9-265	2e9o	A	F-O14757-F1-model_v3.cif	2e9o.cif
CHEK1	O14757	476.0	391-476	9-265	2e9p	A	F-O14757-F1-model_v3.cif	2e9p.cif
CHEK1	O14757	476.0	391-476	9-265	2e9u	A	F-O14757-F1-model_v3.cif	2e9u.cif
CHEK1	O14757	476.0	391-476	9-265	2e9v	A	F-O14757-F1-model_v3.cif	2e9v.cif
CHEK1	O14757	476.0	391-476	9-265	2gdo	A	F-O14757-F1-model_v3.cif	2gdo.cif
CHEK1	O14757	476.0	391-476	9-265	2ghg	A	F-O14757-F1-model_v3.cif	2ghg.cif
CHEK1	O14757	476.0	391-476	9-265	2hog	A	F-O14757-F1-model_v3.cif	2hog.cif
CHEK1	O14757	476.0	391-476	9-265	2hxl	A	F-O14757-F1-model_v3.cif	2hxl.cif
CHEK1	O14757	476.0	391-476	9-265	2hxq	A	F-O14757-F1-model_v3.cif	2hxq.cif
CHEK1	O14757	476.0	391-476	9-265	2hy0	A	F-O14757-F1-model_v3.cif	2hy0.cif
CHEK1	O14757	476.0	391-476	9-265	2qhm	A	F-O14757-F1-model_v3.cif	2qhm.cif
CHEK1	O14757	476.0	391-476	9-265	2qhn	A	F-O14757-F1-model_v3.cif	2qhn.cif
CHEK1	O14757	476.0	391-476	9-265	2r0u	A	F-O14757-F1-model_v3.cif	2r0u.cif
CHEK1	O14757	476.0	391-476	9-265	2wmq	A	F-O14757-F1-model_v3.cif	2wmq.cif
CHEK1	O14757	476.0	391-476	9-265	2wmr	A	F-O14757-F1-model_v3.cif	2wmr.cif
CHEK1	O14757	476.0	391-476	9-265	2wms	A	F-O14757-F1-model_v3.cif	2wms.cif
CHEK1	O14757	476.0	391-476	9-265	2wmt	A	F-O14757-F1-model_v3.cif	2wmt.cif
CHEK1	O14757	476.0	391-476	9-265	2wmu	A	F-O14757-F1-model_v3.cif	2wmu.cif
CHEK1	O14757	476.0	391-476	9-265	2wmv	A	F-O14757-F1-model_v3.cif	2wmv.cif
CHEK1	O14757	476.0	391-476	9-265	2wmw	A	F-O14757-F1-model_v3.cif	2wmw.cif
CHEK1	O14757	476.0	391-476	9-265	2wmx	A	F-O14757-F1-model_v3.cif	2wmx.cif
CHEK1	O14757	476.0	391-476	9-265	2x8d	A	F-O14757-F1-model_v3.cif	2x8d.cif
CHEK1	O14757	476.0	391-476	9-265	2x8e	A	F-O14757-F1-model_v3.cif	2x8e.cif
CHEK1	O14757	476.0	391-476	9-265	2x8i	A	F-O14757-F1-model_v3.cif	2x8i.cif
CHEK1	O14757	476.0	391-476	9-265	2xey	A	F-O14757-F1-model_v3.cif	2xey.cif
CHEK1	O14757	476.0	391-476	9-265	2xez	A	F-O14757-F1-model_v3.cif	2xez.cif
CHEK1	O14757	476.0	391-476	9-265	2xf0	A	F-O14757-F1-model_v3.cif	2xf0.cif
CHEK1	O14757	476.0	391-476	9-265	2ydi	A	F-O14757-F1-model_v3.cif	2ydi.cif
CHEK1	O14757	476.0	391-476	9-265	2ydj	A	F-O14757-F1-model_v3.cif	2ydj.cif
CHEK1	O14757	476.0	391-476	9-265	2ydk	A	F-O14757-F1-model_v3.cif	2ydk.cif
CHEK1	O14757	476.0	391-476	9-265	2yer	A	F-O14757-F1-model_v3.cif	2yer.cif
CHEK1	O14757	476.0	391-476	9-265	2yex	A	F-O14757-F1-model_v3.cif	2yex.cif
CHEK1	O14757	476.0	391-476	9-265	2ym3	A	F-O14757-F1-model_v3.cif	2ym3.cif
CHEK1	O14757	476.0	391-476	9-265	2ym4	A	F-O14757-F1-model_v3.cif	2ym4.cif
CHEK1	O14757	476.0	391-476	9-265	2ym5	A	F-O14757-F1-model_v3.cif	2ym5.cif
CHEK1	O14757	476.0	391-476	9-265	2ym6	A	F-O14757-F1-model_v3.cif	2ym6.cif
CHEK1	O14757	476.0	391-476	9-265	2ym7	A	F-O14757-F1-model_v3.cif	2ym7.cif
CHEK1	O14757	476.0	391-476	9-265	2ym8	A	F-O14757-F1-model_v3.cif	2ym8.cif
CHEK1	O14757	476.0	391-476	9-265	2ywp	A	F-O14757-F1-model_v3.cif	2ywp.cif
CHEK1	O14757	476.0	391-476	9-265	3f9n	A	F-O14757-F1-model_v3.cif	3f9n.cif
CHEK1	O14757	476.0	391-476	9-265	3jvr	A	F-O14757-F1-model_v3.cif	3jvr.cif
CHEK1	O14757	476.0	391-476	9-265	3jvs	A	F-O14757-F1-model_v3.cif	3jvs.cif
CHEK1	O14757	476.0	391-476	9-265	3nlb	A	F-O14757-F1-model_v3.cif	3nlb.cif
CHEK1	O14757	476.0	391-476	9-265	3ot3	A	F-O14757-F1-model_v3.cif	3ot3.cif
CHEK1	O14757	476.0	391-476	9-265	3ot8	A	F-O14757-F1-model_v3.cif	3ot8.cif
CHEK1	O14757	476.0	391-476	9-265	3pa3	A	F-O14757-F1-model_v3.cif	3pa3.cif
CHEK1	O14757	476.0	391-476	9-265	3pa4	A	F-O14757-F1-model_v3.cif	3pa4.cif
CHEK1	O14757	476.0	391-476	9-265	3pa5	A	F-O14757-F1-model_v3.cif	3pa5.cif
CHEK1	O14757	476.0	391-476	9-265	3tkh	A	F-O14757-F1-model_v3.cif	3tkh.cif
CHEK1	O14757	476.0	391-476	9-265	3tki	A	F-O14757-F1-model_v3.cif	3tki.cif
CHEK1	O14757	476.0	391-476	9-265	3u9n	A	F-O14757-F1-model_v3.cif	3u9n.cif
CHEK1	O14757	476.0	391-476	9-265	4fsm	A	F-O14757-F1-model_v3.cif	4fsm.cif
CHEK1	O14757	476.0	391-476	9-265	4fsn	A	F-O14757-F1-model_v3.cif	4fsn.cif
CHEK1	O14757	476.0	391-476	9-265	4fsq	A	F-O14757-F1-model_v3.cif	4fsq.cif
CHEK1	O14757	476.0	391-476	9-265	4fsr	A	F-O14757-F1-model_v3.cif	4fsr.cif
CHEK1	O14757	476.0	391-476	9-265	4fst	A	F-O14757-F1-model_v3.cif	4fst.cif
CHEK1	O14757	476.0	391-476	9-265	4fsu	A	F-O14757-F1-model_v3.cif	4fsu.cif
CHEK1	O14757	476.0	391-476	9-265	4fsw	A	F-O14757-F1-model_v3.cif	4fsw.cif
CHEK1	O14757	476.0	391-476	9-265	4fsy	A	F-O14757-F1-model_v3.cif	4fsy.cif
CHEK1	O14757	476.0	391-476	9-265	4fsz	A	F-O14757-F1-model_v3.cif	4fsz.cif
CHEK1	O14757	476.0	391-476	9-265	4ft0	A	F-O14757-F1-model_v3.cif	4ft0.cif
CHEK1	O14757	476.0	391-476	9-265	4ft3	A	F-O14757-F1-model_v3.cif	4ft3.cif
CHEK1	O14757	476.0	391-476	9-265	4ft5	A	F-O14757-F1-model_v3.cif	4ft5.cif
CHEK1	O14757	476.0	391-476	9-265	4ft7	A	F-O14757-F1-model_v3.cif	4ft7.cif
CHEK1	O14757	476.0	391-476	9-265	4ft9	A	F-O14757-F1-model_v3.cif	4ft9.cif
CHEK1	O14757	476.0	391-476	9-265	4fta	A	F-O14757-F1-model_v3.cif	4fta.cif
CHEK1	O14757	476.0	391-476	9-265	4ftc	A	F-O14757-F1-model_v3.cif	4ftc.cif
CHEK1	O14757	476.0	391-476	9-265	4fti	A	F-O14757-F1-model_v3.cif	4fti.cif
CHEK1	O14757	476.0	391-476	9-265	4ftj	A	F-O14757-F1-model_v3.cif	4ftj.cif
CHEK1	O14757	476.0	391-476	9-265	4ftk	A	F-O14757-F1-model_v3.cif	4ftk.cif
CHEK1	O14757	476.0	391-476	9-265	4ftl	A	F-O14757-F1-model_v3.cif	4ftl.cif
CHEK1	O14757	476.0	391-476	9-265	4ftm	A	F-O14757-F1-model_v3.cif	4ftm.cif
CHEK1	O14757	476.0	391-476	9-265	4ftn	A	F-O14757-F1-model_v3.cif	4ftn.cif
CHEK1	O14757	476.0	391-476	9-265	4fto	A	F-O14757-F1-model_v3.cif	4fto.cif
CHEK1	O14757	476.0	391-476	9-265	4ftq	A	F-O14757-F1-model_v3.cif	4ftq.cif
CHEK1	O14757	476.0	391-476	9-265	4ftr	A	F-O14757-F1-model_v3.cif	4ftr.cif
CHEK1	O14757	476.0	391-476	9-265	4ftt	A	F-O14757-F1-model_v3.cif	4ftt.cif
CHEK1	O14757	476.0	391-476	9-265	4ftu	A	F-O14757-F1-model_v3.cif	4ftu.cif
CHEK1	O14757	476.0	391-476	9-265	4gh2	A	F-O14757-F1-model_v3.cif	4gh2.cif
CHEK1	O14757	476.0	391-476	9-265	4hyh	A	F-O14757-F1-model_v3.cif	4hyh.cif
CHEK1	O14757	476.0	391-476	9-265	4hyi	A	F-O14757-F1-model_v3.cif	4hyi.cif
CHEK1	O14757	476.0	391-476	9-265	4jik	A	F-O14757-F1-model_v3.cif	4jik.cif
CHEK1	O14757	476.0	391-476	9-265	4qye	A	F-O14757-F1-model_v3.cif	4qye.cif
CHEK1	O14757	476.0	391-476	9-265	4qyf	A	F-O14757-F1-model_v3.cif	4qyf.cif
CHEK1	O14757	476.0	391-476	9-265	4qyg	A	F-O14757-F1-model_v3.cif	4qyg.cif
CHEK1	O14757	476.0	391-476	9-265	4qyh	A	F-O14757-F1-model_v3.cif	4qyh.cif
CHEK1	O14757	476.0	391-476	9-265	4rvk	A	F-O14757-F1-model_v3.cif	4rvk.cif
CHEK1	O14757	476.0	391-476	9-265	4rvl	A	F-O14757-F1-model_v3.cif	4rvl.cif
CHEK1	O14757	476.0	391-476	9-265	4rvm	A	F-O14757-F1-model_v3.cif	4rvm.cif
CHEK1	O14757	476.0	391-476	9-265	5dls	A	F-O14757-F1-model_v3.cif	5dls.cif
CHEK1	O14757	476.0	391-476	9-265	5f4n	A	F-O14757-F1-model_v3.cif	5f4n.cif
CHEK1	O14757	476.0	391-476	9-265	5oop	A	F-O14757-F1-model_v3.cif	5oop.cif
CHEK1	O14757	476.0	391-476	9-265	5oor	A	F-O14757-F1-model_v3.cif	5oor.cif
CHEK1	O14757	476.0	391-476	9-265	5oot	A	F-O14757-F1-model_v3.cif	5oot.cif
CHEK1	O14757	476.0	391-476	9-265	5op2	A	F-O14757-F1-model_v3.cif	5op2.cif
CHEK1	O14757	476.0	391-476	9-265	5op4	A	F-O14757-F1-model_v3.cif	5op4.cif
CHEK1	O14757	476.0	391-476	9-265	5op5	A	F-O14757-F1-model_v3.cif	5op5.cif
CHEK1	O14757	476.0	391-476	9-265	5op7	A	F-O14757-F1-model_v3.cif	5op7.cif
CHEK1	O14757	476.0	391-476	9-265	5opb	A	F-O14757-F1-model_v3.cif	5opb.cif
CHEK1	O14757	476.0	391-476	9-265	5opr	A	F-O14757-F1-model_v3.cif	5opr.cif
CHEK1	O14757	476.0	391-476	9-265	5ops	A	F-O14757-F1-model_v3.cif	5ops.cif
CHEK1	O14757	476.0	391-476	9-265	5opu	A	F-O14757-F1-model_v3.cif	5opu.cif
CHEK1	O14757	476.0	391-476	9-265	5opv	A	F-O14757-F1-model_v3.cif	5opv.cif
CHEK1	O14757	476.0	391-476	9-265	5oq5	A	F-O14757-F1-model_v3.cif	5oq5.cif
CHEK1	O14757	476.0	391-476	9-265	5oq6	A	F-O14757-F1-model_v3.cif	5oq6.cif
CHEK1	O14757	476.0	391-476	9-265	5oq7	A	F-O14757-F1-model_v3.cif	5oq7.cif
CHEK1	O14757	476.0	391-476	9-265	5oq8	A	F-O14757-F1-model_v3.cif	5oq8.cif
CHEK1	O14757	476.0	391-476	9-265	5wi2	A	F-O14757-F1-model_v3.cif	5wi2.cif
CHEK1	O14757	476.0	391-476	9-265	6fc8	A	F-O14757-F1-model_v3.cif	6fc8.cif
CHEK1	O14757	476.0	391-476	9-265	6fcf	A	F-O14757-F1-model_v3.cif	6fcf.cif
CHEK1	O14757	476.0	391-476	9-265	6fck	A	F-O14757-F1-model_v3.cif	6fck.cif
CHEK1	O14757	476.0	391-476	9-265	7akm	A	F-O14757-F1-model_v3.cif	7akm.cif
CHEK1	O14757	476.0	391-476	9-265	7ako	A	F-O14757-F1-model_v3.cif	7ako.cif
CHEK1	O14757	476.0	391-476	9-265	7bjd	A	F-O14757-F1-model_v3.cif	7bjd.cif
CHEK1	O14757	476.0	391-476	9-265	7bje	A	F-O14757-F1-model_v3.cif	7bje.cif
CHEK1	O14757	476.0	391-476	9-265	7bjh	A	F-O14757-F1-model_v3.cif	7bjh.cif
CHEK1	O14757	476.0	391-476	9-265	7bjj	A	F-O14757-F1-model_v3.cif	7bjj.cif
CHEK1	O14757	476.0	391-476	9-265	7bjm	A	F-O14757-F1-model_v3.cif	7bjm.cif
CHEK1	O14757	476.0	391-476	9-265	7bjo	A	F-O14757-F1-model_v3.cif	7bjo.cif
CHEK1	O14757	476.0	391-476	9-265	7bjr	A	F-O14757-F1-model_v3.cif	7bjr.cif
CHEK1	O14757	476.0	391-476	9-265	7bjx	A	F-O14757-F1-model_v3.cif	7bjx.cif
CHEK1	O14757	476.0	391-476	9-265	7bk1	A	F-O14757-F1-model_v3.cif	7bk1.cif
CHEK1	O14757	476.0	391-476	9-265	7bk2	A	F-O14757-F1-model_v3.cif	7bk2.cif
CHEK1	O14757	476.0	391-476	9-265	7bk3	A	F-O14757-F1-model_v3.cif	7bk3.cif
CHEK1	O14757	476.0	391-476	9-265	7bkn	A	F-O14757-F1-model_v3.cif	7bkn.cif
CHEK1	O14757	476.0	391-476	9-265	7bko	A	F-O14757-F1-model_v3.cif	7bko.cif
CHEK1	O14757	476.0	391-476	9-265	7mck	A	F-O14757-F1-model_v3.cif	7mck.cif
CHEK1	O14757	476.0	391-476	9-265	7suf	A	F-O14757-F1-model_v3.cif	7suf.cif
CHEK1	O14757	476.0	391-476	9-265	7sug	A	F-O14757-F1-model_v3.cif	7sug.cif
CHEK1	O14757	476.0	391-476	9-265	7suh	A	F-O14757-F1-model_v3.cif	7suh.cif
CHEK1	O14757	476.0	391-476	9-265	7sui	A	F-O14757-F1-model_v3.cif	7sui.cif
CHEK1	O14757	476.0	391-476	9-265	7suj	A	F-O14757-F1-model_v3.cif	7suj.cif
CHEK1	O14757	476.0	391-476	9-265	8e80	A	F-O14757-F1-model_v3.cif	8e80.cif
CHEK1	O14757	476.0	391-476	9-265	8e81	A	F-O14757-F1-model_v3.cif	8e81.cif
CHEK1	O14757	476.0	391-476	9-265	8siv	A	F-O14757-F1-model_v3.cif	8siv.cif
CHEK1	O14757	476.0	391-476	9-265	8siw	A	F-O14757-F1-model_v3.cif	8siw.cif
CHEK1	O14757	476.0	391-476	9-265	8six	A	F-O14757-F1-model_v3.cif	8six.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1f1w	A	F-P00523-F1-model_v3.cif	1f1w.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1f2f	A	F-P00523-F1-model_v3.cif	1f2f.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1nlo	A	F-P00523-F1-model_v3.cif	1nlo.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1nlp	A	F-P00523-F1-model_v3.cif	1nlp.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1p13	A	F-P00523-F1-model_v3.cif	1p13.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1prl	A	F-P00523-F1-model_v3.cif	1prl.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1prm	A	F-P00523-F1-model_v3.cif	1prm.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1rlp	A	F-P00523-F1-model_v3.cif	1rlp.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1rlq	A	F-P00523-F1-model_v3.cif	1rlq.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1srl	A	F-P00523-F1-model_v3.cif	1srl.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	1srm	A	F-P00523-F1-model_v3.cif	1srm.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2hwo	A	F-P00523-F1-model_v3.cif	2hwo.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2hwp	A	F-P00523-F1-model_v3.cif	2hwp.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2oiq	A	F-P00523-F1-model_v3.cif	2oiq.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2ptk	A	F-P00523-F1-model_v3.cif	2ptk.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2qi8	A	F-P00523-F1-model_v3.cif	2qi8.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2qlq	A	F-P00523-F1-model_v3.cif	2qlq.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	2qq7	A	F-P00523-F1-model_v3.cif	2qq7.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3d7t	B	F-P00523-F1-model_v3.cif	3d7t.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3d7u	B	F-P00523-F1-model_v3.cif	3d7u.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3dqw	A	F-P00523-F1-model_v3.cif	3dqw.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3dqx	A	F-P00523-F1-model_v3.cif	3dqx.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3el7	A	F-P00523-F1-model_v3.cif	3el7.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3el8	A	F-P00523-F1-model_v3.cif	3el8.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3en4	A	F-P00523-F1-model_v3.cif	3en4.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3en5	A	F-P00523-F1-model_v3.cif	3en5.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3en6	A	F-P00523-F1-model_v3.cif	3en6.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3en7	A	F-P00523-F1-model_v3.cif	3en7.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3f3t	A	F-P00523-F1-model_v3.cif	3f3t.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3f3u	A	F-P00523-F1-model_v3.cif	3f3u.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3f3v	A	F-P00523-F1-model_v3.cif	3f3v.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3f3w	A	F-P00523-F1-model_v3.cif	3f3w.cif
SRC	P00523	533.0	148-245,246-266	81-142,521-533	3f6x	A	F-P00523-F1-model_v3.cif	3f6x.cif
