uniprot	region_1	region_2	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2	af_filename	cluster	cf_filename	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	019	Q7CRA4_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	51.703	55.502	44.386
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	054	Q7CRA4_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	48.791	51.208	42.838
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	155	Q7CRA4_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	61.02	47.911	74.573
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	041	Q7CRA4_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	46.962	51.184	40.121
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	023	Q7CRA4_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	56.929	51.4	62.604
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	059	Q7CRA4_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	53.023	44.098	59.281
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	U10-002	Q7CRA4_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	87.056	91.117	93.362
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	100	Q7CRA4_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	49.359	45.034	43.417
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	U10-006	Q7CRA4_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	86.162	89.725	92.405
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	010	Q7CRA4_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	48.484	50.129	39.183
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	137	Q7CRA4_137_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.553	52.292	75.647
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	067	Q7CRA4_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	56.308	46.71	60.184
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	095	Q7CRA4_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	52.361	53.993	48.014
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	005	Q7CRA4_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	52.296	54.298	46.102
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	151	Q7CRA4_151_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	49.27	51.361	43.836
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	173	Q7CRA4_173_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	48.114	44.518	44.07
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	104	Q7CRA4_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	48.972	47.152	34.042
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	U100-006	Q7CRA4_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	89.763	93.964	95.504
Q7CRA4	113-301	425-657	6.442	23.053	2.48	AF-Q7CRA4-F1-model_v4.cif	140	Q7CRA4_140_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	53.167	49.897	55.909
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	097	P14677_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	61.626	39.972	77.543
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	043	P14677_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	69.914	88.188	90.461
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	021	P14677_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	65.091	88.856	91.165
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	093	P14677_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	58.512	87.517	86.126
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	030	P14677_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	57.686	86.482	91.782
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	052	P14677_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	57.025	55.032	85.15
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	070	P14677_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	55.456	36.597	80.782
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	106	P14677_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	61.755	89.789	92.347
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	012	P14677_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	59.756	86.455	91.614
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-004	P14677_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	94.48	96.043	95.751
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-005	P14677_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	88.709	88.857	89.285
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-009	P14677_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	94.994	95.918	95.749
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	102	P14677_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	50.802	36.714	79.841
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-008	P14677_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	91.16	88.881	90.532
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	113	P14677_113_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	55.966	87.506	91.156
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	028	P14677_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	63.668	38.229	81.805
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	117	P14677_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	65.72	89.225	91.777
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	034	P14677_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	60.919	88.26	92.121
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	086	P14677_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	63.117	89.44	91.67
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	025	P14677_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	68.921	88.837	92.24
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	003	P14677_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	70.641	88.692	89.898
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	082	P14677_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	72.437	87.038	91.692
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	079	P14677_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	52.972	54.947	85.931
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-000	P14677_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	94.905	95.996	95.789
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	074	P14677_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	54.645	87.429	92.039
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	120	P14677_120_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	58.531	37.745	81.145
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	047	P14677_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	59.404	89.525	91.557
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-001	P14677_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	90.964	86.892	90.485
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	007	P14677_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.605	88.821	88.774
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	061	P14677_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	60.583	89.501	91.709
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	068	P14677_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	53.289	62.173	86.443
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	065	P14677_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	57.436	87.128	91.583
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	016	P14677_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	56.316	87.47	91.136
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	056	P14677_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	58.245	86.009	91.919
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	039	P14677_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	52.354	87.917	91.962
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-009	P14677_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	91.253	86.358	89.369
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	042	P14677_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	70.022	86.545	90.586
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	020	P14677_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	56.197	90.014	90.592
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	002	P14677_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	56.069	83.252	88.3
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	060	P14677_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	61.849	87.228	91.138
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	006	P14677_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	49.25	33.506	78.453
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	092	P14677_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	54.348	36.685	80.816
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	112	P14677_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	48.108	36.335	80.487
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	069	P14677_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	51.971	46.089	82.475
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	035	P14677_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	70.108	85.826	90.891
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	103	P14677_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.896	42.918	82.307
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	121	P14677_121_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	55.967	37.878	68.205
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	071	P14677_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	61.723	86.588	81.558
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	075	P14677_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	53.526	88.423	91.298
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	038	P14677_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	51.458	40.958	80.67
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	057	P14677_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	52.493	88.574	90.933
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-005	P14677_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	94.928	95.89	95.683
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	053	P14677_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	55.393	66.52	87.226
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	017	P14677_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	53.926	83.628	92.396
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	078	P14677_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	55.914	87.596	89.715
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-001	P14677_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	95.042	95.958	95.542
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-000	P14677_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	90.153	87.347	89.631
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	024	P14677_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	70.426	88.642	91.309
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-004	P14677_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	90.33	88.946	90.814
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	013	P14677_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	49.45	32.863	83.429
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	031	P14677_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	54.365	41.298	79.265
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	096	P14677_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	58.451	90.392	91.655
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	083	P14677_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	53.902	88.04	90.523
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	029	P14677_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	62.719	88.319	89.174
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	116	P14677_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	49.247	42.752	83.655
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	087	P14677_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	60.625	88.513	91.504
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	107	P14677_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	57.71	90.172	64.068
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-008	P14677_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	94.901	95.899	95.722
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	064	P14677_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	57.622	72.119	86.111
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	046	P14677_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	59.875	85.405	92.341
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	077	P14677_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	69.848	87.57	91.482
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	026	P14677_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	58.489	88.138	91.415
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	044	P14677_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	59.644	87.773	90.221
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	119	P14677_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	51.322	46.068	84.252
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	110	P14677_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	56.675	85.183	83.346
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	004	P14677_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	52.083	87.645	92.428
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	099	P14677_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	49.777	87.831	88.546
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	094	P14677_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	64.989	88.596	91.645
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	049	P14677_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	56.697	90.568	91.323
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-002	P14677_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	91.592	88.003	90.359
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-003	P14677_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	95.027	96.122	95.745
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	114	P14677_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	65.288	36.039	79.649
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	058	P14677_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	62.552	89.538	91.107
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	108	P14677_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	61.788	88.741	91.368
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	015	P14677_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	53.738	46.911	82.567
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	073	P14677_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	55.702	51.56	80.445
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	051	P14677_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	61.7	87.978	90.392
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	037	P14677_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	60.491	90.604	91.588
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	081	P14677_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	56.141	89.302	92.513
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	101	P14677_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	62.435	89.565	91.699
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U100-007	P14677_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	94.856	96.073	95.796
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	088	P14677_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	52.213	38.321	80.051
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	085	P14677_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	57.905	88.44	91.29
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	105	P14677_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	62.512	91.879	92.205
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-006	P14677_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	92.432	94.678	94.871
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	011	P14677_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	48.037	40.409	47.958
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	123	P14677_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	52.967	75.819	86.704
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	022	P14677_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	58.229	85.891	87.817
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	062	P14677_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	51.34	72.039	89.216
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	009	P14677_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	47.058	40.057	84.108
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	018	P14677_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	55.085	88.166	73.712
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	055	P14677_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	55.504	90.632	87.135
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	033	P14677_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	58.887	85.714	90.753
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	000	P14677_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	51.177	34.279	75.398
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	090	P14677_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	49.493	41.53	81.91
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	040	P14677_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	65.176	62.653	81.55
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	066	P14677_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	58.747	88.836	92.311
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	001	P14677_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	60.048	88.426	92.196
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	019	P14677_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	67.227	89.65	93.223
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	076	P14677_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	69.026	85.281	89.113
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	089	P14677_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	53.358	89.665	91.744
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	084	P14677_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	53.173	90.345	92.252
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	122	P14677_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	48.298	32.614	79.009
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	U10-007	P14677_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	91.254	90.045	91.999
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	080	P14677_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	53.335	46.828	81.052
P14677	632-691	692-750	1.65	2.739	2.194	AF-P14677-F1-model_v4.cif	104	P14677_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.568	89.378	90.922
