gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn	label_offset	gt_len	gt_trim_len	pred_len	pred_trim_len	gt_perc	trim_perc
BRAF	P15056	766.0	100-345	457-717	4jvg	A	F-P15056-F1-model_v3.cif	4jvg.cif	-439	2072	1951	5936	1951	0.9416023166023166	0.329
BRAF	P15056	766.0	100-345	457-717	4ksp	A	F-P15056-F1-model_v3.cif	4ksp.cif	-442	2053	2053	5936	2053	1.0	0.346
BRAF	P15056	766.0	100-345	457-717	4ksq	A	F-P15056-F1-model_v3.cif	4ksq.cif	-442	2061	2061	5936	2061	1.0	0.347
BRAF	P15056	766.0	100-345	457-717	4mbj	A	F-P15056-F1-model_v3.cif	4mbj.cif	-419	2154	2153	5936	2153	0.999535747446611	0.363
BRAF	P15056	766.0	100-345	457-717	4mne	B	F-P15056-F1-model_v3.cif	4mne.cif	-419	2175	2167	5936	2167	0.9963218390804598	0.365
BRAF	P15056	766.0	100-345	457-717	4mnf	A	F-P15056-F1-model_v3.cif	4mnf.cif	-407	2075	2050	5936	2050	0.9879518072289156	0.345
BRAF	P15056	766.0	100-345	457-717	4pp7	A	F-P15056-F1-model_v3.cif	4pp7.cif	-419	2137	2137	5936	2137	1.0	0.36
BRAF	P15056	766.0	100-345	457-717	4r5y	A	F-P15056-F1-model_v3.cif	4r5y.cif	-431	1991	1876	5936	1876	0.9422400803616273	0.316
BRAF	P15056	766.0	100-345	457-717	4rzv	A	F-P15056-F1-model_v3.cif	4rzv.cif	-442	2082	1957	5936	1957	0.9399615754082613	0.33
BRAF	P15056	766.0	100-345	457-717	4rzw	A	F-P15056-F1-model_v3.cif	4rzw.cif	-442	2010	1891	5936	1891	0.9407960199004975	0.319
BRAF	P15056	766.0	100-345	457-717	4wo5	A	F-P15056-F1-model_v3.cif	4wo5.cif	-423	2042	1936	5936	1936	0.9480901077375122	0.326
BRAF	P15056	766.0	100-345	457-717	4xv1	A	F-P15056-F1-model_v3.cif	4xv1.cif	-431	1911	1811	5936	1811	0.9476713762428048	0.305
BRAF	P15056	766.0	100-345	457-717	4xv2	A	F-P15056-F1-model_v3.cif	4xv2.cif	-431	1979	1870	5936	1870	0.944921677614957	0.315
BRAF	P15056	766.0	100-345	457-717	4xv3	A	F-P15056-F1-model_v3.cif	4xv3.cif	-431	1955	1855	5936	1855	0.948849104859335	0.312
BRAF	P15056	766.0	100-345	457-717	4xv9	A	F-P15056-F1-model_v3.cif	4xv9.cif	-431	2132	1958	5936	1958	0.9183864915572233	0.33
BRAF	P15056	766.0	100-345	457-717	4yht	A	F-P15056-F1-model_v3.cif	4yht.cif	-448	2020	1984	5936	1984	0.9821782178217822	0.334
BRAF	P15056	766.0	100-345	457-717	5c9c	A	F-P15056-F1-model_v3.cif	5c9c.cif	-419	1997	1991	5936	1991	0.9969954932398598	0.335
BRAF	P15056	766.0	100-345	457-717	5csw	A	F-P15056-F1-model_v3.cif	5csw.cif	-441	2038	1923	5936	1923	0.9435721295387635	0.324
BRAF	P15056	766.0	100-345	457-717	5csx	A	F-P15056-F1-model_v3.cif	5csx.cif	-441	2087	1978	5936	1978	0.9477719214183038	0.333
BRAF	P15056	766.0	100-345	457-717	5ct7	A	F-P15056-F1-model_v3.cif	5ct7.cif	-442	2018	2018	5936	2018	1.0	0.34
BRAF	P15056	766.0	100-345	457-717	5fd2	A	F-P15056-F1-model_v3.cif	5fd2.cif	-426	2115	2115	5936	2115	1.0	0.356
BRAF	P15056	766.0	100-345	457-717	5hi2	A	F-P15056-F1-model_v3.cif	5hi2.cif	-435	1989	361	5936	361	0.18149824032176973	0.061
BRAF	P15056	766.0	100-345	457-717	5hid	A	F-P15056-F1-model_v3.cif	5hid.cif	-435	2080	361	5936	361	0.1735576923076923	0.061
BRAF	P15056	766.0	100-345	457-717	5hie	A	F-P15056-F1-model_v3.cif	5hie.cif	-419	2076	349	5936	349	0.16811175337186898	0.059
BRAF	P15056	766.0	100-345	457-717	5ita	A	F-P15056-F1-model_v3.cif	5ita.cif	-426	2003	1903	5936	1903	0.9500748876684972	0.321
BRAF	P15056	766.0	100-345	457-717	5j17	A	F-P15056-F1-model_v3.cif	5j17.cif	-140	12930	633	5936	633	0.048955916473317866	0.107
BRAF	P15056	766.0	100-345	457-717	5j18	A	F-P15056-F1-model_v3.cif	5j18.cif	-140	13270	648	5936	648	0.04883195177091183	0.109
BRAF	P15056	766.0	100-345	457-717	5j2r	A	F-P15056-F1-model_v3.cif	5j2r.cif	-140	13270	648	5936	648	0.04883195177091183	0.109
BRAF	P15056	766.0	100-345	457-717	5jrq	A	F-P15056-F1-model_v3.cif	5jrq.cif	-443	1954	1848	5936	1848	0.9457523029682702	0.311
BRAF	P15056	766.0	100-345	457-717	5jsm	A	F-P15056-F1-model_v3.cif	5jsm.cif	-443	2095	1941	5936	1941	0.926491646778043	0.327
BRAF	P15056	766.0	100-345	457-717	5jt2	A	F-P15056-F1-model_v3.cif	5jt2.cif	-443	1958	1830	5936	1830	0.9346271705822268	0.308
BRAF	P15056	766.0	100-345	457-717	5val	A	F-P15056-F1-model_v3.cif	5val.cif	-442	2019	2019	5936	2019	1.0	0.34
BRAF	P15056	766.0	100-345	457-717	5vam	A	F-P15056-F1-model_v3.cif	5vam.cif	-442	2152	2144	5936	2144	0.9962825278810409	0.361
BRAF	P15056	766.0	100-345	457-717	5vr3	A	F-P15056-F1-model_v3.cif	5vr3.cif	0	492	19	5936	19	0.03861788617886179	0.003
BRAF	P15056	766.0	100-345	457-717	5vyk	A	F-P15056-F1-model_v3.cif	5vyk.cif	122	1524	514	5936	514	0.33727034120734906	0.087
BRAF	P15056	766.0	100-345	457-717	6b8u	A	F-P15056-F1-model_v3.cif	6b8u.cif	-442	1987	1987	5936	1987	1.0	0.335
BRAF	P15056	766.0	100-345	457-717	6cad	A	F-P15056-F1-model_v3.cif	6cad.cif	-439	1830	1741	5936	1741	0.9513661202185792	0.293
BRAF	P15056	766.0	100-345	457-717	6n0p	A	F-P15056-F1-model_v3.cif	6n0p.cif	-448	2120	2112	5936	2112	0.9962264150943396	0.356
BRAF	P15056	766.0	100-345	457-717	6n0q	A	F-P15056-F1-model_v3.cif	6n0q.cif	-442	2042	2037	5936	2037	0.9975514201762977	0.343
BRAF	P15056	766.0	100-345	457-717	6nsq	A	F-P15056-F1-model_v3.cif	6nsq.cif	-439	1869	1788	5936	1788	0.956661316211878	0.301
BRAF	P15056	766.0	100-345	457-717	6nyb	A	F-P15056-F1-model_v3.cif	6nyb.cif	27	2819	2799	5936	2799	0.9929052855622561	0.472
BRAF	P15056	766.0	100-345	457-717	6p3d	A	F-P15056-F1-model_v3.cif	6p3d.cif	-426	2108	1961	5936	1961	0.9302656546489564	0.33
BRAF	P15056	766.0	100-345	457-717	6p7g	A	F-P15056-F1-model_v3.cif	6p7g.cif	-426	2046	1931	5936	1931	0.9437927663734116	0.325
BRAF	P15056	766.0	100-345	457-717	6pp9	A	F-P15056-F1-model_v3.cif	6pp9.cif	-440	2213	2208	5936	2208	0.9977406235878897	0.372
BRAF	P15056	766.0	100-345	457-717	6q0j	A	F-P15056-F1-model_v3.cif	6q0j.cif	27	1394	1382	5936	1382	0.9913916786226685	0.233
BRAF	P15056	766.0	100-345	457-717	6q0k	A	F-P15056-F1-model_v3.cif	6q0k.cif	27	1411	1401	5936	1401	0.9929128277817151	0.236
BRAF	P15056	766.0	100-345	457-717	6q0t	A	F-P15056-F1-model_v3.cif	6q0t.cif	27	1389	1377	5936	1377	0.9913606911447084	0.232
BRAF	P15056	766.0	100-345	457-717	6u2g	B	F-P15056-F1-model_v3.cif	6u2g.cif	-419	2101	2101	5936	2101	1.0	0.354
BRAF	P15056	766.0	100-345	457-717	6u2h	C	F-P15056-F1-model_v3.cif	6u2h.cif	-445	2199	2074	5936	2074	0.943155979990905	0.349
BRAF	P15056	766.0	100-345	457-717	6uan	C	F-P15056-F1-model_v3.cif	6uan.cif	2	2022	2012	5936	2012	0.9950544015825915	0.339
BRAF	P15056	766.0	100-345	457-717	6uuo	A	F-P15056-F1-model_v3.cif	6uuo.cif	-439	1787	1698	5936	1698	0.9501958589815332	0.286
BRAF	P15056	766.0	100-345	457-717	6v2u	A	F-P15056-F1-model_v3.cif	6v2u.cif	-440	2028	2028	5936	2028	1.0	0.342
BRAF	P15056	766.0	100-345	457-717	6v2w	A	F-P15056-F1-model_v3.cif	6v2w.cif	-440	2201	2201	5936	2201	1.0	0.371
BRAF	P15056	766.0	100-345	457-717	6v34	A	F-P15056-F1-model_v3.cif	6v34.cif	0	2041	83	5936	83	0.040666340029397355	0.014
BRAF	P15056	766.0	100-345	457-717	6xag	C	F-P15056-F1-model_v3.cif	6xag.cif	-445	2202	2077	5936	2077	0.9432334241598547	0.35
BRAF	P15056	766.0	100-345	457-717	6xfp	A	F-P15056-F1-model_v3.cif	6xfp.cif	0	2208	80	5936	80	0.036231884057971016	0.013
BRAF	P15056	766.0	100-345	457-717	6xlo	A	F-P15056-F1-model_v3.cif	6xlo.cif	0	2067	80	5936	80	0.038703434929850025	0.013
BRAF	P15056	766.0	100-345	457-717	7k0v	A	F-P15056-F1-model_v3.cif	7k0v.cif	0	2096	88	5936	88	0.04198473282442748	0.015
BRAF	P15056	766.0	100-345	457-717	7m0t	B	F-P15056-F1-model_v3.cif	7m0t.cif	-440	2195	2195	5936	2195	1.0	0.37
BRAF	P15056	766.0	100-345	457-717	7m0u	A	F-P15056-F1-model_v3.cif	7m0u.cif	-440	2194	2194	5936	2194	1.0	0.37
BRAF	P15056	766.0	100-345	457-717	7m0v	A	F-P15056-F1-model_v3.cif	7m0v.cif	-440	2199	2194	5936	2194	0.9977262391996362	0.37
BRAF	P15056	766.0	100-345	457-717	7m0w	B	F-P15056-F1-model_v3.cif	7m0w.cif	-440	2195	2195	5936	2195	1.0	0.37
BRAF	P15056	766.0	100-345	457-717	7m0x	A	F-P15056-F1-model_v3.cif	7m0x.cif	-440	2213	2208	5936	2208	0.9977406235878897	0.372
BRAF	P15056	766.0	100-345	457-717	7m0y	A	F-P15056-F1-model_v3.cif	7m0y.cif	-440	2201	2201	5936	2201	1.0	0.371
BRAF	P15056	766.0	100-345	457-717	7m0z	A	F-P15056-F1-model_v3.cif	7m0z.cif	-440	2187	2187	5936	2187	1.0	0.368
BRAF	P15056	766.0	100-345	457-717	7mfd	A	F-P15056-F1-model_v3.cif	7mfd.cif	0	3297	3277	5936	3277	0.9939338792841977	0.552
BRAF	P15056	766.0	100-345	457-717	7mfe	A	F-P15056-F1-model_v3.cif	7mfe.cif	0	3291	3271	5936	3271	0.9939228198116075	0.551
BRAF	P15056	766.0	100-345	457-717	7mff	C	F-P15056-F1-model_v3.cif	7mff.cif	0	2163	2153	5936	2153	0.9953767914932964	0.363
BRAF	P15056	766.0	100-345	457-717	7p3v	A	F-P15056-F1-model_v3.cif	7p3v.cif	-446	2046	1925	5936	1925	0.9408602150537635	0.324
BRAF	P15056	766.0	100-345	457-717	7shv	A	F-P15056-F1-model_v3.cif	7shv.cif	-419	2089	2084	5936	2084	0.9976065102920058	0.351
BRAF	P15056	766.0	100-345	457-717	7zr0	D	F-P15056-F1-model_v3.cif	7zr0.cif	62	1503	1503	5936	1503	1.0	0.253
BRAF	P15056	766.0	100-345	457-717	7zr5	D	F-P15056-F1-model_v3.cif	7zr5.cif	62	1503	1503	5936	1503	1.0	0.253
BRAF	P15056	766.0	100-345	457-717	7zr6	D	F-P15056-F1-model_v3.cif	7zr6.cif	62	1503	1503	5936	1503	1.0	0.253
BRAF	P15056	766.0	100-345	457-717	8c7x	A	F-P15056-F1-model_v3.cif	8c7x.cif	-439	2235	2066	5936	2066	0.9243847874720358	0.348
BRAF	P15056	766.0	100-345	457-717	8c7y	A	F-P15056-F1-model_v3.cif	8c7y.cif	-441	2221	2063	5936	2063	0.9288608734804142	0.348
BRAF	P15056	766.0	100-345	457-717	8dgs	A	F-P15056-F1-model_v3.cif	8dgs.cif	27	3424	3404	5936	3404	0.9941588785046729	0.573
BRAF	P15056	766.0	100-345	457-717	8dgt	A	F-P15056-F1-model_v3.cif	8dgt.cif	27	3455	3435	5936	3435	0.9942112879884226	0.579
BRAF	P15056	766.0	100-345	457-717	8f7o	A	F-P15056-F1-model_v3.cif	8f7o.cif	-440	2106	1970	5936	1970	0.9354226020892688	0.332
BRAF	P15056	766.0	100-345	457-717	8f7p	A	F-P15056-F1-model_v3.cif	8f7p.cif	-440	2046	1929	5936	1929	0.9428152492668622	0.325
BRAF	P15056	766.0	100-345	457-717	8qqg	A	F-P15056-F1-model_v3.cif	8qqg.cif	-447	2165	2165	5936	2165	1.0	0.365
BRAF	P15056	766.0	100-345	457-717	9axx	B	F-P15056-F1-model_v3.cif	9axx.cif	-443	2040	2029	5936	2029	0.9946078431372549	0.342
BRAF	P15056	766.0	100-345	457-717	9axy	A	F-P15056-F1-model_v3.cif	9axy.cif	-443	2202	2202	5936	2202	1.0	0.371
PDE4D	Q08499	809.0	271-339	386-715	1e9k	A	F-Q08499-F1-model_v3.cif	1e9k.cif	-11	621	11	6400	11	0.017713365539452495	0.002
PDE4D	Q08499	809.0	271-339	386-715	1mkd	A	F-Q08499-F1-model_v3.cif	1mkd.cif	-387	2650	2642	6400	2642	0.9969811320754717	0.413
PDE4D	Q08499	809.0	271-339	386-715	1oyn	A	F-Q08499-F1-model_v3.cif	1oyn.cif	-78	2704	142	6400	142	0.05251479289940828	0.022
PDE4D	Q08499	809.0	271-339	386-715	1ptw	A	F-Q08499-F1-model_v3.cif	1ptw.cif	-78	2704	142	6400	142	0.05251479289940828	0.022
PDE4D	Q08499	809.0	271-339	386-715	1q9m	A	F-Q08499-F1-model_v3.cif	1q9m.cif	-78	2704	142	6400	142	0.05251479289940828	0.022
PDE4D	Q08499	809.0	271-339	386-715	1tb7	A	F-Q08499-F1-model_v3.cif	1tb7.cif	-383	2625	2608	6400	2608	0.9935238095238095	0.407
PDE4D	Q08499	809.0	271-339	386-715	1tbb	A	F-Q08499-F1-model_v3.cif	1tbb.cif	-383	2633	2606	6400	2606	0.9897455374097988	0.407
PDE4D	Q08499	809.0	271-339	386-715	1xom	A	F-Q08499-F1-model_v3.cif	1xom.cif	-366	2655	2638	6400	2638	0.9935969868173258	0.412
PDE4D	Q08499	809.0	271-339	386-715	1xon	A	F-Q08499-F1-model_v3.cif	1xon.cif	-366	2635	2615	6400	2615	0.9924098671726755	0.409
PDE4D	Q08499	809.0	271-339	386-715	1xoq	A	F-Q08499-F1-model_v3.cif	1xoq.cif	-366	2668	2638	6400	2638	0.9887556221889056	0.412
PDE4D	Q08499	809.0	271-339	386-715	1xor	A	F-Q08499-F1-model_v3.cif	1xor.cif	-366	2606	2606	6400	2606	1.0	0.407
PDE4D	Q08499	809.0	271-339	386-715	1y2b	A	F-Q08499-F1-model_v3.cif	1y2b.cif	-366	2679	2638	6400	2638	0.9846957820082121	0.412
PDE4D	Q08499	809.0	271-339	386-715	1y2c	A	F-Q08499-F1-model_v3.cif	1y2c.cif	-366	2650	2638	6400	2638	0.9954716981132076	0.412
PDE4D	Q08499	809.0	271-339	386-715	1y2d	A	F-Q08499-F1-model_v3.cif	1y2d.cif	-366	2650	2638	6400	2638	0.9954716981132076	0.412
PDE4D	Q08499	809.0	271-339	386-715	1y2e	A	F-Q08499-F1-model_v3.cif	1y2e.cif	-366	2643	2638	6400	2638	0.9981082103670071	0.412
PDE4D	Q08499	809.0	271-339	386-715	1y2k	A	F-Q08499-F1-model_v3.cif	1y2k.cif	-366	2654	2638	6400	2638	0.9939713639788997	0.412
PDE4D	Q08499	809.0	271-339	386-715	1zkn	A	F-Q08499-F1-model_v3.cif	1zkn.cif	-380	2705	2704	6400	2704	0.999630314232902	0.422
PDE4D	Q08499	809.0	271-339	386-715	2fm0	A	F-Q08499-F1-model_v3.cif	2fm0.cif	-380	2704	2704	6400	2704	1.0	0.422
PDE4D	Q08499	809.0	271-339	386-715	2fm5	A	F-Q08499-F1-model_v3.cif	2fm5.cif	-380	2704	2704	6400	2704	1.0	0.422
PDE4D	Q08499	809.0	271-339	386-715	2pw3	A	F-Q08499-F1-model_v3.cif	2pw3.cif	-387	2648	2639	6400	2639	0.9966012084592145	0.412
PDE4D	Q08499	809.0	271-339	386-715	2qyn	A	F-Q08499-F1-model_v3.cif	2qyn.cif	-387	2638	2638	6400	2638	1.0	0.412
PDE4D	Q08499	809.0	271-339	386-715	3g4g	A	F-Q08499-F1-model_v3.cif	3g4g.cif	-297	2725	223	6400	223	0.0818348623853211	0.035
PDE4D	Q08499	809.0	271-339	386-715	3g4i	A	F-Q08499-F1-model_v3.cif	3g4i.cif	-378	2678	2678	6400	2678	1.0	0.418
PDE4D	Q08499	809.0	271-339	386-715	3g4k	A	F-Q08499-F1-model_v3.cif	3g4k.cif	-378	2667	2667	6400	2667	1.0	0.417
PDE4D	Q08499	809.0	271-339	386-715	3g4l	A	F-Q08499-F1-model_v3.cif	3g4l.cif	-378	2642	2642	6400	2642	1.0	0.413
PDE4D	Q08499	809.0	271-339	386-715	3g58	A	F-Q08499-F1-model_v3.cif	3g58.cif	-378	2696	2696	6400	2696	1.0	0.421
PDE4D	Q08499	809.0	271-339	386-715	3iad	A	F-Q08499-F1-model_v3.cif	3iad.cif	-378	2743	2644	6400	2644	0.963908129784907	0.413
PDE4D	Q08499	809.0	271-339	386-715	3iak	A	F-Q08499-F1-model_v3.cif	3iak.cif	-366	2638	2623	6400	2623	0.9943138741470812	0.41
PDE4D	Q08499	809.0	271-339	386-715	3k4s	A	F-Q08499-F1-model_v3.cif	3k4s.cif	-366	2695	2647	6400	2647	0.9821892393320965	0.414
PDE4D	Q08499	809.0	271-339	386-715	3sl3	A	F-Q08499-F1-model_v3.cif	3sl3.cif	-380	2653	2643	6400	2643	0.9962306822465133	0.413
PDE4D	Q08499	809.0	271-339	386-715	3sl4	A	F-Q08499-F1-model_v3.cif	3sl4.cif	-380	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	3sl5	A	F-Q08499-F1-model_v3.cif	3sl5.cif	-380	2651	2651	6400	2651	1.0	0.414
PDE4D	Q08499	809.0	271-339	386-715	3sl6	A	F-Q08499-F1-model_v3.cif	3sl6.cif	-380	2657	2647	6400	2647	0.996236356793376	0.414
PDE4D	Q08499	809.0	271-339	386-715	3sl8	A	F-Q08499-F1-model_v3.cif	3sl8.cif	-380	2653	2647	6400	2647	0.997738409347908	0.414
PDE4D	Q08499	809.0	271-339	386-715	3v9b	A	F-Q08499-F1-model_v3.cif	3v9b.cif	-380	2678	2678	6400	2678	1.0	0.418
PDE4D	Q08499	809.0	271-339	386-715	4ogb	A	F-Q08499-F1-model_v3.cif	4ogb.cif	-380	2651	2651	6400	2651	1.0	0.414
PDE4D	Q08499	809.0	271-339	386-715	4w1o	A	F-Q08499-F1-model_v3.cif	4w1o.cif	-380	2604	2604	6400	2604	1.0	0.407
PDE4D	Q08499	809.0	271-339	386-715	4wcu	A	F-Q08499-F1-model_v3.cif	4wcu.cif	-380	2674	2674	6400	2674	1.0	0.418
PDE4D	Q08499	809.0	271-339	386-715	5k1i	A	F-Q08499-F1-model_v3.cif	5k1i.cif	-387	2613	2613	6400	2613	1.0	0.408
PDE4D	Q08499	809.0	271-339	386-715	5k32	A	F-Q08499-F1-model_v3.cif	5k32.cif	-86	2617	135	6400	135	0.051585785250286585	0.021
PDE4D	Q08499	809.0	271-339	386-715	5lbo	A	F-Q08499-F1-model_v3.cif	5lbo.cif	-376	2679	2669	6400	2669	0.996267263904442	0.417
PDE4D	Q08499	809.0	271-339	386-715	5tkb	A	F-Q08499-F1-model_v3.cif	5tkb.cif	-378	2622	2622	6400	2622	1.0	0.41
PDE4D	Q08499	809.0	271-339	386-715	5wh5	A	F-Q08499-F1-model_v3.cif	5wh5.cif	-251	2638	90	6400	90	0.03411675511751327	0.014
PDE4D	Q08499	809.0	271-339	386-715	5wh6	A	F-Q08499-F1-model_v3.cif	5wh6.cif	-302	2638	2638	6400	2638	1.0	0.412
PDE4D	Q08499	809.0	271-339	386-715	5wqa	A	F-Q08499-F1-model_v3.cif	5wqa.cif	-380	2704	2704	6400	2704	1.0	0.422
PDE4D	Q08499	809.0	271-339	386-715	6akr	A	F-Q08499-F1-model_v3.cif	6akr.cif	-376	2631	2631	6400	2631	1.0	0.411
PDE4D	Q08499	809.0	271-339	386-715	6boj	A	F-Q08499-F1-model_v3.cif	6boj.cif	-87	2689	170	6400	170	0.06322052807735218	0.027
PDE4D	Q08499	809.0	271-339	386-715	6f6u	A	F-Q08499-F1-model_v3.cif	6f6u.cif	-242	2658	90	6400	90	0.033860045146726865	0.014
PDE4D	Q08499	809.0	271-339	386-715	6f8r	A	F-Q08499-F1-model_v3.cif	6f8r.cif	-242	2626	90	6400	90	0.03427265803503427	0.014
PDE4D	Q08499	809.0	271-339	386-715	6f8t	A	F-Q08499-F1-model_v3.cif	6f8t.cif	-242	2670	90	6400	90	0.033707865168539325	0.014
PDE4D	Q08499	809.0	271-339	386-715	6f8u	A	F-Q08499-F1-model_v3.cif	6f8u.cif	-242	2654	90	6400	90	0.03391107761868877	0.014
PDE4D	Q08499	809.0	271-339	386-715	6f8v	A	F-Q08499-F1-model_v3.cif	6f8v.cif	-242	2652	90	6400	90	0.033936651583710405	0.014
PDE4D	Q08499	809.0	271-339	386-715	6f8w	A	F-Q08499-F1-model_v3.cif	6f8w.cif	-242	2662	90	6400	90	0.033809166040571	0.014
PDE4D	Q08499	809.0	271-339	386-715	6f8x	A	F-Q08499-F1-model_v3.cif	6f8x.cif	-242	2628	90	6400	90	0.03424657534246575	0.014
PDE4D	Q08499	809.0	271-339	386-715	6fdc	A	F-Q08499-F1-model_v3.cif	6fdc.cif	-242	2685	90	6400	90	0.0335195530726257	0.014
PDE4D	Q08499	809.0	271-339	386-715	6fdi	A	F-Q08499-F1-model_v3.cif	6fdi.cif	-376	2690	2669	6400	2669	0.9921933085501858	0.417
PDE4D	Q08499	809.0	271-339	386-715	6fe7	A	F-Q08499-F1-model_v3.cif	6fe7.cif	-376	2669	2669	6400	2669	1.0	0.417
PDE4D	Q08499	809.0	271-339	386-715	6feb	A	F-Q08499-F1-model_v3.cif	6feb.cif	-376	2631	2631	6400	2631	1.0	0.411
PDE4D	Q08499	809.0	271-339	386-715	6fet	A	F-Q08499-F1-model_v3.cif	6fet.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	6ft0	A	F-Q08499-F1-model_v3.cif	6ft0.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	6fta	A	F-Q08499-F1-model_v3.cif	6fta.cif	-376	2667	2658	6400	2658	0.9966254218222722	0.415
PDE4D	Q08499	809.0	271-339	386-715	6ftw	A	F-Q08499-F1-model_v3.cif	6ftw.cif	-376	2680	2680	6400	2680	1.0	0.419
PDE4D	Q08499	809.0	271-339	386-715	6fw3	A	F-Q08499-F1-model_v3.cif	6fw3.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	6hwo	A	F-Q08499-F1-model_v3.cif	6hwo.cif	-376	2643	2643	6400	2643	1.0	0.413
PDE4D	Q08499	809.0	271-339	386-715	6iag	A	F-Q08499-F1-model_v3.cif	6iag.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	6ibf	A	F-Q08499-F1-model_v3.cif	6ibf.cif	-376	2667	2658	6400	2658	0.9966254218222722	0.415
PDE4D	Q08499	809.0	271-339	386-715	6im6	A	F-Q08499-F1-model_v3.cif	6im6.cif	-366	2612	2612	6400	2612	1.0	0.408
PDE4D	Q08499	809.0	271-339	386-715	6imb	A	F-Q08499-F1-model_v3.cif	6imb.cif	-366	2608	2592	6400	2592	0.9938650306748467	0.405
PDE4D	Q08499	809.0	271-339	386-715	6imd	A	F-Q08499-F1-model_v3.cif	6imd.cif	-366	2639	2623	6400	2623	0.9939370973853733	0.41
PDE4D	Q08499	809.0	271-339	386-715	6imi	A	F-Q08499-F1-model_v3.cif	6imi.cif	-366	2613	2597	6400	2597	0.993876769996173	0.406
PDE4D	Q08499	809.0	271-339	386-715	6imo	A	F-Q08499-F1-model_v3.cif	6imo.cif	-366	2591	2591	6400	2591	1.0	0.405
PDE4D	Q08499	809.0	271-339	386-715	6imr	A	F-Q08499-F1-model_v3.cif	6imr.cif	-366	2604	2604	6400	2604	1.0	0.407
PDE4D	Q08499	809.0	271-339	386-715	6imt	A	F-Q08499-F1-model_v3.cif	6imt.cif	-366	2598	2598	6400	2598	1.0	0.406
PDE4D	Q08499	809.0	271-339	386-715	6ind	A	F-Q08499-F1-model_v3.cif	6ind.cif	-366	2578	2578	6400	2578	1.0	0.403
PDE4D	Q08499	809.0	271-339	386-715	6ink	A	F-Q08499-F1-model_v3.cif	6ink.cif	-366	2578	2578	6400	2578	1.0	0.403
PDE4D	Q08499	809.0	271-339	386-715	6inm	A	F-Q08499-F1-model_v3.cif	6inm.cif	-366	2578	2578	6400	2578	1.0	0.403
PDE4D	Q08499	809.0	271-339	386-715	6kjz	A	F-Q08499-F1-model_v3.cif	6kjz.cif	-386	2647	2647	6400	2647	1.0	0.414
PDE4D	Q08499	809.0	271-339	386-715	6kk0	A	F-Q08499-F1-model_v3.cif	6kk0.cif	-387	2615	2615	6400	2615	1.0	0.409
PDE4D	Q08499	809.0	271-339	386-715	6lrm	A	F-Q08499-F1-model_v3.cif	6lrm.cif	-366	2620	2620	6400	2620	1.0	0.409
PDE4D	Q08499	809.0	271-339	386-715	6njh	A	F-Q08499-F1-model_v3.cif	6njh.cif	-378	2652	2547	6400	2547	0.9604072398190046	0.398
PDE4D	Q08499	809.0	271-339	386-715	6nji	A	F-Q08499-F1-model_v3.cif	6nji.cif	-378	2639	2547	6400	2547	0.9651383099658962	0.398
PDE4D	Q08499	809.0	271-339	386-715	6njj	A	F-Q08499-F1-model_v3.cif	6njj.cif	-378	2664	2557	6400	2557	0.9598348348348348	0.4
PDE4D	Q08499	809.0	271-339	386-715	6rcw	A	F-Q08499-F1-model_v3.cif	6rcw.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	6zba	A	F-Q08499-F1-model_v3.cif	6zba.cif	-378	2699	2622	6400	2622	0.9714709151537606	0.41
PDE4D	Q08499	809.0	271-339	386-715	7a8q	A	F-Q08499-F1-model_v3.cif	7a8q.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	7a9v	A	F-Q08499-F1-model_v3.cif	7a9v.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	7aag	A	F-Q08499-F1-model_v3.cif	7aag.cif	-376	2675	2669	6400	2669	0.9977570093457944	0.417
PDE4D	Q08499	809.0	271-339	386-715	7ab9	A	F-Q08499-F1-model_v3.cif	7ab9.cif	-376	2669	2669	6400	2669	1.0	0.417
PDE4D	Q08499	809.0	271-339	386-715	7abd	A	F-Q08499-F1-model_v3.cif	7abd.cif	-376	2669	2669	6400	2669	1.0	0.417
PDE4D	Q08499	809.0	271-339	386-715	7abe	A	F-Q08499-F1-model_v3.cif	7abe.cif	-376	2674	2669	6400	2669	0.9981301421091997	0.417
PDE4D	Q08499	809.0	271-339	386-715	7abj	A	F-Q08499-F1-model_v3.cif	7abj.cif	-376	2658	2658	6400	2658	1.0	0.415
PDE4D	Q08499	809.0	271-339	386-715	7ay6	A	F-Q08499-F1-model_v3.cif	7ay6.cif	-242	2731	90	6400	90	0.032954961552544855	0.014
