Gene_name	Uniprot_ID	Protein_length	region_1	region_2	region_1_len	region_2_len	PDB ID	PDB Length	Resolution	Model	Label_chain	Entity_id	Auth_chain	PDB residues in region_1	PDB residues in region_2	Percent residues in region_1	Percent residues in region_2	Auth_offset	Conformation
SRC	P12931	536	151-269	84-145,524-536	119	75	2h8h	667	2.2	0	A	1	A	119	66	100	88	-3	
SRC	P12931	536	151-269	84-145,524-536	119	75	1fmk	928	1.5	0	A	1	A	119	71	100	94.6666666666667	-3	
SRC	P12931	536	151-269	84-145,524-536	119	75	1y57	773	1.91	0	A	1	A	119	72	100	96	-3	
SRC	P12931	536	151-269	84-145,524-536	119	75	2src	720	1.5	0	A	1	A	119	71	100	94.6666666666667	-3	
SRC	P12931	536	151-269	84-145,524-536	119	75	4k11	721	2.3	0	A	1	A	119	69	100	92	-3	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqd	451	2.1	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqf	326	2.7	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqc	501	1.8	0	A	1	A	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7m0y	312	3.45	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3dy7	263	2.7	0	A	1	A	28	223	100	83.8345864661654	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqb	314	2.62	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3mbl	383	2.6	0	A	1	A	28	235	100	88.3458646616541	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqh	462	2	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	5bx0	316	2.93	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3os3	278	2.8	0	A	1	A	28	221	100	83.0827067669173	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4an2	323	2.5	0	A	1	A	28	224	100	84.2105263157895	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3orn	329	2.8	0	A	1	A	28	226	100	84.9624060150376	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	5hze	342	2.4	0	A	1	A	28	231	100	86.8421052631579	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3wig	303	2.7	0	A	1	A	25	228	89.2857142857143	85.7142857142857	1	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4u7z	305	2.805	0	A	1	A	28	235	100	88.3458646616541	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4u80	302	2.8	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqi	449	1.9	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	6u2g	334	2.886	0	A	1	A	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3w8q	376	2.2	0	A	1	A	28	240	100	90.2255639097744	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	6v2w	314	3.12	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4u81	327	2.701	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4ark	342	2.6	0	A	1	A	28	235	100	88.3458646616541	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4anb	342	2.2	0	A	1	A	28	224	100	84.2105263157895	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3eqg	363	2.5	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3zlw	488	2.12	0	A	1	A	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3dv3	378	2.3	0	A	1	A	28	232	100	87.218045112782	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	1s9j	401	2.4	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3pp1	363	2.7	0	A	1	A	28	235	100	88.3458646616541	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3zly	414	2.11	0	A	1	A	27	234	96.4285714285714	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7m0u	320	3.09	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7mfd	294	3.09	0	B	2	B	28	227	100	85.3383458646617	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3zlx	404	2.2	0	A	1	A	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	6nyb	292	2.2	0	B	2	B	28	227	100	85.3383458646617	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7m0v	313	3.16	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3v04	292	2.7	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7m0x	418	2.47	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3zm4	447	2.37	0	A	1	A	28	232	100	87.218045112782	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7m0z	313	3.12	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4an3	371	2.1	0	A	1	A	28	222	100	83.4586466165414	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4lmn	295	2.8	0	A	1	A	28	236	100	88.7218045112782	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	6q0t	309	2.8	0	C	2	C	28	235	100	88.3458646616541	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3e8n	359	2.5	0	A	1	A	28	235	100	88.3458646616541	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	2p55	330	2.8	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	4an9	289	2.8	0	A	1	A	28	223	100	83.8345864661654	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3zls	378	2.5	0	A	1	A	28	237	100	89.0977443609023	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	3v01	292	2.705	0	A	1	A	28	233	100	87.593984962406	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	6pp9	356	2.59	0	B	2	B	28	234	100	87.9699248120301	0	
MAP2K1	Q02750	393	75-102	68-74,103-361	28	266	7pqv	504	2.13	0	A	1	A	28	232	100	87.218045112782	0	
INSR	P06213	1382	980-1017	1023-1298	38	276	5e1s	422	2.264	0	A	1	A	35	244	92.1052631578947	88.4057971014493	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	3ekk	589	2.1	0	A	1	A	38	242	100	87.6811594202899	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	1irk	504	2.1	0	A	1	A	37	261	97.3684210526316	94.5652173913043	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	2auh	302	3.2	0	A	1	A	34	258	89.4736842105263	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	4xlv	454	2.3	0	A	1	A	38	258	100	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	1i44	425	2.4	0	A	1	A	32	245	84.2105263157895	88.768115942029	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	1ir3	504	1.9	0	A	1	A	37	258	97.3684210526316	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	3ekn	519	2.2	0	A	1	A	34	258	89.4736842105263	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	3bu3	551	1.65	0	A	1	A	31	258	81.5789473684211	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	1p14	475	1.9	0	A	1	A	38	242	100	87.6811594202899	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	3bu6	493	1.95	0	A	1	A	31	258	81.5789473684211	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	1gag	324	2.7	0	A	1	A	37	258	97.3684210526316	93.4782608695652	-27	
INSR	P06213	1382	980-1017	1023-1298	38	276	2z8c	301	3.25	0	A	1	A	34	258	89.4736842105263	93.4782608695652	-27	
NEIL1	Q96FI4	390	244-245	220-243,246-280	2	61	4nrv	380	2.601	0	A	1	A	2	59	100	96.7213114754098	0	
NEIL1	Q96FI4	390	244-245	220-243,246-280	2	61	5itq	751	1.48	0	A	1	A	2	59	100	96.7213114754098	0	
NEIL1	Q96FI4	390	244-245	220-243,246-280	2	61	1tdh	592	2.1	0	A	1	A	2	59	100	96.7213114754098	0	
HSPA8	P11142	646	263-287	225-262	25	38	3fzf	602	2.2	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	4hwi	473	2.273	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	5aqh	551	2	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	5aqu	557	1.92	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	3fzh	615	2	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	5aqt	549	1.9	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	4h5v	684	1.75	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	3ldq	628	1.9	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	3m3z	642	2.1	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	3fzk	589	2.1	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	4h5t	604	1.9	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	5aqv	597	1.75	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	3fzm	622	2.3	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	5aqk	480	2.09	0	A	1	A	25	38	100	100	0	
HSPA8	P11142	646	263-287	225-262	25	38	3fzl	605	2.2	0	A	1	A	25	38	100	100	0	
DLG4	P31016	724	428-498	534-709	71	176	5ypr	309	2.349	0	A	1	A	64	176	90.1408450704225	100	0	
DLG4	P31016	724	428-498	534-709	71	176	1kjw	420	1.8	0	A	1	A	69	176	97.1830985915493	100	0	
HCK	P08631	526	142-239,240-259	76-136,425-514	118	61	5h0e	644	2.1	0	A	1	A	118	52	100	85.2459016393443	5	
HCK	P08631	526	142-239,240-259	76-136,425-514	118	61	5h09	744	1.945	0	A	1	A	118	52	100	85.2459016393443	5	
HCK	P08631	526	142-239,240-259	76-136,425-514	118	61	5h0b	830	1.651	0	A	1	A	118	52	100	85.2459016393443	5	
HCK	P08631	526	142-239,240-259	76-136,425-514	118	61	3nhn	198	2.61	0	A	1	A	105	53	88.9830508474576	86.8852459016393	3	
HCK	P08631	526	142-239,240-259	76-136,425-514	118	61	5h0g	821	1.8	0	A	1	A	118	52	100	85.2459016393443	5	
HCK	P08631	526	142-239,240-259	76-136,425-514	118	61	5h0h	841	1.72	0	A	1	A	118	52	100	85.2459016393443	5	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	6l71	511	2.109	0	A	1	A	33	248	100	97.2549019607843	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	6l72	367	2.501	0	A	1	A	33	249	100	97.6470588235294	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	4x3o	594	1.5	0	A	1	A	33	249	100	97.6470588235294	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	7bos	394	1.7	0	A	1	A	33	236	100	92.5490196078431	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	4rmi	436	1.45	0	A	1	A	33	233	100	91.3725490196078	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	4rmh	536	1.42	0	A	1	A	33	246	100	96.4705882352941	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5yqo	643	1.483	0	A	1	A	33	237	100	92.9411764705882	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5y5n	392	2.3	0	A	1	A	33	220	100	86.2745098039216	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	6l65	656	1.8	0	A	1	A	33	242	100	94.9019607843137	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5dy4	487	1.77	0	A	1	A	33	252	100	98.8235294117647	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	7bot	383	1.7	0	A	1	A	33	232	100	90.9803921568628	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5dy5	543	1.95	0	A	1	A	33	251	100	98.4313725490196	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	4x3p	555	1.8	0	A	1	A	33	248	100	97.2549019607843	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5yql	682	1.601	0	A	1	A	33	245	100	96.078431372549	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5yqm	582	1.735	0	A	1	A	33	244	100	95.6862745098039	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	5yqn	587	1.6	0	A	1	A	33	237	100	92.9411764705882	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	4rmg	399	1.88	0	A	1	A	33	249	100	97.6470588235294	0	
SIRT2	Q8IXJ6	389	320-352	65-319	33	255	6l66	473	2.169	0	A	1	A	33	249	100	97.6470588235294	0	
VCL	P18206	1134	878-890	896-1066	13	171	6fuy	967	3	0	A	1	A	11	165	84.6153846153846	96.4912280701754	0	
AKT1	P31749	480	5-108	150-408	104	259	7nh4	401	2.3	0	A	1	A	101	235	97.1153846153846	90.7335907335907	0	
AKT1	P31749	480	5-108	150-408	104	259	6hhf	370	2.9	0	A	1	A	96	227	92.3076923076923	87.6447876447876	0	
AKT1	P31749	480	5-108	150-408	104	259	6hhi	408	2.7	0	A	1	A	101	240	97.1153846153846	92.6640926640927	0	
AKT1	P31749	480	5-108	150-408	104	259	6hhj	531	2.3	0	A	1	A	102	259	98.0769230769231	100	0	
AKT1	P31749	480	5-108	150-408	104	259	3o96	389	2.7	0	A	1	A	98	235	94.2307692307692	90.7335907335907	0	
AKT1	P31749	480	5-108	150-408	104	259	4ejn	544	2.19	0	A	1	A	97	241	93.2692307692308	93.0501930501931	0	
AKT1	P31749	480	5-108	150-408	104	259	6s9w	424	2.3	0	A	1	A	104	257	100	99.2277992277992	0	
AKT1	P31749	480	5-108	150-408	104	259	5kcv	433	2.7	0	A	1	A	91	226	87.5	87.2586872586873	0	
AKT1	P31749	480	5-108	150-408	104	259	7nh5	468	1.9	0	A	1	A	100	235	96.1538461538462	90.7335907335907	0	
AKT1	P31749	480	5-108	150-408	104	259	6hhg	464	2.3	0	A	1	A	100	238	96.1538461538462	91.8918918918919	0	
AKT1	P31749	480	5-108	150-408	104	259	6hhh	401	2.7	0	A	1	A	101	234	97.1153846153846	90.3474903474904	0	
AKT1	P31749	480	5-108	150-408	104	259	6s9x	395	2.6	0	A	1	A	100	236	96.1538461538462	91.1196911196911	0	
PTK2	Q00944	1053	35-362	422-680	328	259	2j0j	634	2.8	0	A	1	A	328	249	100	96.1389961389961	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	2x2k	322	2.6	0	A	1	A	9	259	90	91.5194346289753	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	2ivu	363	2.5	0	A	1	A	9	256	90	90.4593639575972	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	6vhg	424	2.303	0	A	1	A	9	255	90	90.1060070671378	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	4ckj	417	1.65	0	A	1	A	9	259	90	91.5194346289753	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	2ivv	409	2.25	0	A	1	A	9	253	90	89.3992932862191	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	2ivt	354	2.6	0	A	1	A	9	258	90	91.1660777385159	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	2x2l	364	2	0	A	1	A	9	256	90	90.4593639575972	0	
RET	P07949	1114	900-909	724-899,910-1016	10	283	6i83	397	1.88	0	A	1	A	9	258	90	91.1660777385159	0	
CBL	P22681	906	353-380	381-435	28	55	1fbv	395	2.9	0	A	1	A	28	54	100	98.1818181818182	0	
CBL	P22681	906	353-380	381-435	28	55	4a4b	407	2.789	0	A	1	A	27	55	96.4285714285714	100	0	
CBL	P22681	906	353-380	381-435	28	55	4a4c	401	2.704	0	A	1	A	27	55	96.4285714285714	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		0	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		1	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		2	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		3	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		4	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		5	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		6	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		7	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		8	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		9	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		10	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		11	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		12	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		13	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		14	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		15	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		16	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		17	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		18	A	1	A	26	55	92.8571428571429	100	0	
CBL	P22681	906	353-380	381-435	28	55	2k4d	85		19	A	1	A	26	55	92.8571428571429	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	3mek	602	2.1	0	A	1	A	139	232	93.2885906040268	97.8902953586498	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5ex3	526	2.408	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5xxg	585	2.14	0	A	1	A	146	237	97.9865771812081	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6p6k	831	1.55	0	A	1	A	149	235	100	99.1561181434599	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	7o2c	976	1.52	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5xxd	572	2.314	0	A	1	A	146	237	97.9865771812081	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6p7z	982	1.19	0	A	1	A	149	236	100	99.57805907173	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5ccm	551	2.3	0	A	1	A	146	237	97.9865771812081	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6zrb	843	1.55	0	A	1	A	148	237	99.3288590604027	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	3qwp	922	1.53	0	A	1	A	148	237	99.3288590604027	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6paf	919	1.241	0	A	1	A	149	234	100	98.7341772151899	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	7bj1	958	1.61	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6p6g	827	1.59	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	7o2a	915	1.57	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	3oxl	430	3.6	0	A	1	A	147	237	98.6577181208054	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5yjo	586	2.135	0	A	1	A	146	237	97.9865771812081	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5ccl	881	1.5	0	A	1	A	148	237	99.3288590604027	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6ijl	528	2.351	0	A	1	A	146	237	97.9865771812081	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5ex0	549	2.7	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6o9o	827	1.586	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5xxj	590	1.689	0	A	1	A	146	237	97.9865771812081	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	3oxg	428	3.41	0	A	1	A	147	237	98.6577181208054	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5v37	933	1.42	0	A	1	A	147	237	98.6577181208054	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	6yuh	685	1.93	0	A	1	A	148	237	99.3288590604027	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	3pdn	1084	1.7	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	5hi7	552	2.15	0	A	1	A	149	237	100	100	0	
SMYD3	Q9H7B4	428	280-428	4-240	149	237	7o2b	635	2.03	0	A	1	A	149	237	100	100	0	
KIT	P10721	976	544-583	589-937	40	349	4hvs	435	1.9	0	A	1	A	36	285	90	81.6618911174785	0	
KIT	P10721	976	544-583	589-937	40	349	3g0e	649	1.6	0	A	1	A	40	285	100	81.6618911174785	0	
KIT	P10721	976	544-583	589-937	40	349	1t45	497	1.9	0	A	1	A	37	289	92.5	82.8080229226361	0	
KIT	P10721	976	544-583	589-937	40	349	7khg	518	2.15	0	A	1	A	37	285	92.5	81.6618911174785	0	
MAPKAPK2	P49137	400	328-364	64-325	37	262	3m42	412	2.68	0	A	1	A	37	234	100	89.3129770992367	0	
MAPKAPK2	P49137	400	328-364	64-325	37	262	3kga	392	2.55	0	A	1	A	37	234	100	89.3129770992367	0	
MAPKAPK2	P49137	400	328-364	64-325	37	262	3m2w	427	2.41	0	A	1	A	37	234	100	89.3129770992367	0	
MAPKAPK2	P49137	400	328-364	64-325	37	262	2oza	364	2.7	0	A	1	A	37	254	100	96.9465648854962	0	
MAPKAPK2	P49137	400	328-364	64-325	37	262	4tyh	339	3	0	A	1	A	37	251	100	95.8015267175572	0	
MAPKAPK2	P49137	400	328-364	64-325	37	262	3ka0	281	2.9	0	A	1	A	37	223	100	85.1145038167939	0	
NSD3	Q9BZ95	1437	1145-1257	1258-1273	114	16	6cen	454	1.61	0	A	1	A	114	13	100	81.25	0	
BIRC2	Q13490	618	453-543	571-606	91	36	3t6p	517	1.897	0	A	1	A	91	36	100	100	0	
CSF1R	P07333	972	542-574	582-910	33	329	3bea	483	2.02	0	A	1	A	28	264	84.8484848484848	80.2431610942249	0	
CSF1R	P07333	972	542-574	582-910	33	329	2ogv	408	2.7	0	A	1	A	32	270	96.969696969697	82.0668693009118	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		11	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6d74	156		19	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		11	A	1	A	18	124	100	100	0	
