uniprot	region_1	region_2	af_filename	cluster	cf_filename
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	296	P0AG30_296_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	206	P0AG30_206_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	076	P0AG30_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	014	P0AG30_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	098	P0AG30_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	137	P0AG30_137_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	151	P0AG30_151_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	238	P0AG30_238_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	001	P0AG30_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	173	P0AG30_173_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	287	P0AG30_287_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	095	P0AG30_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	303	P0AG30_303_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	181	P0AG30_181_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	111	P0AG30_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	257	P0AG30_257_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	229	P0AG30_229_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	054	P0AG30_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	019	P0AG30_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	118	P0AG30_118_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	188	P0AG30_188_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	194	P0AG30_194_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	292	P0AG30_292_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	084	P0AG30_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	126	P0AG30_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	149	P0AG30_149_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	144	P0AG30_144_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	104	P0AG30_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	199	P0AG30_199_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	166	P0AG30_166_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	260	P0AG30_260_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	162	P0AG30_162_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U10-007	P0AG30_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	264	P0AG30_264_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	072	P0AG30_072_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	050	P0AG30_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	032	P0AG30_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	275	P0AG30_275_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	045	P0AG30_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	231	P0AG30_231_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	158	P0AG30_158_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U100-003	P0AG30_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	283	P0AG30_283_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	115	P0AG30_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	213	P0AG30_213_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	100	P0AG30_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	140	P0AG30_140_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	246	P0AG30_246_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U10-003	P0AG30_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	312	P0AG30_312_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	067	P0AG30_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	133	P0AG30_133_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U100-007	P0AG30_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	008	P0AG30_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	005	P0AG30_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	278	P0AG30_278_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	091	P0AG30_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	122	P0AG30_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	080	P0AG30_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	190	P0AG30_190_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	109	P0AG30_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	059	P0AG30_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	063	P0AG30_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	217	P0AG30_217_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	041	P0AG30_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	027	P0AG30_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	036	P0AG30_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	202	P0AG30_202_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	089	P0AG30_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	242	P0AG30_242_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	220	P0AG30_220_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	224	P0AG30_224_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	269	P0AG30_269_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	010	P0AG30_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	023	P0AG30_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	235	P0AG30_235_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	307	P0AG30_307_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	271	P0AG30_271_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	185	P0AG30_185_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	177	P0AG30_177_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	048	P0AG30_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	155	P0AG30_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	253	P0AG30_253_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	286	P0AG30_286_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	009	P0AG30_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	004	P0AG30_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	049	P0AG30_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	108	P0AG30_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	077	P0AG30_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	228	P0AG30_228_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	081	P0AG30_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	207	P0AG30_207_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	058	P0AG30_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	195	P0AG30_195_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	088	P0AG30_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	268	P0AG30_268_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	141	P0AG30_141_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	247	P0AG30_247_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	279	P0AG30_279_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	110	P0AG30_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U100-006	P0AG30_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	132	P0AG30_132_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	150	P0AG30_150_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	026	P0AG30_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	176	P0AG30_176_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	270	P0AG30_270_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	123	P0AG30_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	073	P0AG30_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	167	P0AG30_167_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	198	P0AG30_198_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U10-002	P0AG30_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	015	P0AG30_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	203	P0AG30_203_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	105	P0AG30_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	145	P0AG30_145_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	302	P0AG30_302_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	154	P0AG30_154_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	040	P0AG30_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	234	P0AG30_234_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	022	P0AG30_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	062	P0AG30_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	252	P0AG30_252_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	282	P0AG30_282_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	184	P0AG30_184_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	099	P0AG30_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	119	P0AG30_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	216	P0AG30_216_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	306	P0AG30_306_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	051	P0AG30_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	037	P0AG30_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	243	P0AG30_243_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	221	P0AG30_221_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	261	P0AG30_261_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	256	P0AG30_256_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	159	P0AG30_159_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	212	P0AG30_212_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	148	P0AG30_148_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	085	P0AG30_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	018	P0AG30_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	163	P0AG30_163_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	101	P0AG30_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	225	P0AG30_225_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	313	P0AG30_313_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U10-006	P0AG30_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	265	P0AG30_265_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	011	P0AG30_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	239	P0AG30_239_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	172	P0AG30_172_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	180	P0AG30_180_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	094	P0AG30_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	066	P0AG30_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	189	P0AG30_189_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	044	P0AG30_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	297	P0AG30_297_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	191	P0AG30_191_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	033	P0AG30_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	127	P0AG30_127_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	055	P0AG30_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	293	P0AG30_293_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	U100-002	P0AG30_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	230	P0AG30_230_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	114	P0AG30_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	000	P0AG30_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	274	P0AG30_274_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	090	P0AG30_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P0AG30	1-47	48-123	AF-P0AG30-F1-model_v4.cif	136	P0AG30_136_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	209	P23687_209_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	244	P23687_244_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	124	P23687_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	086	P23687_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
